genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	MAG_status	shared_name	product_1_GCF
094-US2-01.bin.c.34	094-US2-01.bin.c.34_contig_11904	2	367408	414590	FALSE	putative_wzy_dependent				094-US2-01.bin.c.34_contig_11904	Uncharacterised	1	d__Bacteria	p__UBA10199	c__UBA10199	o__2-02-FULL-50-16	f__GCA-016699445	g__GCA-016699445	s__	FLASV73008.1369;tax=d:Bacteria,p:Myxococcota,c:bacteriap25,o:midas_o_25924,f:midas_f_73008,g:midas_g_73008,s:midas_s_73008;	HQ	094-US2-01.bin.c.34_contig_11904.region002.gbk_region_1	NA
094-US2-01.bin.c.34	094-US2-01.bin.c.34_contig_11904	3	2506603	2529491	FALSE	pel-like				094-US2-01.bin.c.34_contig_11904	Synthase	2	d__Bacteria	p__UBA10199	c__UBA10199	o__2-02-FULL-50-16	f__GCA-016699445	g__GCA-016699445	s__	FLASV73008.1369;tax=d:Bacteria,p:Myxococcota,c:bacteriap25,o:midas_o_25924,f:midas_f_73008,g:midas_g_73008,s:midas_s_73008;	HQ	094-US2-01.bin.c.34_contig_11904.region003.gbk_region_1	NA
019-HK-04.bin.2.57	019-HK-04.bin.2.57_contig_51879	1	666709	736555	FALSE	putative_wzy_dependent				019-HK-04.bin.2.57_contig_51879	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__NORP259	s__NORP259 sp020638855	FLASV53482.1373;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_2104,f:midas_f_7210,g:midas_g_53482,s:midas_s_53482;	HQ	019-HK-04.bin.2.57_contig_51879.region001.gbk_region_1	NA
019-HK-04.bin.2.57	019-HK-04.bin.2.57_contig_51879	2	1213525	1249187	FALSE	putative_wzy_dependent				019-HK-04.bin.2.57_contig_51879	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__NORP259	s__NORP259 sp020638855	FLASV53482.1373;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_2104,f:midas_f_7210,g:midas_g_53482,s:midas_s_53482;	HQ	019-HK-04.bin.2.57_contig_51879.region002.gbk_region_1	NA
058-AR-20.bin.1.438	058-AR-20.bin.1.438_contig_27359	1	204997	235402	FALSE	putative_wzy_dependent_NO_OPX				058-AR-20.bin.1.438_contig_27359	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Ancalomicrobiaceae	g__Prosthecomicrobium_A	s__Prosthecomicrobium_A hirschii	FLASV3638.1403;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Pleomorphomonadaceae,g:Prosthecomicrobium,s:Prosthecomicrobium_hirschii;	HQ	058-AR-20.bin.1.438_contig_27359.region001.gbk_region_1	NA
058-AR-20.bin.1.438	058-AR-20.bin.1.438_contig_8958	1	285494	338459	FALSE	putative_wzy_dependent				058-AR-20.bin.1.438_contig_8958	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Ancalomicrobiaceae	g__Prosthecomicrobium_A	s__Prosthecomicrobium_A hirschii	FLASV3638.1403;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Pleomorphomonadaceae,g:Prosthecomicrobium,s:Prosthecomicrobium_hirschii;	HQ	058-AR-20.bin.1.438_contig_8958.region001.gbk_region_1	NA
035-MX-06.bin.1.381	035-MX-06.bin.1.381_contig_124250	1	125906	180415	TRUE	putative_wzy_dependent				035-MX-06.bin.1.381_contig_124250	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__Ferruginibacter sp017303335	FLASV5352.1451;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_5352;	HQ	035-MX-06.bin.1.381_contig_124250.region001.gbk_region_1	NA
035-MX-06.bin.1.381	035-MX-06.bin.1.381_contig_27740	1	110897	170532	TRUE	putative_ABC_dependent_NO_OPX				035-MX-06.bin.1.381_contig_27740	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__Ferruginibacter sp017303335	FLASV5352.1451;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_5352;	HQ	035-MX-06.bin.1.381_contig_27740.region001.gbk_region_1	NA
052-CH-10.bin.1.328	052-CH-10.bin.1.328_contig_84206	1	507172	575866	FALSE	putative_wzy_dependent				052-CH-10.bin.1.328_contig_84206	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__JJ008	s__JJ008 sp016719015	FLASV32.1453;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Terrimonas,s:midas_s_32;	HQ	052-CH-10.bin.1.328_contig_84206.region001.gbk_region_1	NA
054-AR-04.bin.c.13	054-AR-04.bin.c.13_contig_611	1	0	40802	TRUE	putative_wzy_dependent				054-AR-04.bin.c.13_contig_611	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Geminicoccales	f__Geminicoccaceae	g__CALKJU01	s__	FLASV5706.1455;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales,f:Geminicoccaceae,g:midas_g_5706,s:midas_s_5706;	HQ	054-AR-04.bin.c.13_contig_611.region001.gbk_region_1	NA
087-SA-04.bin.1.257	087-SA-04.bin.1.257_contig_20517	1	1161966	1205206	FALSE	putative_wzy_dependent				087-SA-04.bin.1.257_contig_20517	Uncharacterised	1	d__Bacteria	p__JADJOY01	c__JADJOY01	o__JADJOY01	f__JADJOY01	g__	s__	FLASV681.1478;tax=d:Bacteria,p:Desulfobacterota,c:midas_c_41,o:midas_o_41,f:midas_f_681,g:midas_g_681,s:midas_s_681;	HQ	087-SA-04.bin.1.257_contig_20517.region001.gbk_region_1	NA
087-SA-04.bin.1.257	087-SA-04.bin.1.257_contig_32161	1	355468	388482	FALSE	putative_wzy_dependent_NO_OPX				087-SA-04.bin.1.257_contig_32161	Uncharacterised	1	d__Bacteria	p__JADJOY01	c__JADJOY01	o__JADJOY01	f__JADJOY01	g__	s__	FLASV681.1478;tax=d:Bacteria,p:Desulfobacterota,c:midas_c_41,o:midas_o_41,f:midas_f_681,g:midas_g_681,s:midas_s_681;	HQ	087-SA-04.bin.1.257_contig_32161.region001.gbk_region_1	NA
087-SA-04.bin.1.257	087-SA-04.bin.1.257_contig_69113	1	572954	633081	FALSE	putative_ABC_or_wzy_dependent				087-SA-04.bin.1.257_contig_69113	Uncharacterised	1	d__Bacteria	p__JADJOY01	c__JADJOY01	o__JADJOY01	f__JADJOY01	g__	s__	FLASV681.1478;tax=d:Bacteria,p:Desulfobacterota,c:midas_c_41,o:midas_o_41,f:midas_f_681,g:midas_g_681,s:midas_s_681;	HQ	087-SA-04.bin.1.257_contig_69113.region001.gbk_region_1	NA
002-MX-07.bin.1.665	002-MX-07.bin.1.665_contig_5709	1	1143096	1201581	FALSE	zooglan				002-MX-07.bin.1.665_contig_5709	Wzx/Wzy	3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__Rubrivivax sp016790395	FLASV3149.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_3149;	HQ	002-MX-07.bin.1.665_contig_5709.region001.gbk_region_1	NA
002-MX-07.bin.1.665	002-MX-07.bin.1.665_contig_5709	2	1516663	1566014	FALSE	putative_wzy_dependent				002-MX-07.bin.1.665_contig_5709	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__Rubrivivax sp016790395	FLASV3149.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_3149;	HQ	002-MX-07.bin.1.665_contig_5709.region002.gbk_region_1	NA
098-UY-13.bin.1.106	098-UY-13.bin.1.106_contig_21018	1	2759152	2790056	FALSE	putative_wzy_dependent_NO_OPX				098-UY-13.bin.1.106_contig_21018	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__	s__	FLASV1568.1471;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Phaselicystidaceae,g:Phaselicystis,s:midas_s_1568;	HQ	098-UY-13.bin.1.106_contig_21018.region001.gbk_region_1	NA
088-SA-05.bin.2.27	088-SA-05.bin.2.27_contig_2611	1	228349	257943	FALSE	exoPS_GCF_10				088-SA-05.bin.2.27_contig_2611	NA		d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__ZC4RG36	s__	FLASV8129.1416;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:Flexifilaceae,g:midas_g_8129,s:midas_s_8129;	HQ	088-SA-05.bin.2.27_contig_2611.region001.gbk_region_1	exoPS_GCF_10
033-IN-11.bin.1.360	033-IN-11.bin.1.360_contig_44720	1	32529	69958	FALSE	putative_wzy_dependent_NO_OPX				033-IN-11.bin.1.360_contig_44720	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAEKA01	f__JAAEKA01	g__JAAEKA01	s__	FLASV12784.1319;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:C10-SB1A,f:Amarolineaceae,g:Ca_Sarcinithrix,s:midas_s_9994;	HQ	033-IN-11.bin.1.360_contig_44720.region001.gbk_region_1	NA
033-IN-11.bin.1.360	033-IN-11.bin.1.360_contig_9201	1	241987	289535	FALSE	putative_wzy_dependent_NO_OPX				033-IN-11.bin.1.360_contig_9201	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAEKA01	f__JAAEKA01	g__JAAEKA01	s__	FLASV12784.1319;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:C10-SB1A,f:Amarolineaceae,g:Ca_Sarcinithrix,s:midas_s_9994;	HQ	033-IN-11.bin.1.360_contig_9201.region001.gbk_region_1	NA
033-IN-11.bin.1.360	033-IN-11.bin.1.360_contig_9201	2	1154094	1212709	FALSE	putative_ABC_dependent_NO_OPX				033-IN-11.bin.1.360_contig_9201	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAEKA01	f__JAAEKA01	g__JAAEKA01	s__	FLASV12784.1319;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:C10-SB1A,f:Amarolineaceae,g:Ca_Sarcinithrix,s:midas_s_9994;	HQ	033-IN-11.bin.1.360_contig_9201.region002.gbk_region_1	NA
033-IN-11.bin.1.360	033-IN-11.bin.1.360_contig_9201	3	1501852	1543522	FALSE	putative_wzy_dependent_NO_OPX				033-IN-11.bin.1.360_contig_9201	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAEKA01	f__JAAEKA01	g__JAAEKA01	s__	FLASV12784.1319;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:C10-SB1A,f:Amarolineaceae,g:Ca_Sarcinithrix,s:midas_s_9994;	HQ	033-IN-11.bin.1.360_contig_9201.region003.gbk_region_1	NA
034-IT-09.bin.1.532	034-IT-09.bin.1.532_contig_30183	1	65050	112074	FALSE	putative_wzy_dependent_NO_OPX				034-IT-09.bin.1.532_contig_30183	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__JADIYW01	g__JADJSS01	s__JADJSS01 sp016711605	FLASV558.1433;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:midas_f_108,g:midas_g_558,s:midas_s_558;	HQ	034-IT-09.bin.1.532_contig_30183.region001.gbk_region_1	NA
034-IT-09.bin.1.532	034-IT-09.bin.1.532_contig_55209	1	72052	105598	FALSE	putative_wzy_dependent				034-IT-09.bin.1.532_contig_55209	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__JADIYW01	g__JADJSS01	s__JADJSS01 sp016711605	FLASV558.1433;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:midas_f_108,g:midas_g_558,s:midas_s_558;	HQ	034-IT-09.bin.1.532_contig_55209.region001.gbk_region_1	NA
066-CH-22.bin.1.68	066-CH-22.bin.1.68_contig_27787	1	113791	173649	FALSE	putative_wzy_dependent				066-CH-22.bin.1.68_contig_27787	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__CAIMTB01	g__CAIMTB01	s__CAIMTB01 sp020845805	FLASV74493.1375;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:Oikopleura,s:midas_s_73036;	HQ	066-CH-22.bin.1.68_contig_27787.region001.gbk_region_1	NA
066-CH-22.bin.1.68	066-CH-22.bin.1.68_contig_27787	2	516391	555845	FALSE	putative_ABC_dependent				066-CH-22.bin.1.68_contig_27787	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__CAIMTB01	g__CAIMTB01	s__CAIMTB01 sp020845805	FLASV74493.1375;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:Oikopleura,s:midas_s_73036;	HQ	066-CH-22.bin.1.68_contig_27787.region002.gbk_region_1	NA
090-US1-124.bin.1.447	090-US1-124.bin.1.447_contig_12632	1	911994	968179	FALSE	putative_wzy_dependent_NO_OPX				090-US1-124.bin.1.447_contig_12632	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__ER46	s__	FLASV8706.1480;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Opitutales,f:Opitutaceae,g:Opitutus,s:midas_s_8677;	HQ	090-US1-124.bin.1.447_contig_12632.region001.gbk_region_1	NA
090-US1-124.bin.1.447	090-US1-124.bin.1.447_contig_48770	1	123427	185970	FALSE	putative_wzy_dependent				090-US1-124.bin.1.447_contig_48770	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__ER46	s__	FLASV8706.1480;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Opitutales,f:Opitutaceae,g:Opitutus,s:midas_s_8677;	HQ	090-US1-124.bin.1.447_contig_48770.region001.gbk_region_1	NA
028-AU-34.bin.1.387	028-AU-34.bin.1.387_contig_10596	1	352128	415629	FALSE	putative_wzy_dependent				028-AU-34.bin.1.387_contig_10596	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__CAIVKH01	f__CAIVKH01	g__	s__	FLASV55078.1378;tax=d:Bacteria,p:Verrucomicrobiota,c:Kiritimatiellae,o:WCHB1-41,f:midas_f_1187,g:midas_g_55078,s:midas_s_55078;	HQ	028-AU-34.bin.1.387_contig_10596.region001.gbk_region_1	NA
028-AU-34.bin.1.387	028-AU-34.bin.1.387_contig_42692	1	269433	324852	FALSE	putative_wzy_dependent				028-AU-34.bin.1.387_contig_42692	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__CAIVKH01	f__CAIVKH01	g__	s__	FLASV55078.1378;tax=d:Bacteria,p:Verrucomicrobiota,c:Kiritimatiellae,o:WCHB1-41,f:midas_f_1187,g:midas_g_55078,s:midas_s_55078;	HQ	028-AU-34.bin.1.387_contig_42692.region001.gbk_region_1	NA
028-AU-34.bin.1.387	028-AU-34.bin.1.387_contig_42692	2	580581	652008	FALSE	putative_wzy_dependent				028-AU-34.bin.1.387_contig_42692	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__CAIVKH01	f__CAIVKH01	g__	s__	FLASV55078.1378;tax=d:Bacteria,p:Verrucomicrobiota,c:Kiritimatiellae,o:WCHB1-41,f:midas_f_1187,g:midas_g_55078,s:midas_s_55078;	HQ	028-AU-34.bin.1.387_contig_42692.region002.gbk_region_1	NA
011-CY-01.bin.c.47	011-CY-01.bin.c.47_contig_10795	1	3860846	3917736	FALSE	putative_wzy_dependent_NO_OPX				011-CY-01.bin.c.47_contig_10795	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JADJGA01	s__	FLASV9694.1360;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_207,s:midas_s_9694;	HQ	011-CY-01.bin.c.47_contig_10795.region001.gbk_region_1	NA
011-CY-01.bin.1.442	011-CY-01.bin.1.442_contig_13339	1	1605525	1648493	FALSE	putative_ABC_dependent				011-CY-01.bin.1.442_contig_13339	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__WYBA01	s__WYBA01 sp011526095	FLASV36394.1362;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_36394;	HQ	011-CY-01.bin.1.442_contig_13339.region001.gbk_region_1	NA
011-CY-01.bin.1.442	011-CY-01.bin.1.442_contig_15852	1	369162	425527	FALSE	putative_wzy_dependent				011-CY-01.bin.1.442_contig_15852	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__WYBA01	s__WYBA01 sp011526095	FLASV36394.1362;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_36394;	HQ	011-CY-01.bin.1.442_contig_15852.region001.gbk_region_1	NA
011-CY-01.bin.1.442	011-CY-01.bin.1.442_contig_32251	1	843021	875084	FALSE	putative_ABC_dependent_NO_OPX				011-CY-01.bin.1.442_contig_32251	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__WYBA01	s__WYBA01 sp011526095	FLASV36394.1362;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_36394;	HQ	011-CY-01.bin.1.442_contig_32251.region001.gbk_region_1	NA
019-HK-04.bin.1.623	019-HK-04.bin.1.623_contig_120547	1	12788	56528	TRUE	putative_wzy_dependent_NO_OPX				019-HK-04.bin.1.623_contig_120547	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__RHKX01	s__RHKX01 sp020636895	FLASV40181.1366;tax=d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:67-14,g:midas_g_20949,s:midas_s_20949;	HQ	019-HK-04.bin.1.623_contig_120547.region001.gbk_region_1	NA
037-NO2-03.bin.1.605	037-NO2-03.bin.1.605_contig_110262	1	96449	144342	FALSE	putative_ABC_dependent				037-NO2-03.bin.1.605_contig_110262	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV5272.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	037-NO2-03.bin.1.605_contig_110262.region001.gbk_region_1	NA
037-NO2-03.bin.1.605	037-NO2-03.bin.1.605_contig_57833	1	123592	184697	FALSE	putative_wzy_dependent				037-NO2-03.bin.1.605_contig_57833	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV5272.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	037-NO2-03.bin.1.605_contig_57833.region001.gbk_region_1	NA
037-NO2-03.bin.1.605	037-NO2-03.bin.1.605_contig_90411	1	62303	104255	FALSE	putative_wzy_dependent				037-NO2-03.bin.1.605_contig_90411	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV5272.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	037-NO2-03.bin.1.605_contig_90411.region001.gbk_region_1	NA
038-SE-10.bin.1.327	038-SE-10.bin.1.327_contig_147993	1	87993	140655	TRUE	putative_wzy_dependent_NO_OPX				038-SE-10.bin.1.327_contig_147993	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermatophilaceae	g__Phosphoribacter	s__Phosphoribacter sp016710385	FLASV2937.1443;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Ca_Phosphoribacter,s:midas_s_5;	HQ	038-SE-10.bin.1.327_contig_147993.region001.gbk_region_1	NA
038-SE-10.bin.1.327	038-SE-10.bin.1.327_contig_33931	1	574794	613989	FALSE	putative_wzy_dependent_NO_OPX				038-SE-10.bin.1.327_contig_33931	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermatophilaceae	g__Phosphoribacter	s__Phosphoribacter sp016710385	FLASV2937.1443;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Ca_Phosphoribacter,s:midas_s_5;	HQ	038-SE-10.bin.1.327_contig_33931.region001.gbk_region_1	NA
038-SE-10.bin.1.327	038-SE-10.bin.1.327_contig_58454	1	208161	240416	TRUE	putative_wzy_dependent_NO_OPX				038-SE-10.bin.1.327_contig_58454	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermatophilaceae	g__Phosphoribacter	s__Phosphoribacter sp016710385	FLASV2937.1443;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Ca_Phosphoribacter,s:midas_s_5;	HQ	038-SE-10.bin.1.327_contig_58454.region001.gbk_region_1	NA
063-AU-32.bin.1.243	063-AU-32.bin.1.243_contig_119297	1	16896	45962	FALSE	putative_wzy_dependent				063-AU-32.bin.1.243_contig_119297	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__	s__	FLASV22843.1301;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:midas_g_1057,s:midas_s_22843;	HQ	063-AU-32.bin.1.243_contig_119297.region001.gbk_region_1	NA
003-CA-05.bin.1.117	003-CA-05.bin.1.117_contig_13844	1	52163	103033	FALSE	putative_wzy_dependent				003-CA-05.bin.1.117_contig_13844	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__Micavibrio_A	s__	FLASV8834.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micavibrionales,f:midas_f_2943,g:midas_g_7280,s:midas_s_8834;	HQ	003-CA-05.bin.1.117_contig_13844.region001.gbk_region_1	NA
003-CA-05.bin.1.117	003-CA-05.bin.1.117_contig_151663	1	5366	40106	TRUE	putative_wzy_dependent				003-CA-05.bin.1.117_contig_151663	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__Micavibrio_A	s__	FLASV8834.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micavibrionales,f:midas_f_2943,g:midas_g_7280,s:midas_s_8834;	HQ	003-CA-05.bin.1.117_contig_151663.region001.gbk_region_1	NA
059-AT-02.bin.2.322	059-AT-02.bin.2.322_contig_1950	1	315485	344618	FALSE	exoPS_GCF_10				059-AT-02.bin.2.322_contig_1950	NA		d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Villigracilaceae	g__Villigracilis	s__Villigracilis sp020847355	FLASV12084.1333;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_12084;	HQ	059-AT-02.bin.2.322_contig_1950.region001.gbk_region_1	exoPS_GCF_10
059-AT-02.bin.2.322	059-AT-02.bin.2.322_contig_1950	2	2967054	3002600	FALSE	putative_wzy_dependent_NO_OPX				059-AT-02.bin.2.322_contig_1950	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Villigracilaceae	g__Villigracilis	s__Villigracilis sp020847355	FLASV12084.1333;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_12084;	HQ	059-AT-02.bin.2.322_contig_1950.region002.gbk_region_1	NA
046-US2-03.bin.1.144	046-US2-03.bin.1.144_contig_11503	1	293884	345683	FALSE	putative_wzy_dependent_NO_OPX				046-US2-03.bin.1.144_contig_11503	Uncharacterised	1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__	FLASV4446.1446;tax=d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:midas_s_4446;	HQ	046-US2-03.bin.1.144_contig_11503.region001.gbk_region_1	NA
046-US2-03.bin.1.144	046-US2-03.bin.1.144_contig_11503	2	999612	1073577	FALSE	putative_wzy_dependent_NO_OPX				046-US2-03.bin.1.144_contig_11503	Uncharacterised	1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__	FLASV4446.1446;tax=d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:midas_s_4446;	HQ	046-US2-03.bin.1.144_contig_11503.region002.gbk_region_1	NA
088-SA-05.bin.1.63	088-SA-05.bin.1.63_contig_285	1	1354812	1397298	FALSE	putative_wzy_dependent_NO_OPX				088-SA-05.bin.1.63_contig_285	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Tepidisphaerales	f__Tepidisphaeraceae	g__UBA2421	s__	FLASV41395.1329;tax=d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:midas_g_26334,s:midas_s_26334;	HQ	088-SA-05.bin.1.63_contig_285.region001.gbk_region_1	NA
