bin	gtdb.r226	midas4.8	midas4.8_top_iden	midas5.3	midas5.3_top_iden
087-SA-04.bin.2.381	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__	FLASV16037.1326;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_16037;	100	FLASV16037.1326;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_16037;	100
088-SA-05.bin.1.398	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__	FLASV10613.1326;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_10613;	100	FLASV10613.1326;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_10613;	100
088-SA-05.bin.2.157	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__	FLASV12403.1326;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_10613;	100	FLASV12403.1326;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_10613;	100
089-SG-01.bin.1.445	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__Promineifilum sp023384355	FLASV7619.1429;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_1604;	99.4	FLASV7619.1429;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_1604;	99.4
091-US1-126.bin.1.685	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__	FLASV2738.1427;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_176;	100	FLASV2738.1427;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:Ca_Promineofilum_glycogenico;	100
095-US2-13.bin.1.673	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__	FLASV2738.1427;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_176;	100	FLASV2738.1427;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:Ca_Promineofilum_glycogenico;	100
095-US2-13.bin.c.25	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__Promineifilum sp023384355	FLASV5328.1429;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_1604;	99.4	FLASV5328.1429;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:Ca_Promineofilum,s:midas_s_1604;	99.4
001-SG-02.bin.2.309	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp039809945	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.2	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.2
002-MX-07.bin.1.154	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV20116.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV20116.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
002-MX-07.bin.1.383	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV17777.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV17777.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
004-NL-18.bin.1.301	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
007-SA-08.bin.1.370	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp035326025	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.2	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.2
010-BE-17.bin.1.241	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
011-CY-01.bin.1.126	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.5	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.5
011-CY-01.bin.1.274	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
016-PL-06.bin.1.741	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
019-HK-04.bin.1.97	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV17777.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV17777.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
021-CZ-11.bin.2.185	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.1	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.1
021-CZ-11.bin.2.215	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
026-AT-03.bin.1.312	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
027-AU-18.bin.1.57	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
028-AU-34.bin.1.17	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.1	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.1
028-AU-34.bin.2.398	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp020853755	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.2	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.2
028-AU-34.bin.c.7	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV17777.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.9	FLASV17777.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.9
031-CZ-17.bin.1.436	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
033-IN-11.bin.1.372	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV15709.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV15709.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
036-NL-06.bin.1.571	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV4104.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV4104.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
040-UK-14.bin.1.76	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
043-US1-27.bin.1.634	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
048-UY-15.bin.1.328	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.9	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.9
048-UY-15.bin.1.566	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.1	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.1
050-BE-09.bin.1.302	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.9	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.9
052-CH-10.bin.1.59	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
053-PL-24.bin.1.265	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
053-PL-24.bin.1.508	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
054-AR-04.bin.2.160	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV33731.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_10836;	100	FLASV33731.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_10836;	100
059-AT-02.bin.c.13	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp020853755	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.2	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.2
060-AU-05.bin.2.338	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV33815.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_2745;	100	FLASV33815.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
061-AU-11.bin.1.279	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.2	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.2
061-AU-11.bin.1.500	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV20116.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV20116.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
061-AU-11.bin.1.551	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.5	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.5
061-AU-11.bin.1.630	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937864275	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.9	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.9
061-AU-11.bin.2.228	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.1	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.1
062-AU-26.bin.1.613	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV33815.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_2745;	100	FLASV33815.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
074-IN-03.bin.1.291	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.2	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.2
082-NL-09.bin.1.121	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.2	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.2
082-NL-09.bin.1.129	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp035326025	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.2	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.2
083-NL-13.bin.1.379	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp937954195	FLASV37234.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_10836;	100	FLASV37234.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_10836;	100
083-NL-13.bin.1.665	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenica	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	100	FLASV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	100
087-SA-04.bin.1.103	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp039809945	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.2	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.2
087-SA-04.bin.1.418	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp035326025	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.2	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.2
088-SA-05.bin.1.10	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__	FLASV10836.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_10836;	100	FLASV10836.1311;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_10836;	100
088-SA-05.bin.1.180	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp035326025	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_7461;	99.2	FLASV7461.1413;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:midas_s_7461;	99.2
089-SG-01.bin.2.46	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp039809945	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.2	FLASV3989.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:Ca_Amarobacter,s:Ca_Amarobacter_glycogenicus;	99.2
