# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	alginate	alginate-like	alpha-glucansucrase	cellulose-gram-positive-like	cellulose-like	curdlan-like	fructansucrase	galactoglucan	generic-cellulose	lactobacillus_eps	pel	pel-like	pel-positive	psl	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	type-1-cellulose	type-2-cellulose	type-3-cellulose	zooglan	hybrid	description
076-IN-18.bin.1.232.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	076-IN-18.bin.1.232_contig_1152 [17 total records]
083-NL-13.bin.1.28.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	083-NL-13.bin.1.28_contig_101543 [14 total records]
007-SA-08.bin.1.109.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	007-SA-08.bin.1.109_contig_10366 [7 total records]
061-AU-11.bin.1.278.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	061-AU-11.bin.1.278_contig_100736 [8 total records]
016-PL-06.bin.1.146.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	016-PL-06.bin.1.146_contig_29346 [2 total records]
075-IN-06.bin.1.214.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	075-IN-06.bin.1.214_contig_11846 [31 total records]
046-US2-03.bin.2.320.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	046-US2-03.bin.2.320_contig_117491 [20 total records]
063-AU-32.bin.1.410.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	063-AU-32.bin.1.410_contig_19393 [3 total records]
007-SA-08.bin.1.213.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	007-SA-08.bin.1.213_contig_110647 [8 total records]
083-NL-13.bin.1.473.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	083-NL-13.bin.1.473_contig_109788 [10 total records]
033-IN-11.bin.1.550.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	033-IN-11.bin.1.550_contig_122030 [6 total records]
061-AU-11.bin.2.99.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	061-AU-11.bin.2.99_contig_100766 [17 total records]
006-MY-06.bin.1.410.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	006-MY-06.bin.1.410_contig_223577 [8 total records]
072-HK-05.bin.1.133.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	072-HK-05.bin.1.133_contig_33487 [3 total records]
060-AU-05.bin.2.693.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	060-AU-05.bin.2.693_contig_103583 [45 total records]
041-UK2-07.bin.3.101.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	041-UK2-07.bin.3.101_contig_102112 [14 total records]
009-AU-01.bin.1.471.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	009-AU-01.bin.1.471_contig_121262 [14 total records]
034-IT-09.bin.1.65.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	034-IT-09.bin.1.65_contig_31353 [4 total records]
014-ES-23.bin.1.261.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	014-ES-23.bin.1.261_contig_102911 [21 total records]
059-AT-02.bin.2.151.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	059-AT-02.bin.2.151_contig_10230 [9 total records]
006-MY-06.bin.1.254.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	006-MY-06.bin.1.254_contig_121528 [16 total records]
082-NL-09.bin.2.148.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	082-NL-09.bin.2.148_contig_13034 [29 total records]
067-CH-23.bin.1.383.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	067-CH-23.bin.1.383_contig_111004 [12 total records]
017-IL-02.bin.1.64.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	017-IL-02.bin.1.64_contig_110377 [9 total records]
054-AR-04.bin.1.394.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	054-AR-04.bin.1.394_contig_14852 [5 total records]
090-US1-124.bin.2.203.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	090-US1-124.bin.2.203_contig_1079 [9 total records]
023-IN-14.bin.1.94.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	023-IN-14.bin.1.94_contig_12643 [10 total records]
090-US1-124.bin.1.164.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	090-US1-124.bin.1.164_contig_39828 [2 total records]
038-SE-10.bin.1.41.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	038-SE-10.bin.1.41_contig_141574 [17 total records]
099-UY-16.bin.1.195.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	099-UY-16.bin.1.195_contig_27645 [5 total records]
031-CZ-17.bin.1.264.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	031-CZ-17.bin.1.264_contig_18567 [2 total records]
087-SA-04.bin.1.268.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	087-SA-04.bin.1.268_contig_10006 [5 total records]
060-AU-05.bin.1.273.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	060-AU-05.bin.1.273_contig_4174 [2 total records]
078-MX-10.bin.1.76.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	078-MX-10.bin.1.76_contig_120958 [10 total records]
092-US1-44.bin.2.92.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	092-US1-44.bin.2.92_contig_12317 [6 total records]
088-SA-05.bin.c.5.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	088-SA-05.bin.c.5_contig_13492 [1 total record]
055-AR-06.bin.2.277.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	055-AR-06.bin.2.277_contig_104670 [12 total records]
017-IL-02.bin.1.133.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	017-IL-02.bin.1.133_contig_115576 [14 total records]
040-UK-14.bin.1.463.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	040-UK-14.bin.1.463_contig_10667 [25 total records]
096-US2-26.bin.1.173.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	096-US2-26.bin.1.173_contig_2369 [1 total record]
007-SA-08.bin.1.202.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	007-SA-08.bin.1.202_contig_111420 [10 total records]
096-US2-26.bin.1.106.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	096-US2-26.bin.1.106_contig_7836 [1 total record]
027-AU-18.bin.1.176.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	027-AU-18.bin.1.176_contig_42263 [1 total record]
013-IT-11.bin.1.233.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	013-IT-11.bin.1.233_contig_100052 [24 total records]
058-AR-20.bin.2.199.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	058-AR-20.bin.2.199_contig_1888 [3 total records]
015-DE-14.bin.1.95.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	015-DE-14.bin.1.95_contig_104743 [16 total records]
010-BE-17.bin.1.109.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	010-BE-17.bin.1.109_contig_10312 [30 total records]
074-IN-03.bin.c.6.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	074-IN-03.bin.c.6_contig_8614 [1 total record]
063-AU-32.bin.2.626.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	063-AU-32.bin.2.626_contig_122173 [16 total records]
010-BE-17.bin.1.144.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	010-BE-17.bin.1.144_contig_155233 [3 total records]
045-US1-87.bin.1.86.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	045-US1-87.bin.1.86_contig_139833 [2 total records]
091-US1-126.bin.1.163.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	091-US1-126.bin.1.163_contig_16016 [5 total records]
063-AU-32.bin.1.719.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	063-AU-32.bin.1.719_contig_11008 [5 total records]
067-CH-23.bin.1.521.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	067-CH-23.bin.1.521_contig_106612 [11 total records]
015-DE-14.bin.1.503.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	015-DE-14.bin.1.503_contig_100937 [13 total records]
087-SA-04.bin.c.39.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	087-SA-04.bin.c.39_contig_87888 [1 total record]
019-HK-04.bin.2.140.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	019-HK-04.bin.2.140_contig_123445 [8 total records]
088-SA-05.bin.1.77.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	088-SA-05.bin.1.77_contig_11733 [10 total records]
063-AU-32.bin.1.705.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	063-AU-32.bin.1.705_contig_33435 [5 total records]
096-US2-26.bin.1.520.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	096-US2-26.bin.1.520_contig_14076 [2 total records]
037-NO2-03.bin.1.297.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	037-NO2-03.bin.1.297_contig_25902 [1 total record]
017-IL-02.bin.c.1.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	017-IL-02.bin.c.1_contig_15807 [1 total record]
028-AU-34.bin.1.94.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	028-AU-34.bin.1.94_contig_107830 [8 total records]
087-SA-04.bin.1.155.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	087-SA-04.bin.1.155_contig_125030 [7 total records]
033-IN-11.bin.1.390.fa	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	033-IN-11.bin.1.390_contig_12239 [12 total records]
008-AR-23.bin.2.21.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	008-AR-23.bin.2.21_contig_104598 [31 total records]
073-IL-01.bin.1.767.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	073-IL-01.bin.1.767_contig_13621 [3 total records]
015-DE-14.bin.1.310.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	015-DE-14.bin.1.310_contig_103535 [17 total records]
029-CA-06.bin.1.224.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	029-CA-06.bin.1.224_contig_10462 [16 total records]
020-NO1-03.bin.1.562.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	020-NO1-03.bin.1.562_contig_108003 [42 total records]
090-US1-124.bin.c.14.fa	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	090-US1-124.bin.c.14_contig_37759 [1 total record]
091-US1-126.bin.c.16.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	091-US1-126.bin.c.16_contig_13225 [1 total record]
073-IL-01.bin.2.182.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	073-IL-01.bin.2.182_contig_111299 [17 total records]
037-NO2-03.bin.1.82.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	037-NO2-03.bin.1.82_contig_13883 [7 total records]
059-AT-02.bin.1.106.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	059-AT-02.bin.1.106_contig_16064 [3 total records]
045-US1-87.bin.1.420.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	045-US1-87.bin.1.420_contig_13098 [24 total records]
089-SG-01.bin.1.339.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	089-SG-01.bin.1.339_contig_138216 [5 total records]
054-AR-04.bin.1.38.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	054-AR-04.bin.1.38_contig_2513 [4 total records]
095-US2-13.bin.1.197.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	095-US2-13.bin.1.197_contig_10054 [6 total records]
041-UK2-07.bin.3.274.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	041-UK2-07.bin.3.274_contig_101460 [26 total records]
017-IL-02.bin.c.34.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	017-IL-02.bin.c.34_contig_30734 [1 total record]
093-US1-47.bin.2.192.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	093-US1-47.bin.2.192_contig_113655 [30 total records]
028-AU-34.bin.2.75.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	028-AU-34.bin.2.75_contig_106282 [4 total records]
016-PL-06.bin.1.316.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	016-PL-06.bin.1.316_contig_187626 [7 total records]
015-DE-14.bin.1.37.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	015-DE-14.bin.1.37_contig_127077 [6 total records]
083-NL-13.bin.1.240.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	083-NL-13.bin.1.240_contig_109827 [10 total records]
099-UY-16.bin.2.73.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	099-UY-16.bin.2.73_contig_10935 [32 total records]
060-AU-05.bin.1.592.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	060-AU-05.bin.1.592_contig_5889 [1 total record]
099-UY-16.bin.1.232.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	099-UY-16.bin.1.232_contig_1990 [3 total records]
040-UK-14.bin.1.341.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	040-UK-14.bin.1.341_contig_102096 [38 total records]
002-MX-07.bin.1.306.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	002-MX-07.bin.1.306_contig_10209 [15 total records]
038-SE-10.bin.2.153.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	038-SE-10.bin.2.153_contig_145563 [12 total records]
086-SA-02.bin.1.155.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	086-SA-02.bin.1.155_contig_10480 [12 total records]
042-US1-105.bin.1.336.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	042-US1-105.bin.1.336_contig_17539 [4 total records]
046-US2-03.bin.1.486.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	046-US2-03.bin.1.486_contig_15842 [5 total records]
043-US1-27.bin.1.321.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	043-US1-27.bin.1.321_contig_10512 [14 total records]
061-AU-11.bin.1.17.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	061-AU-11.bin.1.17_contig_102714 [12 total records]
007-SA-08.bin.1.79.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007-SA-08.bin.1.79_contig_22040 [1 total record]
095-US2-13.bin.c.22.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	095-US2-13.bin.c.22_contig_1125 [1 total record]
095-US2-13.bin.1.424.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	095-US2-13.bin.1.424_contig_10318 [7 total records]
048-UY-15.bin.1.167.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	048-UY-15.bin.1.167_contig_8568 [1 total record]
006-MY-06.bin.1.439.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	006-MY-06.bin.1.439_contig_119602 [8 total records]
075-IN-06.bin.2.122.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	075-IN-06.bin.2.122_contig_13653 [23 total records]
032-ES-07.bin.1.8.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	032-ES-07.bin.1.8_contig_32133 [12 total records]
020-NO1-03.bin.1.50.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	020-NO1-03.bin.1.50_contig_106954 [5 total records]
019-HK-04.bin.1.305.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019-HK-04.bin.1.305_contig_105548 [7 total records]
097-US2-29.bin.c.19.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	097-US2-29.bin.c.19_contig_13454 [1 total record]
050-BE-09.bin.1.337.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	050-BE-09.bin.1.337_contig_108759 [11 total records]
074-IN-03.bin.c.13.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	074-IN-03.bin.c.13_contig_37191 [1 total record]
019-HK-04.bin.1.181.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	019-HK-04.bin.1.181_contig_118965 [8 total records]
090-US1-124.bin.1.378.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	090-US1-124.bin.1.378_contig_12370 [3 total records]
002-MX-07.bin.1.249.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	002-MX-07.bin.1.249_contig_30245 [2 total records]
007-SA-08.bin.1.193.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007-SA-08.bin.1.193_contig_110363 [2 total records]
066-CH-22.bin.1.552.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	066-CH-22.bin.1.552_contig_101727 [30 total records]
073-IL-01.bin.1.107.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	073-IL-01.bin.1.107_contig_2544 [2 total records]
010-BE-17.bin.2.180.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	010-BE-17.bin.2.180_contig_157407 [13 total records]
043-US1-27.bin.1.576.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	043-US1-27.bin.1.576_contig_192308 [6 total records]
031-CZ-17.bin.1.153.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	031-CZ-17.bin.1.153_contig_5860 [2 total records]
048-UY-15.bin.c.25.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	048-UY-15.bin.c.25_contig_40865 [1 total record]
014-ES-23.bin.1.230.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	014-ES-23.bin.1.230_contig_139057 [8 total records]
012-PT-06.bin.1.125.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	012-PT-06.bin.1.125_contig_112838 [3 total records]
035-MX-06.bin.1.280.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	035-MX-06.bin.1.280_contig_23412 [1 total record]
023-IN-14.bin.1.107.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	023-IN-14.bin.1.107_contig_139967 [3 total records]
001-SG-02.bin.1.548.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	001-SG-02.bin.1.548_contig_113818 [24 total records]
097-US2-29.bin.1.496.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	097-US2-29.bin.1.496_contig_10279 [8 total records]
066-CH-22.bin.1.432.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	066-CH-22.bin.1.432_contig_10331 [7 total records]
019-HK-04.bin.1.292.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	019-HK-04.bin.1.292_contig_113514 [11 total records]
078-MX-10.bin.1.710.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	078-MX-10.bin.1.710_contig_10056 [10 total records]
039-SE-29.bin.1.463.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	039-SE-29.bin.1.463_contig_11586 [12 total records]
037-NO2-03.bin.1.124.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	037-NO2-03.bin.1.124_contig_102838 [13 total records]
061-AU-11.bin.1.26.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	061-AU-11.bin.1.26_contig_3257 [5 total records]
031-CZ-17.bin.1.451.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	031-CZ-17.bin.1.451_contig_104359 [5 total records]
037-NO2-03.bin.1.259.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	037-NO2-03.bin.1.259_contig_109830 [7 total records]
003-CA-05.bin.1.45.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	003-CA-05.bin.1.45_contig_108547 [7 total records]
086-SA-02.bin.1.117.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	086-SA-02.bin.1.117_contig_22637 [3 total records]
003-CA-05.bin.2.209.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	003-CA-05.bin.2.209_contig_101374 [16 total records]
046-US2-03.bin.1.236.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	046-US2-03.bin.1.236_contig_113780 [11 total records]
007-SA-08.bin.2.69.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	007-SA-08.bin.2.69_contig_117185 [2 total records]
055-AR-06.bin.1.158.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	055-AR-06.bin.1.158_contig_120070 [4 total records]
