genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	Database	derep	HQ	file_name
048-UY-15.bin.1.505	contig_4412	2	1674569	1706020	FALSE	Uncharacterised				048-UY-15.bin.1.505_contig_4412	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	048-UY-15.bin.1.505_contig_4412.region002
089-SG-01.bin.1.675	contig_3662	1	1256736	1283509	FALSE	Uncharacterised				089-SG-01.bin.1.675_contig_3662	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	""	MiDAS Global	TRUE	TRUE	089-SG-01.bin.1.675_contig_3662.region001
020-NO1-03.bin.1.435	contig_15132	1	138195	168794	TRUE	Uncharacterised				020-NO1-03.bin.1.435_contig_15132	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus sp003441615	MiDAS Global	TRUE	TRUE	020-NO1-03.bin.1.435_contig_15132.region001
006-MY-06.bin.2.59	contig_17250	1	97167	136807	FALSE	zooglan				contig_17250	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	FALSE	006-MY-06.bin.2.59_contig_17250.region001
006-MY-06.bin.2.59	contig_50983	1	169621	191993	TRUE	pel				contig_50983	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	FALSE	006-MY-06.bin.2.59_contig_50983.region001
071-HK-01.bin.2.31	contig_129714	1	70900	89946	FALSE	Uncharacterised				contig_129714	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	071-HK-01.bin.2.31_contig_129714.region001
099-UY-16.bin.3.406	contig_12811	1	78493	107037	FALSE	Uncharacterised				contig_12811	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	FALSE	099-UY-16.bin.3.406_contig_12811.region001
009-AU-01.bin.1.594	contig_28049	1	159999	180623	FALSE	Uncharacterised				009-AU-01.bin.1.594_contig_28049	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	009-AU-01.bin.1.594_contig_28049.region001
009-AU-01.bin.1.594	contig_28049	2	992549	1034778	FALSE	Uncharacterised				009-AU-01.bin.1.594_contig_28049	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	009-AU-01.bin.1.594_contig_28049.region002
009-AU-01.bin.1.594	contig_28049	3	2075378	2107200	FALSE	Uncharacterised				009-AU-01.bin.1.594_contig_28049	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	009-AU-01.bin.1.594_contig_28049.region003
088-SA-05.bin.2.219	contig_87059	1	26689	49493	TRUE	Uncharacterised				contig_87059	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	088-SA-05.bin.2.219_contig_87059.region001
091-US1-126.bin.3.623	contig_7637	1	86156	127909	TRUE	Uncharacterised				contig_7637	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	091-US1-126.bin.3.623_contig_7637.region001
016-PL-06.bin.1.694	contig_19775	1	322607	346085	FALSE	Uncharacterised				016-PL-06.bin.1.694_contig_19775	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	Zoogloea sp016720685	MiDAS Global	TRUE	TRUE	016-PL-06.bin.1.694_contig_19775.region001
016-PL-06.bin.1.694	contig_35284	1	125115	165569	FALSE	zooglan				016-PL-06.bin.1.694_contig_35284	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	Zoogloea sp016720685	MiDAS Global	TRUE	TRUE	016-PL-06.bin.1.694_contig_35284.region001
015-DE-14.bin.1.526	contig_77888	1	493504	546285	FALSE	Uncharacterised				015-DE-14.bin.1.526_contig_77888	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	TRUE	015-DE-14.bin.1.526_contig_77888.region001
078-MX-10.bin.2.132	contig_105120	1	4680	48981	TRUE	Uncharacterised				contig_105120	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp934636265	MiDAS Global	TRUE	FALSE	078-MX-10.bin.2.132_contig_105120.region001
027-AU-18.bin.2.94	contig_3902	1	40693	123037	FALSE	Uncharacterised				contig_3902	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp016787805	MiDAS Global	TRUE	FALSE	027-AU-18.bin.2.94_contig_3902.region001
020-NO1-03.bin.2.275	contig_14346	1	1008350	1041618	FALSE	Uncharacterised				contig_14346	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	020-NO1-03.bin.2.275_contig_14346.region001
020-NO1-03.bin.2.275	contig_3507	1	120036	148172	FALSE	Uncharacterised				contig_3507	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	020-NO1-03.bin.2.275_contig_3507.region001
077-MX-09.bin.2.18	contig_37700	1	473510	492863	FALSE	Uncharacterised				077-MX-09.bin.2.18_contig_37700	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	077-MX-09.bin.2.18_contig_37700.region001
036-NL-06.bin.1.514	contig_5407	1	302637	330649	FALSE	Uncharacterised				036-NL-06.bin.1.514_contig_5407	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	TRUE	036-NL-06.bin.1.514_contig_5407.region001
035-MX-06.bin.1.543	contig_3442	1	439571	464454	FALSE	Uncharacterised				035-MX-06.bin.1.543_contig_3442	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	Zoogloea sp937871125	MiDAS Global	TRUE	TRUE	035-MX-06.bin.1.543_contig_3442.region001
035-MX-06.bin.1.543	contig_3442	2	562365	603049	FALSE	zooglan				035-MX-06.bin.1.543_contig_3442	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	Zoogloea sp937871125	MiDAS Global	TRUE	TRUE	035-MX-06.bin.1.543_contig_3442.region002
037-NO2-03.bin.3.488	contig_112004	1	0	73508	TRUE	Uncharacterised				contig_112004	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	037-NO2-03.bin.3.488_contig_112004.region001
040-UK-14.bin.3.440	contig_39926	1	125154	178481	FALSE	Uncharacterised				contig_39926	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	040-UK-14.bin.3.440_contig_39926.region001
076-IN-18.bin.1.134	contig_288784	1	152774	193218	TRUE	Uncharacterised				076-IN-18.bin.1.134_contig_288784	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	076-IN-18.bin.1.134_contig_288784.region001
021-CZ-11.bin.2.425	contig_16076	1	114324	129158	FALSE	PNAG-pga				contig_16076	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	FALSE	021-CZ-11.bin.2.425_contig_16076.region001
021-CZ-11.bin.2.425	contig_16076	2	197869	245143	TRUE	zooglan				contig_16076	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	FALSE	021-CZ-11.bin.2.425_contig_16076.region002
018-CH-08.bin.2.45	contig_85953	1	41186	74261	TRUE	Uncharacterised				contig_85953	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	018-CH-08.bin.2.45_contig_85953.region001
029-CA-06.bin.1.254	contig_4061	1	67150	138246	FALSE	Uncharacterised				029-CA-06.bin.1.254_contig_4061	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp020161455	MiDAS Global	TRUE	TRUE	029-CA-06.bin.1.254_contig_4061.region001
072-HK-05.bin.1.452	contig_7411	1	295225	392090	FALSE	zooglan				072-HK-05.bin.1.452_contig_7411	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	TRUE	072-HK-05.bin.1.452_contig_7411.region001
072-HK-05.bin.1.452	contig_7411	2	516935	566346	FALSE	Uncharacterised				072-HK-05.bin.1.452_contig_7411	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	TRUE	072-HK-05.bin.1.452_contig_7411.region002
072-HK-05.bin.1.452	contig_7411	3	769441	797280	FALSE	Uncharacterised				072-HK-05.bin.1.452_contig_7411	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	TRUE	072-HK-05.bin.1.452_contig_7411.region003
063-AU-32.bin.2.336	contig_1301	1	1970114	1987537	FALSE	Uncharacterised				contig_1301	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	063-AU-32.bin.2.336_contig_1301.region001
063-AU-32.bin.2.336	contig_1301	2	2007043	2050539	FALSE	Uncharacterised				contig_1301	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	063-AU-32.bin.2.336_contig_1301.region002
099-UY-16.bin.1.116	contig_17967	1	1157689	1197540	FALSE	Uncharacterised				099-UY-16.bin.1.116_contig_17967	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.1.116_contig_17967.region001
099-UY-16.bin.1.116	contig_212	1	137254	219412	FALSE	zooglan				099-UY-16.bin.1.116_contig_212	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.1.116_contig_212.region001
099-UY-16.bin.1.116	contig_258	1	389895	412318	FALSE	pel				099-UY-16.bin.1.116_contig_258	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.1.116_contig_258.region001
055-AR-06.bin.1.103	contig_31241	1	219147	233969	FALSE	PNAG-pga				055-AR-06.bin.1.103_contig_31241	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus sp013693915	MiDAS Global	TRUE	TRUE	055-AR-06.bin.1.103_contig_31241.region001
055-AR-06.bin.1.103	contig_63276	1	400723	436457	FALSE	zooglan				055-AR-06.bin.1.103_contig_63276	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus sp013693915	MiDAS Global	TRUE	TRUE	055-AR-06.bin.1.103_contig_63276.region001
027-AU-18.bin.1.18	contig_3747	1	384508	476883	FALSE	Uncharacterised				027-AU-18.bin.1.18_contig_3747	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	027-AU-18.bin.1.18_contig_3747.region001
090-US1-124.bin.1.255	contig_45513	1	417734	525802	FALSE	Uncharacterised				090-US1-124.bin.1.255_contig_45513	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp020848655	MiDAS Global	TRUE	TRUE	090-US1-124.bin.1.255_contig_45513.region001
029-CA-06.bin.1.146	contig_37651	1	642503	660912	FALSE	cellulose-type-1				029-CA-06.bin.1.146_contig_37651	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp020853995	MiDAS Global	TRUE	TRUE	029-CA-06.bin.1.146_contig_37651.region001
029-CA-06.bin.1.146	contig_37651	2	743434	774027	FALSE	Uncharacterised				029-CA-06.bin.1.146_contig_37651	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp020853995	MiDAS Global	TRUE	TRUE	029-CA-06.bin.1.146_contig_37651.region002
077-MX-09.bin.2.116	contig_180611	1	11	34103	TRUE	Uncharacterised				contig_180611	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	""	MiDAS Global	TRUE	FALSE	077-MX-09.bin.2.116_contig_180611.region001
077-MX-09.bin.2.116	contig_19989	1	141614	180264	TRUE	Uncharacterised				contig_19989	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	""	MiDAS Global	TRUE	FALSE	077-MX-09.bin.2.116_contig_19989.region001
020-NO1-03.bin.1.302	contig_4181	1	438309	515352	FALSE	Uncharacterised				020-NO1-03.bin.1.302_contig_4181	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	020-NO1-03.bin.1.302_contig_4181.region001
072-HK-05.bin.1.61	contig_144411	1	282809	312988	FALSE	Uncharacterised				072-HK-05.bin.1.61_contig_144411	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	072-HK-05.bin.1.61_contig_144411.region001
072-HK-05.bin.1.61	contig_144413	1	116777	158685	FALSE	Uncharacterised				072-HK-05.bin.1.61_contig_144413	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	072-HK-05.bin.1.61_contig_144413.region001
072-HK-05.bin.1.61	contig_40309	1	366640	396034	TRUE	Uncharacterised				072-HK-05.bin.1.61_contig_40309	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	072-HK-05.bin.1.61_contig_40309.region001
009-AU-01.bin.3.41	contig_6193	1	0	43319	TRUE	Uncharacterised				contig_6193	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	009-AU-01.bin.3.41_contig_6193.region001
036-NL-06.bin.2.89	contig_184117	1	109104	128880	FALSE	Uncharacterised				contig_184117	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp013823965	MiDAS Global	TRUE	FALSE	036-NL-06.bin.2.89_contig_184117.region001
058-AR-20.bin.1.31	contig_13579	1	682274	773146	FALSE	Uncharacterised				058-AR-20.bin.1.31_contig_13579	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	058-AR-20.bin.1.31_contig_13579.region001
034-IT-09.bin.2.47	contig_79575	1	30257	72823	FALSE	Uncharacterised				034-IT-09.bin.2.47_contig_79575	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	034-IT-09.bin.2.47_contig_79575.region001
020-NO1-03.bin.2.267	contig_41260	1	337060	355391	FALSE	Uncharacterised				contig_41260	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	020-NO1-03.bin.2.267_contig_41260.region001
020-NO1-03.bin.2.267	contig_41260	2	448776	469450	FALSE	Uncharacterised				contig_41260	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	020-NO1-03.bin.2.267_contig_41260.region002
020-NO1-03.bin.2.267	contig_8402	1	508858	521841	FALSE	pel-like				contig_8402	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	020-NO1-03.bin.2.267_contig_8402.region001
018-CH-08.bin.1.138	contig_53893	1	52686	112855	FALSE	Uncharacterised				018-CH-08.bin.1.138_contig_53893	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	018-CH-08.bin.1.138_contig_53893.region001
077-MX-09.bin.3.562	contig_192267	1	21989	31557	TRUE	pel-like				contig_192267	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	FALSE	077-MX-09.bin.3.562_contig_192267.region001
060-AU-05.bin.1.1058	contig_2217	1	224637	239459	FALSE	PNAG-pga				060-AU-05.bin.1.1058_contig_2217	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	060-AU-05.bin.1.1058_contig_2217.region001
060-AU-05.bin.1.1058	contig_9605	1	135022	167030	TRUE	zooglan				060-AU-05.bin.1.1058_contig_9605	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	060-AU-05.bin.1.1058_contig_9605.region001
045-US1-87.bin.3.615	contig_155062	1	18988	49432	TRUE	Uncharacterised				contig_155062	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	045-US1-87.bin.3.615_contig_155062.region001
045-US1-87.bin.3.615	contig_64725	1	6303	25302	TRUE	pel-like				contig_64725	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	045-US1-87.bin.3.615_contig_64725.region001
045-US1-87.bin.3.615	contig_64725	2	152291	177142	TRUE	Uncharacterised				contig_64725	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	045-US1-87.bin.3.615_contig_64725.region002
076-IN-18.bin.1.37	contig_88062	1	0	60486	TRUE	Uncharacterised				076-IN-18.bin.1.37_contig_88062	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	076-IN-18.bin.1.37_contig_88062.region001
052-CH-10.bin.2.228	contig_133482	1	24061	53934	TRUE	Uncharacterised				contig_133482	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	FALSE	052-CH-10.bin.2.228_contig_133482.region001
052-CH-10.bin.2.228	contig_82360	1	93394	135631	FALSE	Uncharacterised				contig_82360	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	FALSE	052-CH-10.bin.2.228_contig_82360.region001
031-CZ-17.bin.1.419	contig_26485	1	1025493	1047937	FALSE	pel				031-CZ-17.bin.1.419_contig_26485	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	031-CZ-17.bin.1.419_contig_26485.region001
031-CZ-17.bin.1.419	contig_29277	1	13522	61764	TRUE	Uncharacterised				031-CZ-17.bin.1.419_contig_29277	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	031-CZ-17.bin.1.419_contig_29277.region001
031-CZ-17.bin.1.419	contig_29277	2	99208	158882	FALSE	zooglan				031-CZ-17.bin.1.419_contig_29277	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	031-CZ-17.bin.1.419_contig_29277.region002
096-US2-26.bin.1.629	contig_4915	1	456645	491846	FALSE	Uncharacterised				096-US2-26.bin.1.629_contig_4915	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	""	MiDAS Global	TRUE	TRUE	096-US2-26.bin.1.629_contig_4915.region001
096-US2-26.bin.1.629	contig_7635	1	317776	335184	FALSE	Uncharacterised				096-US2-26.bin.1.629_contig_7635	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	""	MiDAS Global	TRUE	TRUE	096-US2-26.bin.1.629_contig_7635.region001
096-US2-26.bin.1.629	contig_7635	2	505351	527614	FALSE	Uncharacterised				096-US2-26.bin.1.629_contig_7635	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	""	MiDAS Global	TRUE	TRUE	096-US2-26.bin.1.629_contig_7635.region002
096-US2-26.bin.1.629	contig_89701	1	50200	78652	FALSE	Uncharacterised				096-US2-26.bin.1.629_contig_89701	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	""	MiDAS Global	TRUE	TRUE	096-US2-26.bin.1.629_contig_89701.region001
041-UK2-07.bin.2.239	contig_144767	1	66957	109955	TRUE	Uncharacterised				contig_144767	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	041-UK2-07.bin.2.239_contig_144767.region001
058-AR-20.bin.1.99	contig_17260	1	2999	46039	TRUE	Uncharacterised				058-AR-20.bin.1.99_contig_17260	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	058-AR-20.bin.1.99_contig_17260.region001
083-NL-13.bin.3.1078	contig_115322	1	48124	72096	TRUE	Uncharacterised				contig_115322	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	083-NL-13.bin.3.1078_contig_115322.region001
083-NL-13.bin.3.1078	contig_200422	1	8779	20756	FALSE	curdlan-like				contig_200422	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	083-NL-13.bin.3.1078_contig_200422.region001
099-UY-16.bin.2.45	contig_22702	1	95889	126931	FALSE	Uncharacterised				099-UY-16.bin.2.45_contig_22702	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.2.45_contig_22702.region001
099-UY-16.bin.2.45	contig_22702	2	252950	272812	FALSE	Uncharacterised				099-UY-16.bin.2.45_contig_22702	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.2.45_contig_22702.region002
099-UY-16.bin.2.45	contig_36428	1	147807	224298	FALSE	Uncharacterised				099-UY-16.bin.2.45_contig_36428	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.2.45_contig_36428.region001
058-AR-20.bin.1.424	contig_11097	1	294472	323245	FALSE	Uncharacterised				contig_11097	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	058-AR-20.bin.1.424_contig_11097.region001
054-AR-04.bin.1.62	contig_7041	1	914000	967140	FALSE	Uncharacterised				054-AR-04.bin.1.62_contig_7041	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	""	MiDAS Global	TRUE	TRUE	054-AR-04.bin.1.62_contig_7041.region001
054-AR-04.bin.1.488	contig_23409	1	118462	148912	FALSE	Uncharacterised				054-AR-04.bin.1.488_contig_23409	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	054-AR-04.bin.1.488_contig_23409.region001
