# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	cellulose-like	curdlan-like	fructansucrase	generic-cellulose	pel-like	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingans	sphingomonadales_eps	type-1-cellulose	hybrid	description
GCF_001742225.1_ASM174222v1_genomic.fna	7	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1	0	NZ_CP017075.1 Novosphingobium resinovorum strain SA1 chromosome, complete genome [5 total records]
GCF_019711435.1_ASM1971143v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAIGNK010000001.1 Qipengyuania polymorpha strain 1NDH17 NODE_1_length_1069078_cov_232.193567, whole genome shotgun sequence [8 total records]
GCF_030580935.1_ASM3058093v1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	NZ_JAUQOM010000001.1 Sphingobium cyanobacteriorum strain HBC34 contig1, whole genome shotgun sequence [72 total records]
GCF_002155685.1_ASM215568v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_MUYK01000001.1 Erythrobacter colymbi strain JCM 18338 JCM18338_1, whole genome shotgun sequence [51 total records]
GCF_014199335.1_ASM1419933v1_genomic.fna	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	NZ_JACIJI010000001.1 Stakelama sediminis strain DSM 27203 Ga0373343_01, whole genome shotgun sequence [24 total records]
GCF_027625475.1_ASM2762547v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP115174.1 Sphingomonas abietis strain PAMB 00755 chromosome, complete genome [1 total record]
GCF_013607875.1_ASM1360787v1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NZ_VDES01000001.1 Sphingomonas ursincola strain KR-99 scaffold_0_pilon, whole genome shotgun sequence [7 total records]
GCF_035607565.1_ASM3560756v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_JAYKGO010000001.1 Qipengyuania zhejiangensis strain Z2 contig1, whole genome shotgun sequence [10 total records]
GCF_004004515.1_ASM400451v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_RXOL01000001.1 Croceicoccus ponticola strain GM-16 1, whole genome shotgun sequence [16 total records]
GCF_029167225.1_ASM2916722v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	NZ_JARFNK010000001.1 Sphingobium arseniciresistens strain H39-3-25 spades_K_21_77_1, whole genome shotgun sequence [101 total records]
GCF_019711655.1_ASM1971165v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAIGNU010000001.1 Qipengyuania mesophila strain YG27 NODE_1_length_1905267_cov_201.167540, whole genome shotgun sequence [8 total records]
GCF_900115745.1_IMG-taxon_2617270762_annotated_assembly_genomic.fna	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NZ_FOXP01000025.1 Sphingomonas rubra strain CGMCC 1.9113, whole genome shotgun sequence [25 total records]
GCF_039537965.1_ASM3953796v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BAABBM010000001.1 Sphingomonas limnosediminicola strain JCM 17543 sequence1, whole genome shotgun sequence [1 total record]
GCF_001721295.1_ASM172129v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_MDDS01000003.1 Sphingomonas turrisvirgatae strain MCT13 MCT13_NODE_10_length_149363_cov_33.7359_ID_685, whole genome shotgun sequence [70 total records]
GCF_012035195.1_ASM1203519v1_genomic.fna	5	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	NZ_JAAVJH010000001.1 Sphingomonas corticis strain 36D10-4-7 Scaffold1, whole genome shotgun sequence [54 total records]
GCF_014211955.1_ASM1421195v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_CP060052.1 Croceicoccus marinus strain OT19 chromosome, complete genome [3 total records]
GCF_007097155.1_ASM709715v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NZ_VJWA01000001.1 Glacieibacterium frigidum strain LB1R16 NODE_1_length_1948859_cov_164.405992, whole genome shotgun sequence [3 total records]
GCF_000192575.1_NovNit_2.0_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	NZ_GL876925.1 Novosphingobium nitrogenifigens DSM 19370 scaffold00001, whole genome shotgun sequence [18 total records]
GCF_019737615.1_ASM1973761v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAHKKS010000001.1 Sphingobium xanthum strain NL9 Scaffold1, whole genome shotgun sequence [21 total records]
GCF_001021555.1_ASM102155v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_LDCP01000001.1 Aurantiacibacter marinus strain KCTC 23554 KCTC23554_C1, whole genome shotgun sequence [5 total records]
GCF_026157035.1_ASM2615703v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JANJZA010000001.1 Sphingomicrobium nitratireducens strain O-35 NODE_1_length_2101414_cov_284.135371, whole genome shotgun sequence [3 total records]
GCF_003385775.1_ASM338577v1_genomic.fna	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	NZ_QRDP01000004.1 Parasphingopyxis lamellibrachiae strain DSM 26725 Ga0244568_101, whole genome shotgun sequence [12 total records]
GCF_040560405.1_ASM4056040v1_genomic.fna	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	NZ_JAVSCQ010000001.1 Facivitalis istanbulensis strain JETA1-E2 sequence01, whole genome shotgun sequence [73 total records]
GCF_042432915.1_ASM4243291v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_JBHLWK010000001.1 Novosphingobium soli strain CCM 7706 soapdenovo_K_39_1, whole genome shotgun sequence [47 total records]
GCF_000767465.1_ASM76746v1_genomic.fna	5	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	NZ_CP009291.1 Novosphingobium pentaromativorans US6-1 chromosome, complete genome [6 total records]
GCF_009913435.1_ASM991343v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP047895.1 Sphingomonas changnyeongensis strain C33 chromosome, complete genome [2 total records]
GCF_019857185.1_ASM1985718v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAHWXP010000001.1 Alteriqipengyuania abyssalis strain NZ-12B 1, whole genome shotgun sequence [8 total records]
GCF_026157085.1_ASM2615708v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JANPVN010000001.1 Sphingomicrobium arenosum strain NBRC 113094 NODE_1_length_2539781_cov_260.733334, whole genome shotgun sequence [3 total records]
GCF_019898765.1_ASM1989876v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	NZ_JAIOKB010000010.1 Sphingomonas yunnanensis strain YIM 3 NODE_10_length_151349_cov_83.821898, whole genome shotgun sequence [18 total records]
GCF_026157105.1_ASM2615710v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NZ_JANPVQ010000001.1 Sphingomicrobium marinum strain JCM 18554 NODE_1_length_2236019_cov_365.769784, whole genome shotgun sequence [2 total records]
GCF_001519075.1_ASM151907v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_KQ954244.1 Novosphingobium fuchskuhlense strain FNE08-7 PRJNA299317_s001, whole genome shotgun sequence [6 total records]
GCF_015074805.1_ASM1507480v1_genomic.fna	9	0	0	0	1	0	0	1	1	1	0	3	0	0	1	1	0	NZ_CP060035.1 Sphingobium fuliginis strain KK22 chromosome 1, complete sequence [4 total records]
GCF_025370095.1_ASM2537009v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JANQBJ010000001.1 Sphingomonas alpina strain DSM 22537 contig1, whole genome shotgun sequence [17 total records]
GCF_040534015.1_ASM4053401v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	NZ_JBEWLY010000001.1 Novosphingobium kalidii strain RD2P27 32, whole genome shotgun sequence [27 total records]
GCF_014205635.1_ASM1420563v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	NZ_JACIIV010000001.1 Polymorphobacter multimanifer strain DSM 102189 Ga0373304_01, whole genome shotgun sequence [72 total records]
GCF_003605475.1_ASM360547v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_RAHX01000001.1 Aurantiacibacter aquimixticola strain JSSK-14 scaffold1, whole genome shotgun sequence [2 total records]
GCF_019711615.1_ASM1971161v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAIGNS010000001.1 Qipengyuania intermedia strain GH38 NODE_1_length_1256419_cov_224.283396, whole genome shotgun sequence [4 total records]
GCF_000226955.1_ASM22695v2_genomic.fna	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	NZ_AGFU01000127.1 Sphingomonas elodea ATCC 31461 contig000127, whole genome shotgun sequence [122 total records]
GCF_023516505.1_ASM2351650v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAMGBB010000001.1 Sphingomonas brevis strain RB56-2 1, whole genome shotgun sequence [1 total record]
GCF_019264355.1_ASM1926435v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAHVAH010000001.1 Sphingomicrobium clamense strain B8 contig1, whole genome shotgun sequence [1 total record]
GCF_000787715.1_ASM78771v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_BBPI01000121.1 Sphingomonas parapaucimobilis NBRC 15100, whole genome shotgun sequence [117 total records]
GCF_000935025.1_ASM93502v1_genomic.fna	6	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	NZ_CP010836.1 Sphingomonas hengshuiensis strain WHSC-8 isolate soil of Hengshui Lake chromosome, complete genome [2 total records]
GCF_007833215.1_ASM783321v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_CP042239.1 Sphingomonas suaedae strain XS-10 chromosome, complete genome [1 total record]
GCF_042648405.1_ASM4264840v1_genomic.fna	4	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JBHRXV010000001.1 Sphingoaurantiacus capsulatus strain KCTC 42644 soapdenovo_K_61_1, whole genome shotgun sequence [20 total records]
GCF_001598455.1_ASM159845v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_BCYZ01000001.1 Sphingomonas pruni NBRC 15498, whole genome shotgun sequence [163 total records]
GCF_013370205.1_ASM1337020v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	NZ_JABWGV010000010.1 Actirhodobacter atriluteus strain HHU K3-1 NODE_10_length_17805_cov_248.090035, whole genome shotgun sequence [16 total records]
GCF_019711395.1_ASM1971139v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_JAIGNL010000001.1 Qipengyuania xiapuensis strain 1NDW9 NODE_1_length_1826619_cov_226.369106, whole genome shotgun sequence [2 total records]
GCF_009828065.1_ASM982806v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_WTYK01000010.1 Croceibacterium soli strain MCCC 1K02066 NODE_10_length_79083, whole genome shotgun sequence [15 total records]
GCF_032229225.1_ASM3222922v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP135076.1 Stakelama saccharophila strain W311 chromosome [1 total record]
GCF_014652615.1_ASM1465261v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_BMZD01000001.1 Novosphingobium arvoryzae strain KCTC 32422 sequence01, whole genome shotgun sequence [22 total records]
GCF_019711565.1_ASM1971156v1_genomic.fna	5	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	NZ_JAIGNN010000001.1 Qipengyuania proteolytica strain 6B39 NODE_1_length_1826534_cov_227.504389, whole genome shotgun sequence [7 total records]
GCF_019711515.1_ASM1971151v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAIGNO010000010.1 Qipengyuania qiaonensis strain 6D47A NODE_10_length_99686_cov_184.015159, whole genome shotgun sequence [33 total records]
GCF_014237875.1_ASM1423787v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JACJVJ010000001.1 Parasphingopyxis marina strain GrpM-11 GrpM-11_1, whole genome shotgun sequence [5 total records]
GCF_019740335.1_ASM1974033v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAHXZS010000010.1 Aquisediminimonas sediminicola strain CH68-4 NODE_10_length_12621_cov_66.597167, whole genome shotgun sequence [13 total records]
GCF_002993885.1_ASM299388v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CM009578.1 Sphingopyxis lindanitolerans strain WS5A3p chromosome, whole genome shotgun sequence [3 total records]
GCF_025231525.1_ASM2523152v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP103057.1 Sphingomonas endolithica strain ZFBP2030 chromosome, complete genome [1 total record]
GCF_000427645.1_ASM42764v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_KE386571.1 Sphingomonas phyllosphaerae FA2 SphspDRAFT_scaffold1.1, whole genome shotgun sequence [2 total records]
GCF_008932225.1_ASM893222v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP032228.1 Qipengyuania flava strain 21-3 chromosome, complete genome [1 total record]
GCF_017052455.1_ASM1705245v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAFHKU010000086.1 Sphingomonas yabuuchiae strain DSM 14562 k141_103, whole genome shotgun sequence [70 total records]
GCF_019429485.1_ASM1942948v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	NZ_JAHXZN010000010.1 Sphingomonas citri strain RRHST34 NODE_10_length_113280_cov_52.082119, whole genome shotgun sequence [27 total records]
GCF_007991615.1_ASM799161v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BJYR01000001.1 Novosphingobium sediminis strain NBRC 106119 sequence01, whole genome shotgun sequence [59 total records]
GCF_028607105.1_ASM2860710v1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	NZ_CP117417.1 Novosphingobium humi strain KACC 19094 chromosome, complete genome [4 total records]
GCF_000802225.1_ASM80222v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JTDI01000001.1 Novosphingobium malaysiense strain MUSC 273 Contig1, whole genome shotgun sequence [20 total records]
GCF_003970925.1_ASM397092v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_RWJF01000001.1 Sphingomonas ginkgonis strain HMF7854 contig00001, whole genome shotgun sequence [2 total records]
GCF_015354055.1_ASM1535405v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JACHTM010000010.1 Thermaurantiacus tibetensis strain SYSU G02173 NODE_10_length_2372_cov_513.909_ID_966_1, whole genome shotgun sequence [11 total records]
GCF_036687315.1_ASM3668731v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_CP144683.1 Sphingopyxis kveilinensis strain TUF1 chromosome, complete genome [1 total record]
GCF_004564275.1_ASM456427v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_SPDV01000001.1 Sphingomonas parva strain 17J27-24 scf7180000000312, whole genome shotgun sequence [104 total records]
GCF_000379045.1_ASM37904v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_KB900605.1 Sphingomonas melonis DAPP-PG 224 Sphme3DRAFT_scaffold1.1, whole genome shotgun sequence [4 total records]
GCF_032378825.1_ASM3237882v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAVUPU010000001.1 Sphingosinicella sp. GR2756 Scaffold1, whole genome shotgun sequence [23 total records]
GCF_001634625.1_ASM163462v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_LRSE01000001.1 Croceicoccus bisphenolivorans strain H4 scaffold1, whole genome shotgun sequence [58 total records]
GCF_001077815.2_ASM107781v2_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_CP011310.1 Aurantiacibacter atlanticus strain s21-N3 chromosome, complete genome [2 total records]
GCF_019204005.1_ASM1920400v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JAGSPA010000001.1 Pacificimonas pallii strain WHA3 1, whole genome shotgun sequence [7 total records]
GCF_004792685.1_ASM479268v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_SRXT01000010.1 Sphingomonas gei strain ZFGT-11 NODE_10_length_112909_cov_59.023407, whole genome shotgun sequence [25 total records]
GCF_039537525.1_ASM3953752v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_BAABAR010000001.1 Sphingomonas endophytica strain JCM 17394 sequence01, whole genome shotgun sequence [18 total records]
GCF_007995095.1_ASM799509v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_VOPY01000001.1 Sphingorhabdus soli strain D-2Q-5-6 NODE_1_length_1338471_cov_371.267, whole genome shotgun sequence [4 total records]
GCF_009720245.1_ASM972024v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_WJSQ01000001.1 Sphingomonas segetis strain YJ09 1, whole genome shotgun sequence [297 total records]
GCF_030657335.1_ASM3065733v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP131039.1 Croceibacterium aestuarii strain D39 chromosome [1 total record]
GCF_019711375.1_ASM1971137v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_CP081295.1 Qipengyuania aurantiaca strain 1NDH13 chromosome [1 total record]
GCF_900168005.1_IMG-taxon_2706795030_annotated_assembly_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_FUYP01000117.1 Sphingopyxis flava strain R11H, whole genome shotgun sequence [119 total records]
GCF_042646485.1_ASM4264648v1_genomic.fna	5	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	NZ_JBHRTQ010000001.1 Novosphingobium bradum strain KCTC 42984 platanus_K_21_77_1, whole genome shotgun sequence [16 total records]
GCF_003340475.1_ASM334047v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_QBKA01000001.1 Alteripontixanthobacter maritimus strain HME9302 contig00001, whole genome shotgun sequence [2 total records]
GCF_014230305.1_ASM1423030v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JACLAU010000100.1 Novosphingobium aerophilum strain 4Y4 NODE_100_length_1488_cov_69.221896, whole genome shotgun sequence [119 total records]
GCF_005434915.1_ASM543491v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_SKCG01000001.1 Aurantiacibacter suaedae strain GH3-15 contig1, whole genome shotgun sequence [8 total records]
GCF_020866845.1_ASM2086684v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP086594.1 Sphingomonas radiodurans strain S9-5 chromosome, complete genome [1 total record]
GCF_007995055.1_ASM799505v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_VOQQ01000001.1 Sphingosinicella ginsenosidimutans strain BS-11 0BS11, whole genome shotgun sequence [2 total records]
GCF_013336795.1_ASM1333679v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAAFZT010000010.1 Alteripontixanthobacter muriae strain SALINAS58 NODE_10_length_7619_cov_22.846830, whole genome shotgun sequence [37 total records]
GCF_002355275.1_ASM235527v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_CP023449.1 Rhizorhabdus dicambivorans strain Ndbn-20 chromosome, complete genome [5 total records]
GCF_014199325.1_ASM1419932v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	NZ_JACIJJ010000001.1 Sphingomonas yantingensis strain DSM 27244 Ga0373344_01, whole genome shotgun sequence [11 total records]
GCF_014200045.1_ASM1420004v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	NZ_JACHOV010000001.1 Rhizorhapis suberifaciens strain DSM 7465 Ga0373210_01, whole genome shotgun sequence [34 total records]
GCF_003391115.1_ASM339111v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_QTJP01000001.1 Sphingomonas crusticola strain MIMD3 contig1, whole genome shotgun sequence [2 total records]
GCF_003605755.1_ASM360575v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_RAHJ01000003.1 Tsuneonella suprasediminis strain Ery12 298, whole genome shotgun sequence [21 total records]
GCF_900115585.1_IMG-taxon_2619618819_annotated_assembly_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_FOWZ01000011.1 Qipengyuania nanhaisediminis strain CGMCC 1.7715, whole genome shotgun sequence [12 total records]
GCF_014196055.1_ASM1419605v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	NZ_JACICY010000001.1 Novosphingobium hassiacum strain DSM 14552 Ga0373213_01, whole genome shotgun sequence [56 total records]
GCF_003958635.1_ASM395863v1_genomic.fna	4	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	NZ_RSEK01000010.1 Altericroceibacterium xinjiangense strain CCTCC AB 207166 NODE_10_length_89715_cov_932.012182, whole genome shotgun sequence [59 total records]
GCF_019711635.1_ASM1971163v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAIGNT010000010.1 Qipengyuania huizhouensis strain YG19 NODE_10_length_96399_cov_277.580320, whole genome shotgun sequence [27 total records]
GCF_014641735.1_ASM1464173v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_BMIH01000001.1 Sphingomonas metalli strain CGMCC 1.15330 sequence01, whole genome shotgun sequence [16 total records]
GCF_020687785.1_ASM2068778v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_JAJEWI010000005.1 Sphingopyxis yananensis strain FBM22 MFBS23_ctg0001, whole genome shotgun sequence [12 total records]
GCF_009827995.1_ASM982799v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	NZ_WTYE01000001.1 Parerythrobacter jejuensis strain JCM 16677 JCM16677_1, whole genome shotgun sequence [1 total record]
GCF_026420865.1_ASM2642086v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	NZ_JAPCWC010000001.1 Novosphingobium clariflavum strain 164 1, whole genome shotgun sequence [94 total records]
GCF_019711415.1_ASM1971141v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_JAIGNJ010000001.1 Qipengyuania vesicularis strain 1NDH10 NODE_1_length_1113808_cov_214.728530, whole genome shotgun sequence [4 total records]
GCF_900113315.1_IMG-taxon_2654588199_annotated_assembly_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_FOZG01000006.1 Sphingomonas jatrophae strain S5-249, whole genome shotgun sequence [6 total records]
GCF_014117445.1_ASM1411744v1_genomic.fna	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP059851.1 Sandaracinobacteroides saxicola strain M6 chromosome, complete genome [1 total record]
GCF_034374265.1_ASM3437426v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP139718.1 Blastomonas marina strain OXR-134 chromosome, complete genome [1 total record]
GCF_015694345.1_ASM1569434v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JADQDC010000010.1 Novosphingobium jiangmenense strain 1Y9A NODE_10_length_162837_cov_51.634110, whole genome shotgun sequence [31 total records]
GCF_039710615.1_ASM3971061v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBDLBR010000001.1 Aurantiacibacter flavus strain DGU5 contig1, whole genome shotgun sequence [22 total records]
GCF_000445125.1_ASM44512v1_genomic.fna	7	0	0	0	0	0	0	0	1	1	0	2	1	0	1	1	0	NZ_ATHL01000001.1 Novosphingobium lindaniclasticum LE124 contig001, whole genome shotgun sequence [140 total records]
GCF_005884405.1_ASM588440v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_VCAO01000001.1 Qipengyuania marisflavi strain KEM-5 contig1, whole genome shotgun sequence [17 total records]
GCF_000974765.1_ASM97476v1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NZ_BBWU01000053.1 Sphingomonas changbaiensis NBRC 104936, whole genome shotgun sequence [53 total records]
GCF_034375205.1_ASM3437520v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP139719.1 Pelagerythrobacter marinus strain OXR-96 chromosome, complete genome [1 total record]
GCF_026013565.1_ASM2601356v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_JAPDOB010000001.1 Sphingomonas arvum strain BN140010 contig1, whole genome shotgun sequence [4 total records]
GCF_014645195.1_ASM1464519v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BMLK01000001.1 Novosphingobium indicum strain CGMCC 1.6784 sequence001, whole genome shotgun sequence [93 total records]
GCF_009828105.1_ASM982810v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_WTYQ01000010.1 Altericroceibacterium indicum strain DSM 18604 NODE_10_length_5800, whole genome shotgun sequence [20 total records]
GCF_023516575.1_ASM2351657v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAMGBE010000001.1 Sphingomonas hankyongi strain SE220 1, whole genome shotgun sequence [4 total records]
GCF_023516555.1_ASM2351655v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAMGBD010000001.1 Sphingomonas alba strain SE158 1, whole genome shotgun sequence [2 total records]
