MAG	MiDAS4_tax	MiDAS_core_species	Exopolysaccharide	Query	Function	Target_CDS	Percent_id
EsbE_18-Q3-R3-47_MAXAC.131	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelC	Export	EsbE_18-Q3-R3-47_MAXAC.131_01207	42.604
EsbE_18-Q3-R3-47_MAXAC.131	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelD	Regulatory	EsbE_18-Q3-R3-47_MAXAC.131_01206	30.876
EsbE_18-Q3-R3-47_MAXAC.131	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelE	Polymerization	EsbE_18-Q3-R3-47_MAXAC.131_01205	30.06
EsbE_18-Q3-R3-47_MAXAC.131	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelF	Synthase	EsbE_18-Q3-R3-47_MAXAC.131_01204	53.162
EsbE_18-Q3-R3-47_MAXAC.131	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelG	Export	EsbE_18-Q3-R3-47_MAXAC.131_01203	54.945
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	alg44	Regulatory	EsbE_18-Q3-R3-47_MAXAC.188_00067	24.259
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	alg8	Synthase	EsbE_18-Q3-R3-47_MAXAC.188_00068	45.868
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algA	Precursor synthesis	EsbE_18-Q3-R3-47_MAXAC.188_00066	35.813
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algD	Precursor synthesis	EsbE_18-Q3-R3-47_MAXAC.188_00069	49.658
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algE	Export	EsbE_18-Q3-R3-47_MAXAC.188_00064	26.969
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algF	Modification	EsbE_18-Q3-R3-47_MAXAC.188_00072	32.768
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algI	Modification	EsbE_18-Q3-R3-47_MAXAC.188_00073	59.08
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algJ	Modification	EsbE_18-Q3-R3-47_MAXAC.188_00070	32.578
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algJ	Modification	EsbE_18-Q3-R3-47_MAXAC.188_00075	21.93
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algK	Export	EsbE_18-Q3-R3-47_MAXAC.188_00065	25.309
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algL	Lyase	EsbE_18-Q3-R3-47_MAXAC.188_00063	32.448
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algX	Modification	EsbE_18-Q3-R3-47_MAXAC.188_00071	29.501
EsbE_18-Q3-R3-47_MAXAC.188	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algX	Modification	EsbE_18-Q3-R3-47_MAXAC.188_00074	26.087
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 2	bcsABII-A	Synthase	EsbW_18-Q3-R4-48_BAT3C.485_03734	32.172
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 2	bcsABII-A	Synthase	EsbW_18-Q3-R4-48_BAT3C.485_03736	43.951
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 2	bcsCII	Export	EsbW_18-Q3-R4-48_BAT3C.485_03730	32.164
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 2	bcsCII	Export	EsbW_18-Q3-R4-48_BAT3C.485_03731	23.088
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 1	bcsAI	Synthase	EsbW_18-Q3-R4-48_BAT3C.485_03736	39.486
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 1	bcsAI	Synthase	EsbW_18-Q3-R4-48_BAT3C.485_03737	50.781
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 1	bcsBI	Synthase	EsbW_18-Q3-R4-48_BAT3C.485_03733	31.048
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 1	bcsBI	Synthase	EsbW_18-Q3-R4-48_BAT3C.485_03734	30.295
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 1	bcsCI	Export	EsbW_18-Q3-R4-48_BAT3C.485_03730	27.586
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 1	bcsCI	Export	EsbW_18-Q3-R4-48_BAT3C.485_03731	24.879
EsbW_18-Q3-R4-48_BAT3C.485	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_901;	Loose core	Cellulose 1	bcsDI	Export	EsbW_18-Q3-R4-48_BAT3C.485_03740	28.736
EsbW_18-Q3-R4-48_BATAC.445	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	EsbW_18-Q3-R4-48_BATAC.445_01209	24.747
EsbW_18-Q3-R4-48_BATAC.445	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	EsbW_18-Q3-R4-48_BATAC.445_01215	20.939
EsbW_18-Q3-R4-48_BATAC.453	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:midas_s_1484;	Loose core	Cellulose 2	bcsABII-A	Synthase	EsbW_18-Q3-R4-48_BATAC.453_01808	29.973
EsbW_18-Q3-R4-48_BATAC.453	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:midas_s_1484;	Loose core	Cellulose 2	bcsABII-A	Synthase	EsbW_18-Q3-R4-48_BATAC.453_01813	43.787
EsbW_18-Q3-R4-48_BATAC.453	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:midas_s_1484;	Loose core	Cellulose 2	bcsCII	Export	EsbW_18-Q3-R4-48_BATAC.453_01810	21.151
EsbW_18-Q3-R4-48_BATAC.453	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:midas_s_1484;	Loose core	Cellulose 1	bcsAI	Synthase	EsbW_18-Q3-R4-48_BATAC.453_01813	41.643
EsbW_18-Q3-R4-48_BATAC.453	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:midas_s_1484;	Loose core	Cellulose 1	bcsBI	Synthase	EsbW_18-Q3-R4-48_BATAC.453_01808	31.25
EsbW_18-Q3-R4-48_BATAC.453	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:midas_s_1484;	Loose core	Cellulose 1	bcsCI	Export	EsbW_18-Q3-R4-48_BATAC.453_01810	22.018
EsbW_18-Q3-R4-48_BATAC.453	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:midas_s_1484;	Loose core	Cellulose 1	cmc	Hydrolase	EsbW_18-Q3-R4-48_BATAC.453_01809	24.606
EsbW_18-Q3-R4-48_BATAC.523	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Chitinophagales;f:Saprospiraceae;g:midas_g_1838;s:midas_s_5796;	No	Cellulose 1	bcsAI	Synthase	EsbW_18-Q3-R4-48_BATAC.523_00832	24.722
EsbW_18-Q3-R4-48_BATAC.523	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Chitinophagales;f:Saprospiraceae;g:midas_g_1838;s:midas_s_5796;	No	Cellulose 1	bgl	Hydrolase	EsbW_18-Q3-R4-48_BATAC.523_00828	22.024
EsbW_18-Q3-R4-48_MAXAC.017	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;	No	PNAG_eps	epsH	Glycosyl transferase	EsbW_18-Q3-R4-48_MAXAC.017_00064	23.902
EsbW_18-Q3-R4-48_MAXAC.017	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;	No	PNAG_eps	epsJ	Glycosyl transferase	EsbW_18-Q3-R4-48_MAXAC.017_00060	21.491
EsbW_18-Q3-R4-48_MAXAC.017	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;	No	PNAG_eps	epsJ	Glycosyl transferase	EsbW_18-Q3-R4-48_MAXAC.017_00062	22.124
EsbW_18-Q3-R4-48_MAXAC.017	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;	No	PNAG_eps	epsK	Export	EsbW_18-Q3-R4-48_MAXAC.017_00066	22
EsbW_18-Q3-R4-48_MAXAC.044	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_315;	CRAT	PNAG_pga	pgaA	Export	EsbW_18-Q3-R4-48_MAXAC.044_04464	26.475
EsbW_18-Q3-R4-48_MAXAC.044	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_315;	CRAT	PNAG_pga	pgaB	Modification	EsbW_18-Q3-R4-48_MAXAC.044_04463	34.301
EsbW_18-Q3-R4-48_MAXAC.044	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_315;	CRAT	PNAG_pga	pgaC	Synthase	EsbW_18-Q3-R4-48_MAXAC.044_04462	50.122
EsbW_18-Q3-R4-48_MAXAC.050	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsABII-A	Synthase	EsbW_18-Q3-R4-48_MAXAC.050_03083	46.392
EsbW_18-Q3-R4-48_MAXAC.050	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsABII-A	Synthase	EsbW_18-Q3-R4-48_MAXAC.050_03085	31.215
EsbW_18-Q3-R4-48_MAXAC.050	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsCII	Export	EsbW_18-Q3-R4-48_MAXAC.050_03078	22.315
EsbW_18-Q3-R4-48_MAXAC.050	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsAI	Synthase	EsbW_18-Q3-R4-48_MAXAC.050_03083	43.564
EsbW_18-Q3-R4-48_MAXAC.050	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsBI	Synthase	EsbW_18-Q3-R4-48_MAXAC.050_03085	31.909
EsbW_18-Q3-R4-48_MAXAC.050	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsCI	Export	EsbW_18-Q3-R4-48_MAXAC.050_03078	20.705
EsbW_18-Q3-R4-48_MAXAC.050	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	cmc	Hydrolase	EsbW_18-Q3-R4-48_MAXAC.050_03079	26.837
Fred_18-Q3-R57-64_BAT3C.662	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Bryobacterales;f:Bryobacteraceae;g:Bryobacter;s:midas_s_3298;	No	Cellulose 2	bcsABII-A	Synthase	Fred_18-Q3-R57-64_BAT3C.662_01773	32.774
Fred_18-Q3-R57-64_BAT3C.662	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Bryobacterales;f:Bryobacteraceae;g:Bryobacter;s:midas_s_3298;	No	Cellulose 2	bcsCII	Export	Fred_18-Q3-R57-64_BAT3C.662_01775	26.064
Fred_18-Q3-R57-64_BATAC.644	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaA	Export	Fred_18-Q3-R57-64_BATAC.644_00014	25.758
Fred_18-Q3-R57-64_BATAC.644	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaA	Export	Fred_18-Q3-R57-64_BATAC.644_00015	20.833
Fred_18-Q3-R57-64_BATAC.644	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaB	Modification	Fred_18-Q3-R57-64_BATAC.644_00013	40.126
Fred_18-Q3-R57-64_BATAC.644	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaC	Synthase	Fred_18-Q3-R57-64_BATAC.644_00012	49.757
Fred_18-Q3-R57-64_MAXAC.027	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:Ca_Accumulibacter_phosphatis;	Loose core	PNAG_pga	pgaA	Export	Fred_18-Q3-R57-64_MAXAC.027_03687	26.263
Fred_18-Q3-R57-64_MAXAC.027	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:Ca_Accumulibacter_phosphatis;	Loose core	PNAG_pga	pgaB	Modification	Fred_18-Q3-R57-64_MAXAC.027_03688	35.34
Fred_18-Q3-R57-64_MAXAC.027	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:Ca_Accumulibacter_phosphatis;	Loose core	PNAG_pga	pgaC	Synthase	Fred_18-Q3-R57-64_MAXAC.027_03689	50.122
Fred_18-Q3-R57-64_MAXAC.222	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	Fred_18-Q3-R57-64_MAXAC.222_02108	24.747
Fred_18-Q3-R57-64_MAXAC.222	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	Fred_18-Q3-R57-64_MAXAC.222_02102	20.939
Fred_18-Q3-R57-64_MAXAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Ectothiorhodospirales;f:Thioalkalispiraceae;g:midas_g_2822;s:midas_s_2822;	No	PNAG_pga	pgaA	Export	Fred_18-Q3-R57-64_MAXAC.292_01551	25.244
Fred_18-Q3-R57-64_MAXAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Ectothiorhodospirales;f:Thioalkalispiraceae;g:midas_g_2822;s:midas_s_2822;	No	PNAG_pga	pgaB	Modification	Fred_18-Q3-R57-64_MAXAC.292_01550	42.675
Fred_18-Q3-R57-64_MAXAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Ectothiorhodospirales;f:Thioalkalispiraceae;g:midas_g_2822;s:midas_s_2822;	No	PNAG_pga	pgaC	Synthase	Fred_18-Q3-R57-64_MAXAC.292_01549	52.184
Hade_18-Q3-R52-61_BATAC.14	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;	No	PNAG_pga	pgaA	Export	Hade_18-Q3-R52-61_BATAC.14_02499	28.571
Hade_18-Q3-R52-61_BATAC.14	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;	No	PNAG_pga	pgaB	Modification	Hade_18-Q3-R52-61_BATAC.14_02496	35.185
Hade_18-Q3-R52-61_BATAC.14	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;	No	PNAG_pga	pgaB	Modification	Hade_18-Q3-R52-61_BATAC.14_02497	43.5
Hade_18-Q3-R52-61_BATAC.14	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;	No	PNAG_pga	pgaB	Modification	Hade_18-Q3-R52-61_BATAC.14_02498	41.04
Hade_18-Q3-R52-61_BATAC.14	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;	No	PNAG_pga	pgaC	Synthase	Hade_18-Q3-R52-61_BATAC.14_02495	52.991
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelA	Hydrolase	Hade_18-Q3-R52-61_BATAC.311_02274	37.678
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelB	Export	Hade_18-Q3-R52-61_BATAC.311_02275	22.603
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelB	Export	Hade_18-Q3-R52-61_BATAC.311_02276	21.247
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelC	Export	Hade_18-Q3-R52-61_BATAC.311_02277	39.306
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelD	Regulatory	Hade_18-Q3-R52-61_BATAC.311_02278	29.519
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelE	Polymerization	Hade_18-Q3-R52-61_BATAC.311_02279	31.212
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelF	Synthase	Hade_18-Q3-R52-61_BATAC.311_02280	51.703
Hade_18-Q3-R52-61_BATAC.311	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;	No	Pel	pelG	Export	Hade_18-Q3-R52-61_BATAC.311_02281	52.527
Hade_18-Q3-R52-61_BATAC.364	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsABII-A	Synthase	Hade_18-Q3-R52-61_BATAC.364_03000	46.834
Hade_18-Q3-R52-61_BATAC.364	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsABII-A	Synthase	Hade_18-Q3-R52-61_BATAC.364_03002	31.198
Hade_18-Q3-R52-61_BATAC.364	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsCII	Export	Hade_18-Q3-R52-61_BATAC.364_02996	22.679
Hade_18-Q3-R52-61_BATAC.364	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsAI	Synthase	Hade_18-Q3-R52-61_BATAC.364_03000	41.97
Hade_18-Q3-R52-61_BATAC.364	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsBI	Synthase	Hade_18-Q3-R52-61_BATAC.364_03002	31.405
Hade_18-Q3-R52-61_BATAC.364	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsCI	Export	Hade_18-Q3-R52-61_BATAC.364_02996	21.049
Hade_18-Q3-R52-61_BATAC.364	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	cmc	Hydrolase	Hade_18-Q3-R52-61_BATAC.364_02997	26.837
Hade_18-Q3-R52-61_BATAC.713	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Sphingobacteriales;f:env.OPS_17;g:midas_g_3838;	No	Hyaluronic acid (has)	hasA	Synthase	Hade_18-Q3-R52-61_BATAC.713_01644	21.56
Hade_18-Q3-R52-61_BATAC.713	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Sphingobacteriales;f:env.OPS_17;g:midas_g_3838;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Hade_18-Q3-R52-61_BATAC.713_01649	24.709
Hade_18-Q3-R52-61_BATAC.713	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Sphingobacteriales;f:env.OPS_17;g:midas_g_3838;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Hade_18-Q3-R52-61_BATAC.713_01642	20.741
Hade_18-Q3-R52-61_BATAC.726	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:Ca_Accumulibacter_phosphatis;	Loose core	PNAG_pga	pgaA	Export	Hade_18-Q3-R52-61_BATAC.726_02529	26.263
Hade_18-Q3-R52-61_BATAC.726	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:Ca_Accumulibacter_phosphatis;	Loose core	PNAG_pga	pgaB	Modification	Hade_18-Q3-R52-61_BATAC.726_02528	35.34
Hade_18-Q3-R52-61_BATAC.726	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:Ca_Accumulibacter_phosphatis;	Loose core	PNAG_pga	pgaC	Synthase	Hade_18-Q3-R52-61_BATAC.726_02527	50.122
Hade_18-Q3-R52-61_MAXAC.028	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsH	Glycosyl transferase	Hade_18-Q3-R52-61_MAXAC.028_01557	26.506
