# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	alginate	cellulose-like	curdlan-like	fructansucrase	generic-cellulose	pel-like	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingans	sphingomonadales_eps	type-1-cellulose	hybrid	description
GCA_947503625.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	CANNEK010000001.1 uncultured Kordiimonas sp. isolate 199-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [9 total records]
GCF_020177055.1_genomic.fna	5	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	NZ_JAIQXT010000001.1 Sphingomonas sp. R647 scaffold1, whole genome shotgun sequence [12 total records]
GCF_001956315.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_MOLY01000001.1 Sphingomonas montana strain W16RD contig_1, whole genome shotgun sequence [35 total records]
GCF_037154135.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBANFL010000001.1 Sphingobium aquiterrae strain DSM 106441 NODE_1_length_476206_cov_151.728175, whole genome shotgun sequence [55 total records]
GCF_014643455.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BMJM01000001.1 Polymorphobacter glacialis strain CGMCC 1.15519 sequence01, whole genome shotgun sequence [34 total records]
GCF_002127225.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_NFUR01000001.1 Sphingomonas sp. IBVSS2 contig000001, whole genome shotgun sequence [9 total records]
GCF_004341845.1_genomic.fna	7	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1	0	NZ_SLVB01000001.1 Novosphingobium sp. PhB165 Ga0304885_101, whole genome shotgun sequence [28 total records]
GCF_039523595.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BAAAFP010000001.1 Alteraurantiacibacter aestuarii strain JCM 16339 sequence1, whole genome shotgun sequence [3 total records]
GCA_035654015.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	DASRXX010000001.1 MAG TPA_asm: Sphingobium sp. isolate SMAG_U12962 k141_39228, whole genome shotgun sequence [13 total records]
GCF_900168005.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_FUYP01000117.1 Sphingopyxis flava strain R11H, whole genome shotgun sequence [119 total records]
GCF_003797775.2_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP060725.1 Sphingopyxis sp. OPL5 chromosome, complete genome [1 total record]
GCA_947488845.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CANLBM010000001.1 uncultured Sphingomonadaceae bacterium isolate 3-7-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [44 total records]
GCF_039522915.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_BAAAEH010000001.1 Sphingomonas oligophenolica strain JCM 12082 sequence01, whole genome shotgun sequence [70 total records]
GCF_014358075.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JACONT010000001.1 Sphingomonas albertensis strain DOAB 1063 DOAB1063_contig_1, whole genome shotgun sequence [80 total records]
GCF_011761305.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NZ_JAAOZC010000001.1 Sphingomonas vulcanisoli strain CECT 8804 Ga0372438_01, whole genome shotgun sequence [17 total records]
GCF_014199685.1_genomic.fna	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JACHNZ010000001.1 Sphingosinicella soli strain DSM 17328 Ga0373316_01, whole genome shotgun sequence [95 total records]
GCF_029688625.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JARULC010000001.1 Qipengyuania sp. XHP0207 NODE_1_length_1040360_cov_213.296958, whole genome shotgun sequence [4 total records]
GCF_000802385.1_genomic.fna	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	NZ_JTDN01000001.1 Croceibacterium mercuriale strain Coronado scaffold_0, whole genome shotgun sequence [7 total records]
GCA_947501885.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CANMXN010000001.1 uncultured Sphingorhabdus sp. isolate 2-338.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [11 total records]
GCF_003050615.1_genomic.fna	6	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	NZ_NWBU01000013.1 Sphingomonas oleivorans strain FW-11 C101, whole genome shotgun sequence [19 total records]
GCF_001476905.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_LDTE01000001.1 Sphingomonas sanguinis strain SB4 contig_1, whole genome shotgun sequence [174 total records]
GCF_011320075.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JAANPA010000001.1 Sphingosinicella sp. YJ22 1, whole genome shotgun sequence [81 total records]
GCF_004208535.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_SGIS01000001.1 Sphingomonas populi strain 3-7 Scaffold1, whole genome shotgun sequence [156 total records]
GCF_000756375.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JNFD01000001.1 Sphingopyxis sp. LC81 contig1, whole genome shotgun sequence [44 total records]
GCF_900167915.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_FUYM01000059.1 Rhizorhabdus histidinilytica strain UM2, whole genome shotgun sequence [59 total records]
GCF_032391395.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	NZ_CP135916.1 Sphingomonas sp. Y38-1Y chromosome, complete genome [1 total record]
GCF_015865035.1_genomic.fna	6	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	NZ_JADZGI010000010.1 Novosphingobium aureum strain YJ-S2-02 NODE_10_length_35585_cov_88.136359, whole genome shotgun sequence [18 total records]
GCF_014334095.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP060495.1 Novosphingopyxis iocasae strain PB63 chromosome, complete genome [1 total record]
GCF_001563265.1_genomic.fna	7	0	0	0	0	0	0	0	0	1	1	0	4	0	0	1	0	0	NZ_CP005083.1 Sphingobium sp. TKS chromosome 1, complete sequence [11 total records]
GCA_039973155.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	JBDWLM010000001.1 MAG: Erythrobacter sp. isolate CI.26.M.D5_445_108 CI_26_M_D5_445_108_000000000001, whole genome shotgun sequence [15 total records]
GCF_025574465.1_genomic.fna	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NZ_JAOBPP010000012.1 Kordiimonas aestuarii strain JCM 17742 SW46_10_102061, whole genome shotgun sequence [21 total records]
GCF_014194975.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	NZ_JACIAY010000001.1 Sphingomonas sp. BK580 Ga0365309_01, whole genome shotgun sequence [33 total records]
GCF_001421355.1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	NZ_LMKC01000001.1 Sphingomonas sp. Leaf9 contig_1, whole genome shotgun sequence [7 total records]
GCF_018982885.2_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_CP081848.1 Polymorphobacter megasporae strain PAMC 29362 chromosome, complete genome [3 total records]
GCA_005518185.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	RKSN01000001.1 Chakrabartia godavariana strain PRB40 NODE_1_length_1187972_cov_387.994584, whole genome shotgun sequence [5 total records]
GCF_014841615.1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	NZ_JACYUG010000001.1 Sphingomonas sp. CFBP 8760 strain CFBP8760 CFBP876001, whole genome shotgun sequence [56 total records]
GCA_022953095.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	JALJCR010000001.1 Qipengyuania sp. ABI-127-1 NODE_1, whole genome shotgun sequence [6 total records]
GCF_040676365.1_genomic.fna	9	0	0	0	0	1	0	0	1	1	1	0	3	0	0	1	1	0	NZ_JBEGHS010000001.1 Sphingobium sp. LMA1-1-1.1 MRBLMA1_scf1, whole genome shotgun sequence [33 total records]
GCA_947495695.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	CANLZP010000001.1 uncultured Erythrobacter sp. isolate 4-1445.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [3 total records]
GCF_036663755.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAXOJL010000001.1 Sphingomonas sp. GB1N7 Y668_1, whole genome shotgun sequence [25 total records]
GCF_030866745.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_CP133016.1 Sphingomonas flavescens strain PT-12 chromosome, complete genome [1 total record]
GCF_034380315.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAXMPB010000001.1 MAG: Sphingopyxis sp. isolate bin40 NODE_10_length_612896_cov_43.017578, whole genome shotgun sequence [21 total records]
GCF_013370205.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	NZ_JABWGV010000010.1 Actirhodobacter atriluteus strain HHU K3-1 NODE_10_length_17805_cov_248.090035, whole genome shotgun sequence [16 total records]
GCA_030424845.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	JAUHWC010000006.1 MAG: Alphaproteobacteria bacterium isolate 1_bin.9 NODE_107_length_143311_cov_3.091128, whole genome shotgun sequence [9 total records]
GCF_900258045.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_OGVD01000004.1 Sphingorhabdus sp. EL138 isolate Sphingorhabdus sp. EL138, whole genome shotgun sequence [4 total records]
GCF_001425385.1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	NZ_LMQO01000001.1 Sphingomonas sp. Leaf407 contig_1, whole genome shotgun sequence [9 total records]
GCA_022652485.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	JALCRK010000001.1 MAG: Sphingobium sp. isolate UW_MP_SPHING1_2 Ga0455772_0000024, whole genome shotgun sequence [62 total records]
GCF_005503695.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_SCMU01000010.1 Sphingopyxis sp. 2PD NODE_10_length_106065_cov_18.788801, whole genome shotgun sequence [53 total records]
GCA_035196065.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	CP136575.1 MAG: Sphingobium sp. isolate GU0601_MAG6 chromosome, complete genome [1 total record]
GCF_032378825.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAVUPU010000001.1 Sphingosinicella sp. GR2756 Scaffold1, whole genome shotgun sequence [23 total records]
GCF_019880555.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	NZ_JAINVU010000010.1 Hephaestia mangrovi strain CMS5P-6 Scaffold10_1, whole genome shotgun sequence [22 total records]
GCF_004340965.1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	NZ_SLYA01000001.1 Sphingomonas sp. PP-CE-1A-559 Ga0191671_101, whole genome shotgun sequence [36 total records]
GCF_900176395.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_FWXL01000066.1 Novosphingobium sp. B1, whole genome shotgun sequence [68 total records]
GCF_000382885.1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	NZ_CAVK010000262.1 Sphingobium indicum BiD32, whole genome shotgun sequence [262 total records]
GCF_001719165.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP017057.1 Erythrobacter litoralis strain DSM 8509 chromosome, complete genome [1 total record]
GCA_026004935.1_genomic.fna	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	BPKC01000001.1 MAG: Rhodothalassiaceae bacterium KatS3mg119 DNA, scaffold_5418, whole genome shotgun sequence [2 total records]
GCF_003050705.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_QAOG01000001.1 Sphingomonas aurantiaca strain MA101b Ga0191660_101, whole genome shotgun sequence [13 total records]
GCF_008692605.1_genomic.fna	8	0	0	0	1	0	0	0	1	1	0	0	4	0	0	1	0	0	NZ_LFCT01000001.1 Sphingobium estronivorans strain AXB contig1, whole genome shotgun sequence [63 total records]
GCF_002198665.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_MWLM01000001.1 Novosphingobium sp. B 225 MNBBLIKP_1, whole genome shotgun sequence [73 total records]
GCF_003584015.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_QXFM01000003.1 Aurantiacibacter xanthus strain CCTCC AB 2015396 10, whole genome shotgun sequence [137 total records]
GCF_020171965.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAIUZK010000001.1 Qipengyuania aquimaris strain DP4N0-3 DP4N0-3_ctg001, whole genome shotgun sequence [3 total records]
GCA_001295935.1_genomic.fna	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	LJHX01000001.1 Alpha proteobacterium AAP81b AAP81b_Contigs_1, whole genome shotgun sequence [206 total records]
GCF_002556635.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_MWMO01000001.1 Novosphingobium sp. PC22D contig1, whole genome shotgun sequence [52 total records]
GCF_016107325.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_RCVT01000001.1 Sphingomonas sp. MA1305 1, whole genome shotgun sequence [11 total records]
GCF_000767465.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	NZ_CP009291.1 Novosphingobium pentaromativorans US6-1 chromosome, complete genome [6 total records]
GCF_001557325.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_LSJS01000001.1 Erythrobacter donghaensis strain CCH17-B8 CCH17-B8_contig1, whole genome shotgun sequence [245 total records]
GCF_003034225.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_PHHF01000055.1 Sphingomonas fennica strain K101 C385, whole genome shotgun sequence [89 total records]
GCF_003815535.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	NZ_RPFZ01000001.1 Aurantiacibacter spongiae strain HN-E23 contig1, whole genome shotgun sequence [2 total records]
GCF_026719705.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_JAPPRR010000001.1 Pseudokordiimonas caeni strain LB-31 LB-31_scaffold1, whole genome shotgun sequence [6 total records]
GCF_000152865.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CH672390.1 Erythrobacter sp. NAP1 scf_1099465005036, whole genome shotgun sequence [2 total records]
GCF_024211275.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAMLDX010000001.1 Sphingomonas tagetis strain MG17 contig1, whole genome shotgun sequence [58 total records]
GCA_016937575.1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	JAFHKN010000001.1 Roseomonas aeriglobus strain KER25-12 KER1, whole genome shotgun sequence [7 total records]
GCF_014396585.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP060717.1 Sphingomonas rhizophila strain KACC 19189 chromosome, complete genome [1 total record]
GCF_034653295.1_genomic.fna	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NZ_JAYEEU010000001.1 Erythrobacter sp. T5W1-R Contig1, whole genome shotgun sequence [27 total records]
GCF_001984035.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP019449.1 Sphingopyxis sp. QXT-31 chromosome, complete genome [1 total record]
GCF_001295795.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	NZ_LJHY01000001.1 Novosphingobium sp. AAP83 AAP83_Contigs_1, whole genome shotgun sequence [84 total records]
GCF_004343105.1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	NZ_SLYF01000001.1 Sphingomonas sp. PP-CC-3A-396 Ga0191673_101, whole genome shotgun sequence [32 total records]
GCF_019429525.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	NZ_JAHXZL010000010.1 Sphingomonas folli strain RHCKR7 NODE_10_length_208970_cov_64.997448, whole genome shotgun sequence [19 total records]
GCF_001468285.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_LNSB01000001.1 Sphingopyxis sp. HIX HIX_contig000001, whole genome shotgun sequence [88 total records]
GCF_033025475.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	NZ_CP130322.1 Sphingomonas sp. C3-2 chromosome, complete genome [1 total record]
GCF_001687545.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP016545.1 Paraurantiacibacter namhicola strain JCM 16345 chromosome, complete genome [1 total record]
GCF_030284385.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP127221.1 Altererythrobacter rubellus strain NBRC 112769 chromosome, complete genome [1 total record]
GCF_013393185.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	NZ_QJQX01000003.1 Sphingobium lactosutens strain xwAA3 230, whole genome shotgun sequence [76 total records]
GCF_016719755.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JADJYM010000001.1 MAG: Novosphingobium sp. isolate Lyne_18-Q3-R50-59_BATAC.36 tig00003214-10-1758080, whole genome shotgun sequence [16 total records]
GCF_036946125.1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	NZ_JAQIJT010000001.1 MAG: Sphingomonas adhaesiva isolate bin28 tig00005300, whole genome shotgun sequence [2 total records]
GCF_016743815.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP061035.1 Sphingomonas aliaeris strain DH-S5 chromosome, complete genome [3 total records]
GCF_026013525.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_JAPDRA010000001.1 Sphingomonas canadensis strain FWC47 FWC47_scaffold1, whole genome shotgun sequence [27 total records]
GCF_001519065.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	NZ_KQ954251.1 Novosphingobium sp. FSW06-99 PRJNA299315_s001, whole genome shotgun sequence [30 total records]
GCF_002776575.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP022548.1 Sphingorhabdus sp. YGSMI21 chromosome, complete genome [2 total records]
GCF_007830315.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_VLKJ01000001.1 Novosphingobium taihuense strain CGMCC 1.3432 IQ25DRAFT_scaffold00001.1, whole genome shotgun sequence [32 total records]
GCF_022605525.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JAKQYJ010000001.1 Porphyrobacter sp. GA68 Erythrobacteraceae_bacterium_GA68_ctg001, whole genome shotgun sequence [10 total records]
GCF_000218875.1_genomic.fna	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NC_015709.1 Zymomonas mobilis subsp. pomaceae ATCC 29192, complete sequence [3 total records]
GCF_023016005.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JALKAZ010000001.1 Erythrobacter sp. F6033 scaffold_1, whole genome shotgun sequence [2 total records]
GCA_035941735.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	DASZDS010000001.1 MAG TPA_asm: Allosphingosinicella sp. isolate SMAG_U6474 k141_609115, whole genome shotgun sequence [61 total records]
GCF_003454795.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP028347.1 Novosphingobium sp. THN1 chromosome, complete genome [2 total records]
GCF_000876675.2_genomic.fna	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	NZ_CP030352.1 Novosphingobium sp. P6W chromosome 1, complete sequence [4 total records]
GCF_028736195.1_genomic.fna	6	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_CP117881.1 Novosphingobium sp. KACC 22771 chromosome, complete genome [2 total records]
GCF_001661965.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	NZ_LYWZ01000001.1 Croceicoccus mobilis strain Ery22 Ery22_C1, whole genome shotgun sequence [32 total records]
GCA_947499505.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CANMOQ010000001.1 uncultured Erythrobacter sp. isolate 3-903-J.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [7 total records]
GCF_019448255.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP080410.1 Qipengyuania flava strain DP1N28-4 chromosome, complete genome [1 total record]
GCF_002312805.1_genomic.fna	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_NMUA01000099.1 Sphingobium sp. D43FB NODE_100_length_2546_cov_45.9045, whole genome shotgun sequence [147 total records]
GCF_920987055.1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	NZ_CAKLBX010000001.1 Novosphingobium sp. CECT 9465, whole genome shotgun sequence [6 total records]
GCF_037154155.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBANRN010000001.1 Altererythrobacter lauratis strain Y-8 NODE_1_length_487026_cov_243.845756, whole genome shotgun sequence [32 total records]
GCF_001563285.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP005188.1 Sphingobium sp. MI1205 chromosome 1, complete sequence [6 total records]
GCF_036663695.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAXOJK010000001.1 Sphingomonas sp. PB2P12 Y675_1, whole genome shotgun sequence [17 total records]
GCF_035658495.1_genomic.fna	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	NZ_CP141944.1 Novosphingobium sp. RL4 chromosome, complete genome [2 total records]
GCF_040203355.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JBEHBW010000001.1 Sphingomonas sp. ASV193 Scaffold3, whole genome shotgun sequence [11 total records]
GCF_025938095.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NZ_JAPCZF010000001.1 Novosphingobium sp. JCM 18896 strain ALB-2 contig1, whole genome shotgun sequence [26 total records]
GCA_041396885.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	JAWKXS010000001.1 MAG: Blastomonas sp. isolate BC1.5 BC1.5.fa-1, whole genome shotgun sequence [6 total records]
GCF_026107375.2_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_JAPCIA010000001.1 Sphingomonas sp. BT-65 BT65_ctg001, whole genome shotgun sequence [5 total records]
GCF_034044895.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	NZ_JAXCWU010000001.1 Sphingomonas sp. CFBP8993 CFBP8993_1, whole genome shotgun sequence [15 total records]
GCF_029637485.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP069128.1 Sphingomonas sp. LHG3406-1 chromosome [1 total record]
GCF_003569745.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_AP018498.1 Altererythrobacter sp. B11 chromosome, complete genome [1 total record]
GCF_014842075.1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	NZ_JACYVA010000001.1 Sphingomonas sp. CFBP 13720 strain CFBP13720 CFBP1372001, whole genome shotgun sequence [21 total records]
GCF_039538045.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BAABBQ010000001.1 Sphingomonas swuensis strain JCM 17563 sequence1, whole genome shotgun sequence [1 total record]
GCF_016464365.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_JADCUC010000001.1 Sandaracinobacteroides hominis strain SZY PN-1 SZY_PN-1, whole genome shotgun sequence [19 total records]
GCF_022664395.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	NZ_JAKRET010000001.1 Sphingomonas lacusdianchii strain JXJ CY 53 NODE_1, whole genome shotgun sequence [75 total records]
GCA_947501005.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	CANMTU010000001.1 uncultured Erythrobacter sp. isolate 2B2-61-1.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [5 total records]
GCF_002080435.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	NZ_CP020538.1 Sphingobium herbicidovorans strain MH chromosome, complete genome [5 total records]
GCF_000422985.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_AUHC01000001.1 Erythrobacter cryptus DSM 12079 G524DRAFT_scaffold00001.1_C, whole genome shotgun sequence [34 total records]
GCF_001423765.1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	NZ_LMPG01000001.1 Sphingomonas sp. Leaf343 contig_1, whole genome shotgun sequence [17 total records]
GCF_025917005.1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_CP078091.1 Porphyrobacter sp. ULC335 chromosome, complete genome [1 total record]
GCA_016720115.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	JADJXT010000001.1 MAG: Sphingomonadales bacterium isolate Lyne_18-Q3-R50-59_BAT3C.1 tig00320340-10-18168060, whole genome shotgun sequence [2 total records]
GCF_003050745.1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	NZ_QAOF01000001.1 Sphingomonas sp. PP-CE-3G-477 Ga0191675_101, whole genome shotgun sequence [31 total records]
