HumGut_name	HumGut_tax_id	cluster975	cluster95	gtdbtk_tax_id	gtdbtk_organism_name	gtdbtk_taxonomy	ncbi_tax_id	ncbi_organism_name	ncbi_rank	prevalence_score	metagenomes_present	completeness	contamination	GC	genome_size	source	genome_type	cluster975_size	cluster95_size	genome_file	ftp_download
HumGut_18041	3018041	18041	1123	4032173	s__Phascolarctobacterium_A succinatutens	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	626939	Phascolarctobacterium succinatutens YIT 12067	strain	0.8029127365591398	452	58.12	0.72	0.4628	1142952	UHGG	MAG	1	404	GUT_GENOME134029.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01365/genomes3/GUT_GENOME134029.gff.gz
HumGut_18042	3018042	18042	1513	4041450	s__Haemophilus_D sp001679485	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp001679485	1859695	Haemophilus sp. CCUG 60358	species	0.8029063007923033	335	98.41	1.16	0.39399999999999996	1948201	UHGG	MAG	1	52	GUT_GENOME053047.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-011/MGYG-HGUT-01112/genomes1/GUT_GENOME053047.gff.gz
HumGut_18043	3018043	18043	266	4028065	s__Ruminococcus_E sp003526955	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	1898205	Ruminococcaceae bacterium	species	0.8029025741369553	513	66.92	0	0.3922	1284581	UHGG	MAG	1	1595	GUT_GENOME207077.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02570/genomes3/GUT_GENOME207077.gff.gz
HumGut_18044	3018044	18044	2641	4041446	s__Haemophilus_D parainfluenzae_L	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_L	729	Haemophilus parainfluenzae	species	0.8028821437464629	408	67.5	2.88	0.39659999999999995	1190474	UHGG	MAG	1	6	GUT_GENOME213970.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-009/MGYG-HGUT-00993/genomes1/GUT_GENOME213970.gff.gz
HumGut_18045	3018045	18045	2642	4019431	s__Parolsenella catena	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella catena	2003188	Parolsenella catena	species	0.8028786624221845	61	63.47	2.52	0.6587999999999999	1129871	UHGG	MAG	1	1	GUT_GENOME218724.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-032/MGYG-HGUT-03298/genomes1/GUT_GENOME218724.gff.gz
HumGut_18046	3018046	18046	2092	4032174	s__Phascolarctobacterium_A succinatutens_A	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_A	1263101	Phascolarctobacterium succinatutens CAG:287	strain	0.8028755217883418	441	74.63	2.17	0.4816	1618698	UHGG	MAG	1	3	GUT_GENOME223372.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01365/genomes2/GUT_GENOME223372.gff.gz
HumGut_18047	3018047	18047	2643	4029019	s__UMGS1781 sp900553365	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900553365	59620	uncultured Clostridium sp.	species	0.8028701321448783	37	70.78	0.89	0.2895	1257776	UHGG	MAG	17	17	GUT_GENOME081001.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04178/genomes1/GUT_GENOME081001.gff.gz
HumGut_18048	3018048	18048	1508	4027133	s__AM51-8 sp900546435	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp900546435	557192	uncultured Pseudobutyrivibrio sp.	species	0.8028691986417656	58	70.63	2.53	0.41240000000000004	1784648	UHGG	MAG	1	18	GUT_GENOME087497.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-045/MGYG-HGUT-04548/genomes1/GUT_GENOME087497.gff.gz
HumGut_18049	3018049	18049	188	4027256	s__CAG-127 sp900319515	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	2293049	Clostridium sp. OM08-29	species	0.8028654009620826	762	71.41	0	0.4543	1636007	UHGG	MAG	1	1671	GUT_GENOME053807.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00190/genomes3/GUT_GENOME053807.gff.gz
HumGut_18050	3018050	18050	1570	4028508	s__UBA738 sp003522945	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	1898207	Clostridiales bacterium	species	0.8028544719864177	496	71.33	1.01	0.6023	2035557	UHGG	MAG	1	309	GUT_GENOME252126.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04137/genomes1/GUT_GENOME252126.gff.gz
HumGut_18051	3018051	18051	776	4026720	s__UBA11524 sp000437595	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	1262897	Faecalibacterium sp. CAG:74	species	0.8028477843803056	886	53.63	0.66	0.5882000000000001	1707821	UHGG	MAG	1	2029	GUT_GENOME259343.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-038/MGYG-HGUT-03891/genomes4/GUT_GENOME259343.gff.gz
HumGut_18052	3018052	18052	1830	4032169	s__Phascolarctobacterium_A sp900551335	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335	512296	uncultured Phascolarctobacterium sp.	species	0.802821493491794	64	98.33	1.89	0.489	2240545	UHGG	MAG	8	36	GUT_GENOME232814.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-005/MGYG-HGUT-00533/genomes1/GUT_GENOME232814.gff.gz
HumGut_18053	3018053	18053	1564	4027941	s__Acutalibacter sp900543555	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900543555	541003	uncultured Ruminococcaceae bacterium	species	0.8028066895868704	54	65.11	2.18	0.595	1942187	UHGG	MAG	1	20	GUT_GENOME137283.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02233/genomes1/GUT_GENOME137283.gff.gz
HumGut_18054	3018054	18054	2644	4005974	g__CAG-831	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	1262698	Alistipes sp. CAG:831	species	0.8028031618562536	4	96.9	4.29	0.5257999999999999	2553951	UHGG	MAG	3	3	GUT_GENOME282119.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-044/MGYG-HGUT-04465/genomes1/GUT_GENOME282119.gff.gz
HumGut_18055	3018055	18055	95	4027050	s__Anaerotignum sp000436415	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	2358141	Anaerotignum sp. KCTC 15736	species	0.8028028271080928	571	65.39	1.75	0.4816	1289915	UHGG	MAG	1	787	GUT_GENOME102298.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00177/genomes1/GUT_GENOME102298.gff.gz
HumGut_18056	3018056	18056	595	4031208	s__Streptococcus parasanguinis_B	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B	1318	Streptococcus parasanguinis	species	0.8027689816072439	277	54.34	0	0.4307	1245170	UHGG	MAG	1	241	GUT_GENOME199494.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00199/genomes1/GUT_GENOME199494.gff.gz
HumGut_18057	3018057	18057	1499	4028343	s__CAG-170 sp900549635	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900549635	172733	uncultured Clostridiales bacterium	species	0.8027430639501981	392	65.52	0	0.5761	1687146	UHGG	MAG	1	29	GUT_GENOME157989.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02710/genomes1/GUT_GENOME157989.gff.gz
HumGut_18058	3018058	18058	163	4020203	s__Prevotella copri	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	537011	Prevotella copri DSM 18205	strain	0.8027419476513865	1027	60.34	0	0.4608	1882333	UHGG	MAG	3	2502	GUT_GENOME098728.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02293/genomes3/GUT_GENOME098728.gff.gz
HumGut_18059	3018059	18059	2645	4008363	g__UBA738	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__	1950827	Clostridiales bacterium UBA1728	species	0.802731233729485	27	84.53	1.81	0.5951	2273680	UHGG	MAG	1	1	GUT_GENOME026217.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00735/genomes1/GUT_GENOME026217.gff.gz
HumGut_18060	3018060	18060	593	4028031	s__GCA-900066995 sp900291955	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__GCA-900066995;s__GCA-900066995 sp900291955	2086583	Anaeromassilibacillus sp. Marseille-P3876	species	0.8027231805319751	145	83.68	1.68	0.3618	2173179	UHGG	MAG	2	442	GUT_GENOME149212.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00036/genomes1/GUT_GENOME149212.gff.gz
HumGut_18061	3018061	18061	240	4028619	s__Ruminiclostridium_E siraeum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	428128	[Eubacterium] siraeum DSM 15702	strain	0.80269556508206	643	83.34	0.34	0.4487	2167324	UHGG	MAG	1	1618	GUT_GENOME267650.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02530/genomes3/GUT_GENOME267650.gff.gz
HumGut_18062	3018062	18062	256	4028061	s__Ruminococcus_E sp003438075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003438075	2292352	Eubacterium sp. OM08-24	species	0.80268640237691	51	89.93	0.67	0.3953	1909209	UHGG	MAG	3	105	GUT_GENOME150370.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02303/genomes1/GUT_GENOME150370.gff.gz
HumGut_18063	3018063	18063	163	4020203	s__Prevotella copri	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	537011	Prevotella copri DSM 18205	strain	0.802686233729485	1039	66.22	1.18	0.4521	2372014	UHGG	MAG	1	2502	GUT_GENOME153659.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02293/genomes5/GUT_GENOME153659.gff.gz
HumGut_18064	3018064	18064	231	4028637	s__Ruminococcus_D bicirculans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	1160721	Ruminococcus bicirculans	species	0.8026787453310696	993	79.19	1.73	0.43329999999999996	1959055	UHGG	MAG	1	3104	GUT_GENOME092911.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02321/genomes3/GUT_GENOME092911.gff.gz
HumGut_18065	3018065	18065	777	4026634	s__PeH17 sp000435055	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	1262775	Clostridium sp. CAG:138	species	0.8026612382569327	635	79.72	0.67	0.4943	1643085	UHGG	MAG	1	1086	GUT_GENOME263426.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-005/MGYG-HGUT-00530/genomes2/GUT_GENOME263426.gff.gz
HumGut_18066	3018066	18066	2646	4002742	f__CAG-508	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	1262796	Clostridium sp. CAG:343	species	0.8026524530277306	16	72.86	1.01	0.2724	1232164	UHGG	MAG	2	2	GUT_GENOME112581.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-018/MGYG-HGUT-01861/genomes1/GUT_GENOME112581.gff.gz
HumGut_18067	3018067	18067	826	4027956	s__CAG-177 sp003514385	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	1898205	Ruminococcaceae bacterium	species	0.8026500458404074	619	63.42	0	0.5265	989619	UHGG	MAG	1	1666	GUT_GENOME033643.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00723/genomes1/GUT_GENOME033643.gff.gz
HumGut_18068	3018068	18068	1945	4019734	s__Senegalimassilia anaerobia	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia	1034345	Senegalimassilia anaerobia JC110	strain	0.8026313687040181	188	85.08	1.57	0.6254	1741930	UHGG	MAG	5	68	GUT_GENOME019693.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01387/genomes1/GUT_GENOME019693.gff.gz
HumGut_18069	3018069	18069	2647	4031865	s__CAG-433 sp900546245	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp900546245	658143	uncultured Tenericutes bacterium	species	0.8026302034521788	134	93.82	2.97	0.24760000000000001	1183687	UHGG	MAG	8	18	GUT_GENOME206410.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-046/MGYG-HGUT-04601/genomes1/GUT_GENOME206410.gff.gz
HumGut_18070	3018070	18070	209	4027959	s__CAG-180 sp000432435	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	1262882	Eubacterium sp. CAG:180	species	0.8026226997736277	623	74.28	3.52	0.4486	1478898	UHGG	MAG	1	2483	GUT_GENOME250746.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04323/genomes1/GUT_GENOME250746.gff.gz
HumGut_18071	3018071	18071	240	4028619	s__Ruminiclostridium_E siraeum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	428128	[Eubacterium] siraeum DSM 15702	strain	0.8026200232031692	658	65.8	2.03	0.4514	1821869	UHGG	MAG	1	1618	GUT_GENOME234306.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02530/genomes2/GUT_GENOME234306.gff.gz
HumGut_18072	3018072	18072	209	4027959	s__CAG-180 sp000432435	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	1262882	Eubacterium sp. CAG:180	species	0.8026173375778155	645	55	0	0.45630000000000004	877232	UHGG	MAG	1	2483	GUT_GENOME206972.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04323/genomes1/GUT_GENOME206972.gff.gz
HumGut_18073	3018073	18073	231	4028637	s__Ruminococcus_D bicirculans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	1160721	Ruminococcus bicirculans	species	0.8026019634974533	973	53.19	0.04	0.43799999999999994	1440165	UHGG	MAG	1	3104	GUT_GENOME081072.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02321/genomes5/GUT_GENOME081072.gff.gz
HumGut_18074	3018074	18074	2648	4039017	s__Duodenibacillus sp900544255	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544255	286133	uncultured Sutterella sp.	species	0.8026006013016412	81	70.04	1.28	0.5855	1364287	UHGG	MAG	29	98	GUT_GENOME221639.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-032/MGYG-HGUT-03288/genomes1/GUT_GENOME221639.gff.gz
HumGut_18075	3018075	18075	2649	4028327	s__CAG-110 sp900549495	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900549495	172733	uncultured Clostridiales bacterium	species	0.8025929462365592	10	85.48	0.67	0.5686	2039754	UHGG	MAG	1	6	GUT_GENOME211487.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-038/MGYG-HGUT-03824/genomes1/GUT_GENOME211487.gff.gz
HumGut_18076	3018076	18076	2650	4008362	g__UBA5446	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	1950899	Clostridiales bacterium UBA5446	species	0.8025889923599321	16	90.21	0.04	0.6136	2520031	UHGG	MAG	4	4	GUT_GENOME094792.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-011/MGYG-HGUT-01174/genomes1/GUT_GENOME094792.gff.gz
HumGut_18077	3018077	18077	279	4027970	s__CAG-217 sp000436335	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	1262779	Clostridium sp. CAG:217	species	0.802587187606112	596	70.27	0.9	0.5462	1182363	UHGG	MAG	1	1452	GUT_GENOME223957.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01029/genomes3/GUT_GENOME223957.gff.gz
HumGut_18078	3018078	18078	1360	4028703	s__UBA1394 sp900066845	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845	165186	uncultured Ruminococcus sp.	species	0.8025823715336728	132	61.88	1.07	0.37270000000000003	1329300	UHGG	MAG	2	180	GUT_GENOME139351.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00072/genomes1/GUT_GENOME139351.gff.gz
HumGut_18079	3018079	18079	291	4027368	s__Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	33043	Coprococcus eutactus	species	0.8025735778155065	627	59.09	1.75	0.44789999999999996	1812366	UHGG	MAG	1	1618	GUT_GENOME139631.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00231/genomes4/GUT_GENOME139631.gff.gz
HumGut_18080	3018080	18080	2651	4026663	s__UMGS1241 sp900550525	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__UMGS1241;s__UMGS1241 sp900550525	172733	uncultured Clostridiales bacterium	species	0.8025725175438596	13	80.19	4.23	0.6673	1904115	UHGG	MAG	7	11	GUT_GENOME202250.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04179/genomes1/GUT_GENOME202250.gff.gz
HumGut_18081	3018081	18081	2652	4020098	s__Bacteroides sp900555635	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900555635	162156	uncultured Bacteroides sp.	species	0.8025568089983022	1	76.21	3.45	0.4143	6665103	UHGG	MAG	3	3	GUT_GENOME150219.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-038/MGYG-HGUT-03866/genomes1/GUT_GENOME150219.gff.gz
HumGut_18082	3018082	18082	2653	4027037	s__Eubacterium limosum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum	1736	Eubacterium limosum	species	0.8025495882852292	1	97.88732394366197	0	0.4686332673210517	4740532	RefSeq	Complete Genome	4	4	GCF_900683775.1_ASM90068377v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/683/775/GCF_900683775.1_ASM90068377v1/GCF_900683775.1_ASM90068377v1_genomic.fna.gz
HumGut_18083	3018083	18083	2654	4008032	g__Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	1951987	Lachnospiraceae bacterium UBA1766	species	0.8025402014714205	5	96.62	3.33	0.46259999999999996	2860639	UHGG	MAG	1	1	GUT_GENOME259535.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-042/MGYG-HGUT-04203/genomes1/GUT_GENOME259535.gff.gz
HumGut_18084	3018084	18084	2655	4020253	s__Prevotella sp000436695	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436695	1262921	Prevotella sp. CAG:1185	species	0.8025395829088852	12	70.54	1.43	0.4581	2786202	UHGG	MAG	14	18	GUT_GENOME068779.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-009/MGYG-HGUT-00957/genomes1/GUT_GENOME068779.gff.gz
HumGut_18085	3018085	18085	1598	4028325	s__CAG-110 sp900547405	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900547405	172733	uncultured Clostridiales bacterium	species	0.8025340681946802	133	96.32	2.01	0.5719	2558286	UHGG	MAG	1	27	GUT_GENOME013017.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-005/MGYG-HGUT-00500/genomes1/GUT_GENOME013017.gff.gz
HumGut_18086	3018086	18086	529	4032173	s__Phascolarctobacterium_A succinatutens	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	626939	Phascolarctobacterium succinatutens YIT 12067	strain	0.8025173024900962	382	95.81	1.2	0.46909999999999996	2364446	UHGG	MAG	2	800	GUT_GENOME233912.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01365/genomes2/GUT_GENOME233912.gff.gz
HumGut_18087	3018087	18087	2656	4040926	s__Enterobacter himalayensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter himalayensis	246796	Pedobacter himalayensis	species	0.8025100336728919	66	99.89252645502646	0.07971938775510204	0.5524503873917733	4482026	RefSeq	Contig	2	2	GCF_011078175.1_ASM1107817v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/078/175/GCF_011078175.1_ASM1107817v1/GCF_011078175.1_ASM1107817v1_genomic.fna.gz
