genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	HQ	shared_name
GUT_GENOME171643	GUT_GENOME171643_krakentaxid3016162HumGut_16162_6.region001	1	0	12068	TRUE	lactobacillus_eps				kraken:taxid|3016162|HumGut_16162_6 GUT_GENOME171643_6	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0.34	61.27	2285	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp902479835			GUT_GENOME171643_krakentaxid3016162HumGut_16162_6.region001.gbk_region_1
GCF_009717805.1_ASM971780v1_genomic	GCF_009717805.1_ASM971780v1_genomic_krakentaxid3011376HumGut_11376_6.region001	1	529872	556319	FALSE	lactobacillus_eps				kraken:taxid|3011376|HumGut_11376_6 NZ_WMZG01000002.1 Streptococcus parasanguinis strain BIOML-A4 scaffold2_size662992, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_C	s__Streptococcus parasanguinis_C	Streptococcus parasanguinis F0405	0	100	1457	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasanguinis_C			GCF_009717805.1_ASM971780v1_genomic_krakentaxid3011376HumGut_11376_6.region001.gbk_region_1
GCF_000257905.1_SmitisSK579v1.0_genomic	GCF_000257905.1_SmitisSK579v1.0_genomic_krakentaxid3015017HumGut_15017_19.region001	1	22818	42909	FALSE	lactobacillus_eps				kraken:taxid|3015017|HumGut_15017_19 NZ_AJJL01000019.1 Streptococcus mitis SK579 contig00010, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_L	s__Streptococcus mitis_L	Streptococcus mitis SK579	0.35132198478812	99.4189907038513	2068	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_L			GCF_000257905.1_SmitisSK579v1.0_genomic_krakentaxid3015017HumGut_15017_19.region001.gbk_region_1
GUT_GENOME066156	GUT_GENOME066156_krakentaxid3010401HumGut_10401_18.region001	1	0	10859	TRUE	pel-like				kraken:taxid|3010401|HumGut_10401_18 GUT_GENOME066156_18	Synthase	2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense_A	s__Bifidobacterium kashiwanohense_A	Bifidobacterium kashiwanohense PV20-2	0.8	75.26	1327	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium kashiwanohense_A			GUT_GENOME066156_krakentaxid3010401HumGut_10401_18.region001.gbk_region_1
GCF_000959945.1_ASM95994v1_genomic	GCF_000959945.1_ASM95994v1_genomic_krakentaxid3016224HumGut_16224_8.region001	1	657125	682286	FALSE	lactobacillus_eps				kraken:taxid|3016224|HumGut_16224_8 NZ_JYGM01000008.1 Streptococcus oralis subsp. oralis strain COL85/1862 TZ87_contig000008, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_B	s__Streptococcus oralis_B	Streptococcus oralis subsp. oralis	2.19123505976096	99.3891102257636	2292	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_B			GCF_000959945.1_ASM95994v1_genomic_krakentaxid3016224HumGut_16224_8.region001.gbk_region_1
GUT_GENOME203488	GUT_GENOME203488_krakentaxid3006039HumGut_6039_53.region001	1	0	21557	TRUE	Uncharacterised				kraken:taxid|3006039|HumGut_6039_53 GUT_GENOME203488_53	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	s__Bacteroides fluxus	Bacteroides fluxus YIT 12057	1.72	70.17	553	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fluxus			GUT_GENOME203488_krakentaxid3006039HumGut_6039_53.region001.gbk_region_1
GCF_001557225.1_ASM155722v1_genomic	GCF_001557225.1_ASM155722v1_genomic_krakentaxid3017075HumGut_17075_26.region001	1	92179	109567	FALSE	pel-positive				kraken:taxid|3017075|HumGut_17075_26 NZ_LSJN01000032.1 Streptococcus sp. CCH8-C6 CCH8-C6_contig32, whole genome shotgun sequence	Synthase	2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_C	s__Streptococcus sanguinis_C	Streptococcus sanguinis SK49	0	82.7715355805244	2171	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis_C			GCF_001557225.1_ASM155722v1_genomic_krakentaxid3017075HumGut_17075_26.region001.gbk_region_1
GCF_900258535.1_PRJEB24722_genomic	GCF_900258535.1_PRJEB24722_genomic_krakentaxid3016075HumGut_16075_5.region001	1	5756841	5796154	FALSE	Uncharacterised				kraken:taxid|3016075|HumGut_16075_5 NZ_OIWX01000001.1 Blautia marasmi strain Marseille-P2377, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hominis	s__Blautia hominis	Blautia hominis	0.318471337579618	99.3630573248408	2263	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hominis			GCF_900258535.1_PRJEB24722_genomic_krakentaxid3016075HumGut_16075_5.region001.gbk_region_1
GUT_GENOME207787	GUT_GENOME207787_krakentaxid3021023HumGut_21023_4.region001	1	35317	59842	FALSE	lactobacillus_eps				kraken:taxid|3021023|HumGut_21023_4 GUT_GENOME207787_4	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BB	s__Streptococcus mitis_BB	Streptococcus mitis	0.33	99.56	1802	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp916048145			GUT_GENOME207787_krakentaxid3021023HumGut_21023_4.region001.gbk_region_1
GCF_003942795.1_ASM394279v1_genomic	GCF_003942795.1_ASM394279v1_genomic_krakentaxid3014486HumGut_14486_11.region001	1	48371	64007	TRUE	lactobacillus_eps				kraken:taxid|3014486|HumGut_14486_11 NZ_RJNY01000011.1 Streptococcus mitis strain BCC60 D8847_contig011, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BJ	s__Streptococcus mitis_BJ	Streptococcus mitis	0.730411686586985	99.867197875166	1968	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_BJ			GCF_003942795.1_ASM394279v1_genomic_krakentaxid3014486HumGut_14486_11.region001.gbk_region_1
GUT_GENOME077701	GUT_GENOME077701_krakentaxid3011187HumGut_11187_156.region001	1	0	18385	TRUE	Uncharacterised				kraken:taxid|3011187|HumGut_11187_156 GUT_GENOME077701_156	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541985	s__Blautia_A sp900541985	uncultured Blautia sp.	0.21	96.2	1432	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900541985			GUT_GENOME077701_krakentaxid3011187HumGut_11187_156.region001.gbk_region_1
GCF_001811505.1_ASM181150v1_genomic	GCF_001811505.1_ASM181150v1_genomic_krakentaxid3014634HumGut_14634_60.region001	1	8160	34970	TRUE	Uncharacterised				kraken:taxid|3014634|HumGut_14634_60 NZ_KV804967.1 Streptococcus sp. HMSC034E03 Scaffold421, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001811505	s__Streptococcus sp001811505	Streptococcus sp. HMSC034E03	0.169491525423729	99.7542372881356	1999	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp001811505			GCF_001811505.1_ASM181150v1_genomic_krakentaxid3014634HumGut_14634_60.region001.gbk_region_1
GCF_001579525.1_ASM157952v1_genomic	GCF_001579525.1_ASM157952v1_genomic_krakentaxid3014963HumGut_14963_3.region001	1	376135	402770	FALSE	lactobacillus_eps				kraken:taxid|3014963|HumGut_14963_3 NZ_KQ970789.1 Streptococcus oralis strain DD25 scaffold00002, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_M	s__Streptococcus oralis_M	Streptococcus oralis	0.398406374501992	99.6901283753873	2055	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_M			GCF_001579525.1_ASM157952v1_genomic_krakentaxid3014963HumGut_14963_3.region001.gbk_region_1
GCF_002003365.1_ASM200336v1_genomic	GCF_002003365.1_ASM200336v1_genomic_krakentaxid3029432HumGut_29432_1.region001	1	3147128	3174296	FALSE	Uncharacterised				kraken:taxid|3029432|HumGut_29432_1 NZ_CP016091.1 Clostridium saccharobutylicum strain NCP 258, complete genome	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saccharobutylicum	s__Clostridium saccharobutylicum	Clostridium saccharobutylicum DSM 13864	0.806451612903226	99.1935483870968	4935	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saccharobutylicum			GCF_002003365.1_ASM200336v1_genomic_krakentaxid3029432HumGut_29432_1.region001.gbk_region_1
GUT_GENOME006620	GUT_GENOME006620_krakentaxid3028098HumGut_28098_729.region001	1	0	1640	TRUE	pel-like				kraken:taxid|3028098|HumGut_28098_729 GUT_GENOME006620_729	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum_A	s__Clostridium_F botulinum_A	Clostridium botulinum	0.26	62.94	4689	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F botulinum_A			GUT_GENOME006620_krakentaxid3028098HumGut_28098_729.region001.gbk_region_1
GUT_GENOME075567	GUT_GENOME075567_krakentaxid3012645HumGut_12645_228.region001	1	0	45606	TRUE	Uncharacterised				kraken:taxid|3012645|HumGut_12645_228 GUT_GENOME075567_228	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935	s__Blautia sp001304935	Clostridia bacterium UC5.1-1D4	3.5	93.63	1652	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia celeris			GUT_GENOME075567_krakentaxid3012645HumGut_12645_228.region001.gbk_region_1
GCF_002096815.1_ASM209681v1_genomic	GCF_002096815.1_ASM209681v1_genomic_krakentaxid3015060HumGut_15060_3.region001	1	58087	82323	FALSE	lactobacillus_eps				kraken:taxid|3015060|HumGut_15060_3 NZ_NCVJ01000015.1 Streptococcus mitis strain RH_12363_08 s_mitis_RH_12363_08_ID_13, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AD	s__Streptococcus mitis_AD	Streptococcus mitis	0.271640709887722	99.8173970783532	2078	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AD			GCF_002096815.1_ASM209681v1_genomic_krakentaxid3015060HumGut_15060_3.region001.gbk_region_1
GUT_GENOME096569	GUT_GENOME096569_krakentaxid3015037HumGut_15037_2.region001	1	371005	396391	TRUE	lactobacillus_eps				kraken:taxid|3015037|HumGut_15037_2 GUT_GENOME096569_2	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus timonensis	s__Streptococcus timonensis	Streptococcus timonensis	0.06	99.15	2075	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus timonensis			GUT_GENOME096569_krakentaxid3015037HumGut_15037_2.region001.gbk_region_1
GCF_002096855.1_ASM209685v1_genomic	GCF_002096855.1_ASM209685v1_genomic_krakentaxid3014870HumGut_14870_23.region001	1	137807	162041	FALSE	lactobacillus_eps				kraken:taxid|3014870|HumGut_14870_23 NZ_NCVH01000030.1 Streptococcus mitis strain RH_17439_08 s_mitis_RH_17439_08_ID_5, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_Y	s__Streptococcus mitis_Y	Streptococcus mitis	0.287737937140328	99.7369109420902	2030	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_Y			GCF_002096855.1_ASM209685v1_genomic_krakentaxid3014870HumGut_14870_23.region001.gbk_region_1
GCF_004155015.1_ASM415501v1_genomic	GCF_004155015.1_ASM415501v1_genomic_krakentaxid3017518HumGut_17518_19.region001	1	136129	180738	FALSE	Uncharacterised				kraken:taxid|3017518|HumGut_17518_19 NZ_RYUN01000009.1 Bifidobacterium pseudolongum subsp. pseudolongum strain 2054B Contig_9, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum	s__Bifidobacterium pseudolongum	Bifidobacterium pseudolongum subsp. pseudolongum DSM 20099	0	100	2532	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pseudolongum			GCF_004155015.1_ASM415501v1_genomic_krakentaxid3017518HumGut_17518_19.region001.gbk_region_1
GUT_GENOME139031	GUT_GENOME139031_krakentaxid3002462HumGut_2462_7.region001	1	0	10333	TRUE	pel-like				kraken:taxid|3002462|HumGut_2462_7 GUT_GENOME139031_7	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	s__Faecalibacterium prausnitzii_A	Faecalibacterium prausnitzii	1.93	74.57	94	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_A			GUT_GENOME139031_krakentaxid3002462HumGut_2462_7.region001.gbk_region_1
GCF_003943395.1_ASM394339v1_genomic	GCF_003943395.1_ASM394339v1_genomic_krakentaxid3014787HumGut_14787_10.region001	1	0	18048	TRUE	lactobacillus_eps				kraken:taxid|3014787|HumGut_14787_10 NZ_RJPJ01000010.1 Streptococcus oralis strain BCC12 D8802_contig010, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BF	s__Streptococcus oralis_BF	Streptococcus oralis	0.278884462151394	99.5683930942895	2026	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BF			GCF_003943395.1_ASM394339v1_genomic_krakentaxid3014787HumGut_14787_10.region001.gbk_region_1
GUT_GENOME079230	GUT_GENOME079230_krakentaxid3012337HumGut_12337_321.region001	1	0	19105	TRUE	Uncharacterised				kraken:taxid|3012337|HumGut_12337_321 GUT_GENOME079230_321	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	g__Anaerostipes	uncultured Eubacterium sp.	4.5	86.09	1600	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes sp900756035			GUT_GENOME079230_krakentaxid3012337HumGut_12337_321.region001.gbk_region_1
GUT_GENOME142396	GUT_GENOME142396_krakentaxid3012662HumGut_12662_7.region001	1	0	17445	TRUE	Uncharacterised				kraken:taxid|3012662|HumGut_12662_7 GUT_GENOME142396_7	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000765215	s__Dorea sp000765215	Eubacterium sp. ER2	2.44	97.56	1654	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B intestinigallinarum			GUT_GENOME142396_krakentaxid3012662HumGut_12662_7.region001.gbk_region_1
GUT_GENOME130327	GUT_GENOME130327_krakentaxid3009863HumGut_9863_8.region001	1	25788	52949	TRUE	Uncharacterised				kraken:taxid|3009863|HumGut_9863_8 GUT_GENOME130327_8	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900539145	s__Blautia sp900539145	uncultured Blautia sp.	1.27	98.59	1244	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900539145			GUT_GENOME130327_krakentaxid3009863HumGut_9863_8.region001.gbk_region_1
GCF_013277075.1_ASM1327707v1_genomic	GCF_013277075.1_ASM1327707v1_genomic_krakentaxid3014110HumGut_14110_44.region001	1	28508	61818	TRUE	lactobacillus_eps				kraken:taxid|3014110|HumGut_14110_44 NZ_VMMF01000006.1 Streptococcus sp. 959 959_S11_L001_R1_001_(paired)_contig_6, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae_C	s__Streptococcus pseudopneumoniae_C	Streptococcus pseudopneumoniae	0.470843897138718	99.7811783170349	1902	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_C			GCF_013277075.1_ASM1327707v1_genomic_krakentaxid3014110HumGut_14110_44.region001.gbk_region_1
GUT_GENOME071857	GUT_GENOME071857_krakentaxid3015092HumGut_15092_308.region001	1	0	6820	TRUE	pel-like				kraken:taxid|3015092|HumGut_15092_308 GUT_GENOME071857_308	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	g__Blautia	Firmicutes bacterium CAG:424	3.82	87.46	2083	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900753905			GUT_GENOME071857_krakentaxid3015092HumGut_15092_308.region001.gbk_region_1
GCF_007991595.1_ASM799159v1_genomic	GCF_007991595.1_ASM799159v1_genomic_krakentaxid3015689HumGut_15689_78.region001	1	0	17424	TRUE	Uncharacterised				kraken:taxid|3015689|HumGut_15689_78 NZ_BJYQ01000078.1 Streptococcus cristatus strain NBRC 106105 sequence078, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus_B	s__Streptococcus cristatus_B	Streptococcus cristatus AS 1.3089	0	99.625468164794	2187	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus cristatus_B			GCF_007991595.1_ASM799159v1_genomic_krakentaxid3015689HumGut_15689_78.region001.gbk_region_1
GCF_005844455.1_ASM584445v1_genomic	GCF_005844455.1_ASM584445v1_genomic_krakentaxid3014129HumGut_14129_30.region001	1	0	26214	TRUE	lactobacillus_eps				kraken:taxid|3014129|HumGut_14129_30 NZ_SPGF01000020.1 Streptococcus mitis strain 1001175st1_H6 NODE_20_length_34646_cov_74.5718, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BF	s__Streptococcus mitis_BF	Streptococcus mitis	1.26320116359957	97.8917662682603	1906	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_BF			GCF_005844455.1_ASM584445v1_genomic_krakentaxid3014129HumGut_14129_30.region001.gbk_region_1
GCF_000960085.1_ASM96008v1_genomic	GCF_000960085.1_ASM96008v1_genomic_krakentaxid3014632HumGut_14632_4.region001	1	127509	152210	TRUE	lactobacillus_eps				kraken:taxid|3014632|HumGut_14632_4 NZ_JYGT01000004.1 Streptococcus infantis strain UC921A TZ94_contig000004, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_C	s__Streptococcus infantis_C	Streptococcus infantis	0.76271186440678	100	1998	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_C			GCF_000960085.1_ASM96008v1_genomic_krakentaxid3014632HumGut_14632_4.region001.gbk_region_1
GUT_GENOME283506	GUT_GENOME283506_krakentaxid3002920HumGut_2920_47.region001	1	0	14055	TRUE	pel-positive				kraken:taxid|3002920|HumGut_2920_47 GUT_GENOME283506_47	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	s__Faecalibacterium prausnitzii_J	Faecalibacterium prausnitzii	4.69	86.33	38	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_J			GUT_GENOME283506_krakentaxid3002920HumGut_2920_47.region001.gbk_region_1
GCF_003944235.1_ASM394423v1_genomic	GCF_003944235.1_ASM394423v1_genomic_krakentaxid3015792HumGut_15792_1.region001	1	72184	111764	FALSE	Uncharacterised				kraken:taxid|3015792|HumGut_15792_1 NZ_RMVN01000001.1 Streptococcus oralis strain BCC05 D8800_contig001, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AI	s__Streptococcus mitis_AI	Streptococcus mitis 13/39	0.664010624169987	99.8173970783532	2153	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AI			GCF_003944235.1_ASM394423v1_genomic_krakentaxid3015792HumGut_15792_1.region001.gbk_region_1
GUT_GENOME095446	GUT_GENOME095446_krakentaxid3021383HumGut_21383_30.region001	1	0	10850	TRUE	lactobacillus_eps				kraken:taxid|3021383|HumGut_21383_30 GUT_GENOME095446_30	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0	54.89	1912	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasanguinis_Q			GUT_GENOME095446_krakentaxid3021383HumGut_21383_30.region001.gbk_region_1
GUT_GENOME148641	GUT_GENOME148641_krakentaxid3024345HumGut_24345_129.region001	1	0	4280	TRUE	Uncharacterised				kraken:taxid|3024345|HumGut_24345_129 GUT_GENOME148641_129	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_W	s__Streptococcus oralis_W	Streptococcus oralis SK1074	2.83	79.28	4043	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus halitosis_B			GUT_GENOME148641_krakentaxid3024345HumGut_24345_129.region001.gbk_region_1
GCF_000732635.1_CloSul1.0_genomic	GCF_000732635.1_CloSul1.0_genomic_krakentaxid3027878HumGut_27878_1.region001	1	119583	182034	FALSE	Uncharacterised				kraken:taxid|3027878|HumGut_27878_1 NZ_JPMD01000001.1 Clostridium sulfidigenes strain 113A c1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sulfidigenes	s__Clostridium_J sulfidigenes	Clostridium sulfidigenes	3.22988505747126	98.3864258347017	4725	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J	s__Clostridium_J sulfidigenes			GCF_000732635.1_CloSul1.0_genomic_krakentaxid3027878HumGut_27878_1.region001.gbk_region_1
GUT_GENOME001875	GUT_GENOME001875_krakentaxid3004120HumGut_4120_13.region001	1	79334	101911	TRUE	Uncharacterised				kraken:taxid|3004120|HumGut_4120_13 GUT_GENOME001875_13	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900066555	s__Dorea sp900066555	Dorea sp. AF36-15AT	1.75	97.17	229	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B ammoniilytica			GUT_GENOME001875_krakentaxid3004120HumGut_4120_13.region001.gbk_region_1
