genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	MAG_status.x	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MAG_status.y	shared_name	product_1
GCF_004801645.1_ASM480164v1_genomic	krakentaxid3012942HumGut_12942_66	1	67678	93991	TRUE	putative_wzy_dependent				kraken:taxid|3012942|HumGut_12942_66 NZ_SSTN01000015.1 Bacteroides faecichinchillae strain NM45_B5 NODE_15_length_93991_cov_483.096, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	s__Bacteroides faecichinchillae	Bacteroides faecichinchillae JCM 17102	0.384138785625775	98.5130111524164	1699	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecichinchillae	HQ	krakentaxid3012942HumGut_12942_66.region001.gbk_region_1	Uncharacterised
GCF_004801645.1_ASM480164v1_genomic	krakentaxid3012942HumGut_12942_97	1	0	19462	TRUE	putative_wzy_dependent				kraken:taxid|3012942|HumGut_12942_97 NZ_SSTN01000028.1 Bacteroides faecichinchillae strain NM45_B5 NODE_28_length_58188_cov_386.181, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	s__Bacteroides faecichinchillae	Bacteroides faecichinchillae JCM 17102	0.384138785625775	98.5130111524164	1699	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecichinchillae	HQ	krakentaxid3012942HumGut_12942_97.region001.gbk_region_1	Uncharacterised
GCF_004801645.1_ASM480164v1_genomic	krakentaxid3012942HumGut_12942_100	1	15750	52049	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3012942|HumGut_12942_100 NZ_SSTN01000030.1 Bacteroides faecichinchillae strain NM45_B5 NODE_30_length_52049_cov_455.104, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	s__Bacteroides faecichinchillae	Bacteroides faecichinchillae JCM 17102	0.384138785625775	98.5130111524164	1699	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecichinchillae	HQ	krakentaxid3012942HumGut_12942_100.region001.gbk_region_1	Uncharacterised
GCF_004801645.1_ASM480164v1_genomic	krakentaxid3012942HumGut_12942_109	1	0	23393	TRUE	putative_wzy_dependent				kraken:taxid|3012942|HumGut_12942_109 NZ_SSTN01000039.1 Bacteroides faecichinchillae strain NM45_B5 NODE_39_length_32159_cov_379.93, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	s__Bacteroides faecichinchillae	Bacteroides faecichinchillae JCM 17102	0.384138785625775	98.5130111524164	1699	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecichinchillae	HQ	krakentaxid3012942HumGut_12942_109.region001.gbk_region_1	Uncharacterised
GCF_004801645.1_ASM480164v1_genomic	krakentaxid3012942HumGut_12942_113	1	0	26475	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3012942|HumGut_12942_113 NZ_SSTN01000042.1 Bacteroides faecichinchillae strain NM45_B5 NODE_42_length_26475_cov_400.022, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	s__Bacteroides faecichinchillae	Bacteroides faecichinchillae JCM 17102	0.384138785625775	98.5130111524164	1699	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecichinchillae	HQ	krakentaxid3012942HumGut_12942_113.region001.gbk_region_1	Uncharacterised
GCF_004801645.1_ASM480164v1_genomic	krakentaxid3012942HumGut_12942_130	1	0	18428	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3012942|HumGut_12942_130 NZ_SSTN01000058.1 Bacteroides faecichinchillae strain NM45_B5 NODE_58_length_18428_cov_358.061, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	s__Bacteroides faecichinchillae	Bacteroides faecichinchillae JCM 17102	0.384138785625775	98.5130111524164	1699	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecichinchillae	HQ	krakentaxid3012942HumGut_12942_130.region001.gbk_region_1	Uncharacterised
GCF_000225915.1_ASM22591v1_genomic	krakentaxid3022062HumGut_22062_1	1	1915322	1934990	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3022062|HumGut_22062_1 NC_016010.1 Xanthomonas axonopodis pv. citrumelo F1, complete sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas perforans	s__Xanthomonas perforans	Xanthomonas perforans	0.36231884057971	100	3552	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas euvesicatoria	HQ	krakentaxid3022062HumGut_22062_1.region001.gbk_region_1	Uncharacterised
GCF_000225915.1_ASM22591v1_genomic	krakentaxid3022062HumGut_22062_1	2	2930675	2954721	FALSE	xanthan				kraken:taxid|3022062|HumGut_22062_1 NC_016010.1 Xanthomonas axonopodis pv. citrumelo F1, complete sequence	Wzx/Wzy	3	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas perforans	s__Xanthomonas perforans	Xanthomonas perforans	0.36231884057971	100	3552	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas euvesicatoria	HQ	krakentaxid3022062HumGut_22062_1.region002.gbk_region_1	xanthan
GCF_000225915.1_ASM22591v1_genomic	krakentaxid3022062HumGut_22062_1	3	3956983	3978230	FALSE	cellulose-type-1				kraken:taxid|3022062|HumGut_22062_1 NC_016010.1 Xanthomonas axonopodis pv. citrumelo F1, complete sequence	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas perforans	s__Xanthomonas perforans	Xanthomonas perforans	0.36231884057971	100	3552	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas euvesicatoria	HQ	krakentaxid3022062HumGut_22062_1.region003.gbk_region_1	cellulose-type-1
GUT_GENOME104365	krakentaxid3009397HumGut_9397_37	1	0	16097	TRUE	pel-positive				kraken:taxid|3009397|HumGut_9397_37 GUT_GENOME104365_37	Synthase	2	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	s__Eubacterium_F sp900539115	uncultured Roseburia sp.	0.06	96.31	1160	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp900539115	HQ	krakentaxid3009397HumGut_9397_37.region001.gbk_region_1	pel-positive
GCF_002993395.1_ASM299339v1_genomic	krakentaxid3030520HumGut_30520_186	1	0	18862	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3030520|HumGut_30520_186 NZ_PVNW01000256.1 Lactobacillus pentosus strain IG7 NODE_325_length_23258_cov_142.399261, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus	s__Lactiplantibacillus pentosus	Lactobacillus pentosus	2.31481481481482	99.3827160493827	5143	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus pentosus	HQ	krakentaxid3030520HumGut_30520_186.region001.gbk_region_1	Uncharacterised
GCF_015560245.1_ASM1556024v1_genomic	krakentaxid3013873HumGut_13873_5	1	108598	132821	FALSE	lactobacillus_eps				kraken:taxid|3013873|HumGut_13873_5 NZ_JADMRL010000003.1 Streptococcus rubneri strain 1001713B170207_170306_C3 NODE_3_length_242826_cov_70.5446, whole genome shotgun sequence	Wzx/Wzy	3	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus rubneri	s__Streptococcus rubneri	Streptococcus rubneri	0.819209039548023	100	1863	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus rubneri	HQ	krakentaxid3013873HumGut_13873_5.region001.gbk_region_1	lactobacillus_eps
GCF_009496285.1_ASM949628v1_genomic	krakentaxid3016335HumGut_16335_3	1	10772	38964	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3016335|HumGut_16335_3 NZ_WIJK01000012.1 Streptococcus mitis strain SM16 NODE_12_length_63788_cov_22.166978, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0	99.9576271186441	2311	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_BP	HQ	krakentaxid3016335HumGut_16335_3.region001.gbk_region_1	Uncharacterised
GUT_GENOME217105	krakentaxid3003354HumGut_3354_49	1	5233	25345	TRUE	putative_wzy_dependent				kraken:taxid|3003354|HumGut_3354_49 GUT_GENOME217105_49	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	s__CAG-279 sp000437795	Prevotella sp. CAG:279	1.15	95.85	214	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp000437795	HQ	krakentaxid3003354HumGut_3354_49.region001.gbk_region_1	Uncharacterised
GUT_GENOME089800	krakentaxid3011974HumGut_11974_47	1	0	30271	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3011974|HumGut_11974_47 GUT_GENOME089800_47	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	s__Eubacterium_R sp003526845	Ruminococcaceae bacterium	1.5	93.4	1543	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp003526845	HQ	krakentaxid3011974HumGut_11974_47.region001.gbk_region_1	Uncharacterised
GUT_GENOME089800	krakentaxid3011974HumGut_11974_247	1	0	10886	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3011974|HumGut_11974_247 GUT_GENOME089800_247	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	s__Eubacterium_R sp003526845	Ruminococcaceae bacterium	1.5	93.4	1543	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp003526845	HQ	krakentaxid3011974HumGut_11974_247.region001.gbk_region_1	Uncharacterised
GCF_900626285.1_PRJEB27980_genomic	krakentaxid3008922HumGut_8922_2	1	35303	65911	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3008922|HumGut_8922_2 NZ_LR131148.1 Intestinimonas massiliensis strain Marseille-P3064, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor massiliensis_A	s__Flavonifractor massiliensis_A	Intestinimonas massiliensis	0	99.1051454138703	1070	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor massiliensis_A	HQ	krakentaxid3008922HumGut_8922_2.region001.gbk_region_1	Uncharacterised
GUT_GENOME051232	krakentaxid3011634HumGut_11634_2	1	12351	41778	TRUE	putative_wzy_dependent				kraken:taxid|3011634|HumGut_11634_2 GUT_GENOME051232_2	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp002161565	s__Phocaeicola sp002161565	Bacteroides sp. An51A	2.24	93.12	1495	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola caecigallinarum	HQ	krakentaxid3011634HumGut_11634_2.region001.gbk_region_1	Uncharacterised
GUT_GENOME051232	krakentaxid3011634HumGut_11634_55	1	0	16175	TRUE	putative_wzy_dependent				kraken:taxid|3011634|HumGut_11634_55 GUT_GENOME051232_55	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp002161565	s__Phocaeicola sp002161565	Bacteroides sp. An51A	2.24	93.12	1495	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola caecigallinarum	HQ	krakentaxid3011634HumGut_11634_55.region001.gbk_region_1	Uncharacterised
GUT_GENOME000615	krakentaxid3013432HumGut_13432_2	1	604507	643601	FALSE	putative_ABC_dependent_NO_OPX				kraken:taxid|3013432|HumGut_13432_2 GUT_GENOME000615_2	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus	s__Monoglobus pectinilyticus	Monoglobus pectinilyticus	0.34	97.76	1770	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__Monoglobus	s__Monoglobus pectinilyticus	HQ	krakentaxid3013432HumGut_13432_2.region001.gbk_region_1	Uncharacterised
GUT_GENOME142496	krakentaxid3010872HumGut_10872_6	1	118301	150006	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3010872|HumGut_10872_6 GUT_GENOME142496_6	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea faecis	s__Dorea faecis	Merdimonas faecis	1.46	98.54	1384	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdimonas	s__Merdimonas faecis	HQ	krakentaxid3010872HumGut_10872_6.region001.gbk_region_1	Uncharacterised
GUT_GENOME142496	krakentaxid3010872HumGut_10872_37	1	4042	38628	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3010872|HumGut_10872_37 GUT_GENOME142496_37	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea faecis	s__Dorea faecis	Merdimonas faecis	1.46	98.54	1384	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdimonas	s__Merdimonas faecis	HQ	krakentaxid3010872HumGut_10872_37.region001.gbk_region_1	Uncharacterised
GUT_GENOME140602	krakentaxid3021478HumGut_21478_39	1	0	25391	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3021478|HumGut_21478_39 GUT_GENOME140602_39	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus vaginalis_B	s__Anaerococcus vaginalis_B	Anaerococcus vaginalis	0	96.24	3407	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus vaginalis_B	HQ	krakentaxid3021478HumGut_21478_39.region001.gbk_region_1	Uncharacterised
GUT_GENOME219141	krakentaxid3011160HumGut_11160_23	1	37348	51556	TRUE	cellulose-like				kraken:taxid|3011160|HumGut_11160_23 GUT_GENOME219141_23	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900538905	s__Duodenibacillus sp900538905	uncultured Sutterella sp.	0.83	95.75	1427	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duodenibacillus	s__Duodenibacillus intestinavium	HQ	krakentaxid3011160HumGut_11160_23.region001.gbk_region_1	cellulose-like
GUT_GENOME084352	krakentaxid3004279HumGut_4279_503	1	0	17314	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3004279|HumGut_4279_503 GUT_GENOME084352_503	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595	s__Gemmiger sp900540595	uncultured Ruminococcaceae bacterium	0.91	96.6	301	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900540595	HQ	krakentaxid3004279HumGut_4279_503.region001.gbk_region_1	Uncharacterised
GUT_GENOME084352	krakentaxid3004279HumGut_4279_521	1	20670	38284	TRUE	pel-positive				kraken:taxid|3004279|HumGut_4279_521 GUT_GENOME084352_521	Synthase	2	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595	s__Gemmiger sp900540595	uncultured Ruminococcaceae bacterium	0.91	96.6	301	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900540595	HQ	krakentaxid3004279HumGut_4279_521.region001.gbk_region_1	pel-positive
GCF_002959895.1_ASM295989v1_genomic	krakentaxid3013535HumGut_13535_1	1	59676	99091	FALSE	putative_wzy_dependent				kraken:taxid|3013535|HumGut_13535_1 NZ_PPDD01000010.1 Veillonella infantium strain T11011-4 Contig_10_len_235046, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella infantium	s__Veillonella infantium	Veillonella infantium	0	100	1792	HumGut	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella infantium	HQ	krakentaxid3013535HumGut_13535_1.region001.gbk_region_1	Uncharacterised
GCF_004134775.1_ASM413477v1_genomic	krakentaxid3018405HumGut_18405_2	1	924639	974279	FALSE	putative_ABC_dependent_NO_OPX				kraken:taxid|3018405|HumGut_18405_2 NZ_SDOZ01000002.1 Candidatus Borkfalkia ceftriaxoniphila strain HDS1380 MM4TEC2__C2_L_1925355_, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia ceftriaxoniphila	s__Borkfalkia ceftriaxoniphila	Candidatus Borkfalki ceftriaxensis	2.44536940686785	94.758064516129	2717	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia ceftriaxoniphila	HQ	krakentaxid3018405HumGut_18405_2.region001.gbk_region_1	Uncharacterised
GCF_005281345.1_ASM528134v1_genomic	krakentaxid3023065HumGut_23065_12	1	270041	285866	FALSE	PNAG-pga				kraken:taxid|3023065|HumGut_23065_12 NZ_SZXJ01000044.1 Citrobacter sp. wls619 contig2, whole genome shotgun sequence	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp005281345	s__Citrobacter sp005281345	Citrobacter sp. wls619	0.630255574452003	99.2228835978836	3784	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter sp005281345	HQ	krakentaxid3023065HumGut_23065_12.region001.gbk_region_1	PNAG-pga
GCF_005281345.1_ASM528134v1_genomic	krakentaxid3023065HumGut_23065_81	1	66671	97250	FALSE	colanic				kraken:taxid|3023065|HumGut_23065_81 NZ_SZXJ01000038.1 Citrobacter sp. wls619 contig299, whole genome shotgun sequence	Wzx/Wzy	3	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp005281345	s__Citrobacter sp005281345	Citrobacter sp. wls619	0.630255574452003	99.2228835978836	3784	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter sp005281345	HQ	krakentaxid3023065HumGut_23065_81.region001.gbk_region_1	colanic
GCF_005281345.1_ASM528134v1_genomic	krakentaxid3023065HumGut_23065_103	1	46188	67872	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3023065|HumGut_23065_103 NZ_SZXJ01000064.1 Citrobacter sp. wls619 contig49, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp005281345	s__Citrobacter sp005281345	Citrobacter sp. wls619	0.630255574452003	99.2228835978836	3784	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter sp005281345	HQ	krakentaxid3023065HumGut_23065_103.region001.gbk_region_1	Uncharacterised
GCF_005281345.1_ASM528134v1_genomic	krakentaxid3023065HumGut_23065_111	1	31690	55867	FALSE	putative_wzy_dependent				kraken:taxid|3023065|HumGut_23065_111 NZ_SZXJ01000083.1 Citrobacter sp. wls619 contig56, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp005281345	s__Citrobacter sp005281345	Citrobacter sp. wls619	0.630255574452003	99.2228835978836	3784	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter sp005281345	HQ	krakentaxid3023065HumGut_23065_111.region001.gbk_region_1	Uncharacterised
GCF_002549775.1_ASM254977v1_genomic	krakentaxid3001678HumGut_1678_3	1	29937	81372	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3001678|HumGut_1678_3 NZ_NMTR01000009.1 Faecalibacterium prausnitzii strain CNCM I 4541 NODE_12_length_90774_cov_56.1215_ID_5951, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	s__Faecalibacterium prausnitzii_F	Faecalibacterium prausnitzii	1.94869614512472	99.3197278911565	104	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_F	HQ	krakentaxid3001678HumGut_1678_3.region001.gbk_region_1	Uncharacterised
GUT_GENOME254197	krakentaxid3027468HumGut_27468_1	1	35141	71687	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3027468|HumGut_27468_1 GUT_GENOME254197_1	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	g__CAG-873	Bacteroidales bacterium M2	0.94	97.55	4654	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp902491515	HQ	krakentaxid3027468HumGut_27468_1.region001.gbk_region_1	Uncharacterised
GUT_GENOME254197	krakentaxid3027468HumGut_27468_8	1	18148	51601	TRUE	putative_wzy_dependent				kraken:taxid|3027468|HumGut_27468_8 GUT_GENOME254197_8	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	g__CAG-873	Bacteroidales bacterium M2	0.94	97.55	4654	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp902491515	HQ	krakentaxid3027468HumGut_27468_8.region001.gbk_region_1	Uncharacterised
GUT_GENOME143137	krakentaxid3016966HumGut_16966_18	1	0	22567	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3016966|HumGut_16966_18 GUT_GENOME143137_18	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__CHH4-2 sp002899675	s__CHH4-2 sp002899675	Clostridium sp. chh4-2	0.95	99.37	2418	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__CHH4-2 sp002899675	HQ	krakentaxid3016966HumGut_16966_18.region001.gbk_region_1	Uncharacterised
GUT_GENOME143137	krakentaxid3016966HumGut_16966_34	1	0	28758	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3016966|HumGut_16966_34 GUT_GENOME143137_34	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__CHH4-2 sp002899675	s__CHH4-2 sp002899675	Clostridium sp. chh4-2	0.95	99.37	2418	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__CHH4-2 sp002899675	HQ	krakentaxid3016966HumGut_16966_34.region001.gbk_region_1	Uncharacterised
