user_genome	classification
OceanDNA-b31957	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteraurantiacibacter;s__
OceanDNA-b31959	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteraurantiacibacter;s__
OceanDNA-b31968	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteraurantiacibacter;s__Alteraurantiacibacter sp002341345
OceanDNA-b31973	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B sp937881525
OceanDNA-b31979	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
OceanDNA-b31981	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
OceanDNA-b31992	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
OceanDNA-b32000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium indicum
OceanDNA-b32019	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JACKKV01;s__JACKKV01 sp030830695
OceanDNA-b32036	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
OceanDNA-b32047	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__
OceanDNA-b32052	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__
OceanDNA-b32059	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium abikonense
OceanDNA-b32135	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
OceanDNA-b32152	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__
OceanDNA-b32153	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis
OceanDNA-b3219	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__UBA4592;s__UBA4592 sp002365735
OceanDNA-b32197	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
OceanDNA-b32215	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
OceanDNA-b32230	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
OceanDNA-b32237	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
OceanDNA-b32257	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
OceanDNA-b32271	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
OceanDNA-b32282	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
OceanDNA-b32296	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__GCA-002727615;s__
OceanDNA-b32330	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp015660425
OceanDNA-b32385	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__MarineAlpha9-Bin2;s__MarineAlpha9-Bin2 sp002937675
OceanDNA-b3242	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__UBA4592;s__UBA4592 sp002390705
OceanDNA-b32469	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2715505;s__
OceanDNA-b32565	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__TMED13;s__TMED13 sp002167825
OceanDNA-b3257	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__UBA4592;s__UBA4592 sp002469525
OceanDNA-b32592	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__TMED26;s__TMED26 sp003280605
OceanDNA-b32602	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__Thalassobaculum_A;s__
OceanDNA-b32609	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__SMXQ01;f__SMXQ01;g__SMXQ01;s__SMXQ01 sp018666775
OceanDNA-b32630	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__;s__
OceanDNA-b32647	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CAJWJK01;f__CAJWJK01;g__CAJWJK01;s__CAJWJK01 sp913041535
OceanDNA-b32661	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__JABILA01;s__JABILA01 sp018654745
OceanDNA-b32679	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__SHVP01;f__SHVP01;g__CALJDF01;s__
OceanDNA-b32684	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__SHVV01;f__SHVV01;g__;s__
OceanDNA-b32692	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966;s__
OceanDNA-b32697	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966;s__
OceanDNA-b32699	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966;s__UBA2966 sp002348365
OceanDNA-b32702	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__JABSOH01;f__JABSOH01;g__JABSOH01;s__JABSOH01 sp013216065
OceanDNA-b32703	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6184;f__UBA6184;g__UBA6184;s__
OceanDNA-b32705	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABJAG01;s__JABJAG01 sp018666195
OceanDNA-b32706	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABJAG01;s__JABJAG01 sp943787445
OceanDNA-b32717	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABJAG01;s__JABJAG01 sp943787745
OceanDNA-b32753	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615 sp022449545
OceanDNA-b32775	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079;s__UBA8079 sp018667335
OceanDNA-b32783	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079;s__
OceanDNA-b32791	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7879;f__UBA7879;g__;s__
OceanDNA-b32834	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__GCA-2712985;s__GCA-2712985 sp913044255
OceanDNA-b32846	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__GCA-2712985;s__GCA-2712985 sp002937585
OceanDNA-b32854	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__;s__
OceanDNA-b32858	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__;s__
OceanDNA-b32860	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__;s__
OceanDNA-b32869	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985;s__UBA7985 sp905479265
OceanDNA-b32881	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985;s__UBA7985 sp002705565
OceanDNA-b32895	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__JAAXGF01;f__JAAXGF01;g__;s__
OceanDNA-b32900	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__
OceanDNA-b32909	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__GCA-2728135;s__GCA-2728135 sp002714015
OceanDNA-b3291	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__UBA10799;g__UBA10799;s__
OceanDNA-b32911	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__
OceanDNA-b32934	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__
OceanDNA-b32958	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__PTKB01 sp002937555
OceanDNA-b32962	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__UBA828;s__UBA828 sp002296185
OceanDNA-b32981	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__Pacificispira;s__
OceanDNA-b32985	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__Pacificispira;s__Pacificispira sp017792345
OceanDNA-b33037	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__JABJJH01;s__JABJJH01 sp028822585
OceanDNA-b33055	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__GCA-2717185;s__
OceanDNA-b33058	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__GCA-2717185;s__GCA-2717185 sp002717185
OceanDNA-b33067	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__GCA-002724395;s__GCA-002724395 sp002715005
OceanDNA-b33070	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__GCA-002724395;s__GCA-002724395 sp002724395
OceanDNA-b33101	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002434595
OceanDNA-b33104	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002716125
OceanDNA-b33110	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__
OceanDNA-b33122	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002711555
OceanDNA-b33132	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002718015
OceanDNA-b33133	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002722095
OceanDNA-b33138	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8558;f__UBA8558;g__UBA8558;s__
OceanDNA-b3315	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp029937575
OceanDNA-b3318	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
OceanDNA-b33190	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8558;f__UBA8558;g__UBA8558;s__UBA8558 sp002712065
OceanDNA-b33194	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__GCA-2725445;s__GCA-2725445 sp002725445
OceanDNA-b33212	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACKNK01;f__JACKNK01;g__;s__
OceanDNA-b33227	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACKNK01;f__JACKNK01;g__;s__
OceanDNA-b3323	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
OceanDNA-b33243	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__XN24;f__XN24;g__XN24;s__
OceanDNA-b33246	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Berkiellales;f__Berkiellaceae;g__GCA-2708265;s__GCA-2708265 sp002708265
OceanDNA-b33250	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__JABJGS01;s__JABJGS01 sp018703155
OceanDNA-b33272	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter_A;s__
OceanDNA-b33280	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RFTU01;s__RFTU01 sp009923315
OceanDNA-b33286	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax temperans
OceanDNA-b33288	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium commune
OceanDNA-b33299	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus gilardii
OceanDNA-b33303	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense
OceanDNA-b33304	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
OceanDNA-b33307	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__
OceanDNA-b33310	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga sp025699295
OceanDNA-b33315	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga sp002840835
OceanDNA-b33317	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp003500955
OceanDNA-b33318	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__
OceanDNA-b33319	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp902506325
OceanDNA-b3332	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp030518195
OceanDNA-b33321	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__
OceanDNA-b33331	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp001601825
OceanDNA-b3337	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides salarius
OceanDNA-b33378	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans parapertussis_B
OceanDNA-b3338	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
OceanDNA-b33381	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp937891045
OceanDNA-b33386	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__Limnohabitans_A sp937889215
OceanDNA-b33388	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__
OceanDNA-b33392	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__
OceanDNA-b33393	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__
OceanDNA-b33431	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RFXW01;s__RFXW01 sp023262365
OceanDNA-b33515	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
OceanDNA-b33520	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
OceanDNA-b33525	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
OceanDNA-b33530	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Zwartia;s__
OceanDNA-b33543	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Algicoccus;s__Algicoccus sp937888805
OceanDNA-b33555	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Algicoccus;s__Algicoccus sp017857895
OceanDNA-b33557	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA2463;s__
OceanDNA-b33568	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA2463;s__UBA2463 sp030834045
OceanDNA-b33570	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA3064;s__UBA3064 sp002342365
OceanDNA-b33650	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp016778465
OceanDNA-b33661	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__
OceanDNA-b33708	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp018607785
OceanDNA-b33859	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp018657165
OceanDNA-b33886	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp013205275
OceanDNA-b33894	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__
OceanDNA-b33972	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp000168995
OceanDNA-b3405	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp002698575
OceanDNA-b34070	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp002384685
OceanDNA-b34123	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rugosibacter;s__Rugosibacter sp002422995
OceanDNA-b34126	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__
OceanDNA-b34143	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3031;g__GCA-2704665;s__GCA-2704665 sp002704665
OceanDNA-b34154	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3031;g__UBA3031;s__UBA3031 sp913057845
OceanDNA-b34187	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3031;g__UBA3031;s__UBA3031 sp002367635
OceanDNA-b34207	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3031;g__UBA3031;s__UBA3031 sp905478365
OceanDNA-b34219	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__UBA5216;s__
OceanDNA-b34230	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__JAAGZL01;s__
OceanDNA-b34234	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__JAAGZL01;s__
OceanDNA-b34236	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__JABDQZ01;s__
OceanDNA-b3424	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UphvI-Ar2;s__
OceanDNA-b34244	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__;g__;s__
OceanDNA-b34246	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__;s__
OceanDNA-b34249	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__JAHZIV01;s__
OceanDNA-b34254	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__GCA-2732805;s__
OceanDNA-b34258	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__UBA9148;s__UBA9148 sp003450655
OceanDNA-b34262	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__DSM-103792;g__Permianibacter;s__
OceanDNA-b34271	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraneptunicella;s__
OceanDNA-b34299	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__JABSOG01;s__JABSOG01 sp013216025
OceanDNA-b34305	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas lipotrueae
OceanDNA-b3434	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__;s__
OceanDNA-b3454	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAILMK01;f__JAAYUY01;g__JABINZ01;s__JABINZ01 sp018698135
OceanDNA-b3455	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__JANQTF01;s__
OceanDNA-b3461	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAILMK01;f__JACPUW01;g__JACPUW01;s__
OceanDNA-b34610	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas confluentis
OceanDNA-b34615	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Arsukibacterium;s__Arsukibacterium perlucidum
OceanDNA-b3464	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JABHKC01;g__JABHKC01;s__JABHKC01 sp018692315
OceanDNA-b34640	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__JALJPB01;s__JALJPB01 sp022969175
OceanDNA-b34653	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia sp013214175
OceanDNA-b34663	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__
OceanDNA-b34666	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__
OceanDNA-b34669	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia sp013215465
OceanDNA-b3470	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A
OceanDNA-b34721	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__
OceanDNA-b34724	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia_A;s__Colwellia_A sp013215385
OceanDNA-b34729	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__JABSOX01;s__JABSOX01 sp013215655
OceanDNA-b3473	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315;s__GCA-002708315 sp937912115
OceanDNA-b34753	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515
OceanDNA-b34767	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__JABSOI01;s__JABSOI01 sp013216015
OceanDNA-b3477	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315;s__
OceanDNA-b34784	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Opacimonas;s__
