accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	domain	phylum	class	order	family	genus	species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000420765.1	0	99.99	0.01	Specific	99.57	0.43	349	c__Alphaproteobacteria (UID3305)	230	0	2415078	92.3993558652949	11	1685523	64.4870432740224	2613739	RS_GCF_000420765.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus limnophila	type strain of species	LPSN	t	3	3	621794	621794	437350	1	2765	NZ_ATVO01000004.1	437350	1	110	NZ_ATVO01000004.1	2765	5107	0	100	ATVO01000004.87900.90675	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;Sandarakinorhabdus limnophila DSM 17366	237612	237612	t	f	f	422408	422408	Contig	ASM42076v1	na	PRJNA224116	SAMN02441589	11	422408	Germany	2013-07-09	GCA_000420765.1	none	full	na	none	47.9138 N 11.3117 E	0	0	Sandarakinorhabdus limnophila DSM 17366	2501	representative genome	3	none	none	none	none	none	2013/07/09	0	210512	1	DSM 17366	DOE Joint Genome Institute	1123240	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sandarakinorhabdus;s__Sandarakinorhabdus limnophila	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sandarakinorhabdus;s__Sandarakinorhabdus limnophila;x__Sandarakinorhabdus limnophila DSM 17366	0	2613739	11	44	assembly from type material	2613739	0	ATVO00000000.1	2535	11	437350	1	1346	2486	0	100	4343297	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__limnophila	1484	NZ_ATVO01000004.1	1468	2712	0	100	ATVO01000004.91274.92741	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;Sandarakinorhabdus limnophila DSM 17366	0	19	44	0
RS_GCF_011761305.1	0	99.97	0.04	General	98.64	1.36	337	c__Alphaproteobacteria (UID3305)	221	0	2955884	90.4648287344221	17	2110707	64.5981869598218	3267440	RS_GCF_011761305.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_I	Sphingomonas_I vulcanisoli	type strain of species	LPSN	f	3	3	803257	803257	516614	1	2772	NZ_JAAOZC010000002.1	516614	1	110	NZ_JAAOZC010000002.1	2788	4231	0	94.225	LMIV01000003.905.3714	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. Root241	192202	192202	t	f	f	423091	423091	Contig	ASM1176130v1	na	PRJNA224116	SAMN12025103	17	423091	none	2020-03-27	GCA_011761305.1	none	full	na	none	none	0	0	Sphingomonas vulcanisoli	none	representative genome	3	none	none	none	none	none	2020/03/27	0	1658060	1	CECT 8804	DOE Joint Genome Institute	1658060	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas vulcanisoli	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas vulcanisoli	0	3267440	11	45	assembly from type material	3267440	0	JAAOZC000000000.1	3181	17	516614	1	none	none	none	none	none	none	1486	NZ_JAAOZC010000002.1	1440	2649	0	99.861	KP859572.1.1440	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;Sphingomonas vulcanisoli	0	19	45	0
RS_GCF_038594725.1	0	100	0.2	Specific	99.48	0	569	o__Sphingomonadales (UID3310)	293	0	2889656	91.753490937391	4	2038920	64.7405877177301	3149369	RS_GCF_038594725.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania	Alteriqipengyuania sp002377695	not type material	none	f	2	2	1569009	1569009	1569009	1	2768	NZ_JBCFZR010000002.1	1569009	1	108	NZ_JBCFZR010000002.1	2766	5020	0	99.422	AEUE01000008.157592.160379	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium;Citromicrobium sp. JLT1363	787342	787342	t	f	f	636082	636082	Contig	ASM3859472v1	na	PRJNA224116	SAMN40962391	4	636082	none	2024-04-28	GCA_038594725.1	none	full	na	none	none	0	1	Citromicrobium bathyomarinum	none	na	3	none	none	none	none	none	2024/04/28	0	72174	1	JL1455	Shenzhen University	72174	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium bathyomarinum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium bathyomarinum	0	3149369	11	44	na	3149369	0	JBCFZR000000000.1	3037	4	1569009	1	none	none	none	none	none	none	1484	NZ_JBCFZR010000002.1	1467	2699	0	99.864	AEUE01000008.155488.156954	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Alteriqipengyuania;Citromicrobium sp. JLT1363	0	19	44	0
RS_GCF_037725245.1	0	99.99	0.11	Specific	99.59	0.57	569	o__Sphingomonadales (UID3310)	293	0	3074734	89.7236127748297	42	2178027	63.5568641583708	3426895	RS_GCF_037725245.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp037725245	not type material	none	f	5	5	513613	513613	5876	1	2772	NZ_JBBJUL010000023.1	5876	1	110	NZ_JBBJUL010000023.1	2779	4782	0	97.733	JEMV01000055.156.2965	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. Ant17	81592	81592	t	f	f	316206	316206	Contig	ASM3772524v1	na	PRJNA224116	SAMN40504882	42	316206	none	2024-03-27	GCA_037725245.1	none	full	na	none	none	0	0	Sphingobium sp. AN641	none	na	3	none	none	none	none	none	2024/03/27	0	3133443	1	AN641	Hankyong National University	3133443	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;x__unclassified Sphingobium;s__Sphingobium sp. AN641	0	3426895	11	43	na	3426895	0	JBBJUL000000000.1	3225	42	5876	1	none	none	none	none	none	none	1486	NZ_JBBJUL010000023.1	1473	2545	0	97.895	FPLS01059414.21.1493	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;metagenome	0	19	44	0
RS_GCF_021513175.1	0	100	0.13	Specific	99.44	1.71	569	o__Sphingomonadales (UID3310)	293	0	3427396	90.243790696511	1	2513293	66.1753376181236	3797930	RS_GCF_021513175.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp021513175	not type material	none	f	1	1	3797930	3797930	3797930	3	2773	NZ_CP090953.1	3797930	3	110	NZ_CP090953.1	2780	4521	0	96.115	CP024923.2329107.2331916	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. Cra20	3797930	3797930	t	f	f	3797930	3797930	Complete Genome	ASM2151317v1	na	PRJNA224116	SAMN24667577	none	none	China	2022-01-19	GCA_021513175.1	none	full	na	Mount Everst	28.02 N 86.56 E	1	0	Sphingomonas sp. S2-65	none	na	9	1	1	3797930	3797930	3797930	2022/01/19	0	2903960	3	S2-65	Chinese Academy of Sciences	2903960	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. S2-65	0	3797930	11	53	na	3797930	0	na	3558	1	3797930	3	none	none	none	none	none	none	1484	NZ_CP090953.1	1442	2558	0	98.682	FJ754464.1.1442	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas xinjiangensis	0	19	53	0
RS_GCF_011320115.1	0	99.99	0.4	Specific	99.52	0.61	569	o__Sphingomonadales (UID3310)	293	50	2993639	90.9087292621718	42	2184232	66.3292252451856	3293016	RS_GCF_011320115.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium segetis	type strain of species	LPSN	f	6	6	362446	362446	276514	1	2770	NZ_JAANOZ010000004.1	276514	1	110	NZ_JAANOZ010000004.1	2774	4652	0	96.972	LMHH01000002.261355.264157	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Altererythrobacter sp. Root672	78405	78405	t	f	f	230821	230821	Contig	ASM1132011v1	na	PRJNA224116	SAMN14239001	42	230821	South Korea: Shinnan; Bigeum island	2020-03-16	GCA_011320115.1	none	full	na	soil from farming field	none	0	0	Altererythrobacter segetis	none	representative genome	3	none	none	none	none	none	2020/03/16	0	1104773	1	YJ20	Institute of Microbial Ecology and Resources	1104773	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter segetis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter segetis	0	3293016	11	46	assembly from type material	3293016	0	JAANOZ000000000.1	3274	42	276514	1	none	none	none	none	none	none	1488	NZ_JAANOZ010000004.1	1439	2645	0	99.861	JN848799.1.1446	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceibacterium;Altererythrobacter sp. YJ20	0	19	46	0
RS_GCF_017498565.1	0	100	0.79	Specific	98.96	0.34	569	o__Sphingomonadales (UID3310)	293	0	3434406	90.9065546624203	1	1992999	52.753423018609	3777952	RS_GCF_017498565.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingorhabdus	Parasphingorhabdus cellanae	type strain of species	LPSN	f	1	1	3777952	3777952	3777952	1	2775	NZ_CP071794.1	3777952	1	110	NZ_CP071794.1	2775	5038	0	99.459	LT703001.2657853.2660649	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;Sphingorhabdus sp. Alg231-15	3777952	3777952	t	f	f	3777952	3777952	Complete Genome	ASM1749856v1	na	PRJNA224116	SAMN17674235	none	none	South Korea	2021-03-21	GCA_017498565.1	none	full	na	gut	34.922500 N 128.522639 E	1	0	Parasphingorhabdus cellanae	none	representative genome	3	1	1	3777952	3777952	3777952	2021/03/21	0	2806553	1	JHSY0214	Kyung Hee University	2806553	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__Parasphingorhabdus cellanae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__Parasphingorhabdus cellanae	0	3777952	11	41	assembly from type material	3777952	0	na	3610	1	3777952	1	none	none	none	none	none	none	1484	NZ_CP071794.1	1469	2700	0	99.864	LT703001.2655621.2657089	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingorhabdus;Sphingorhabdus sp. Alg231-15	0	19	41	0
GB_GCA_001556995.1	0	100	2.57	Specific	98.68	1.82	569	o__Sphingomonadales (UID3310)	293	66.67	3394759	90.981791361664	168	2381290	63.8201503999597	3731251	GB_GCA_001556995.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp001556995	not type material	none	f	17	17	215747	215747	122300	1	2766	LSKF01000026.1	122300	1	110	LSKF01000026.1	2766	5108	0	100	LSKF01000026.26617.29405	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacteraceae bacterium CCH12-C2	22209	22209	t	f	f	68844	68844	Contig	ASM155699v1	na	PRJNA299404	SAMN04299482	168	68844	USA: Ohio	2016-02-10	GCA_001556995.1	none	full	na	hospital shower hose biofilm	40.10720842 N 82.18359231 W	0	none	Erythrobacteraceae bacterium CCH12-C2	none	na	none	none	none	none	none	none	2016/02/10	0	1768805	none	CCH12-C2	U.S. Environmental Protection Agency	1768805	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__unclassified Erythrobacteraceae;s__Erythrobacteraceae bacterium CCH12-C2	0	3731251	none	none	na	3731251	0	LSKF00000000.1	3658	168	122300	1	none	none	none	none	none	none	1482	LSKF01000026.1	1482	2671	0	99.19	CP016033.196402.197892	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Porphyrobacter neustonensis	0	19	46	0
RS_GCF_036663815.1	0	100	1.81	Specific	99.64	2.41	569	o__Sphingomonadales (UID3310)	293	7.69	4255455	89.6043344067859	109	3143348	66.1878423257134	4749162	RS_GCF_036663815.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp036663815	not type material	none	f	3	3	1150647	1150647	5508	1	2773	NZ_JAXOJQ010000023.1	5508	1	110	NZ_JAXOJQ010000023.1	2773	4933	0	98.81	AHIS01000152.456.3235	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. PAMC 26605	43570	44803	t	f	f	892377	892377	Scaffold	ASM3666381v1	na	PRJNA224116	SAMN38289434	109	892377	none	2024-02-16	GCA_036663815.1	none	full	na	none	none	0	0	Sphingomonas sp. RB3P16	none	na	3	106	3	892377	253756	79411	2024/02/16	3	3096163	1	RB3P16	The Institute of Microbiology of the Chinese Academy of Sciences	3096163	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. RB3P16	30	4749162	11	49	na	4749132	0	JAXOJQ000000000.1	4492	106	5508	1	none	none	none	none	none	none	1482	NZ_JAXOJQ010000023.1	1477	2712	0	99.797	GQ253122.1.1477	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas glacialis	30	19	48	0
RS_GCF_014203955.1	0	100	0.06	Specific	99.66	0.17	569	o__Sphingomonadales (UID3310)	293	0	3750368	89.1426789429048	1	2760562	65.6159321079914	4207152	RS_GCF_014203955.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium lignivorans	type strain of species	LPSN	f	1	1	4207152	4207152	4207152	2	2777	NZ_JACHKA010000001.1	4207152	2	110	NZ_JACHKA010000001.1	2618	4800	0	99.771	AP012222.2195673.2198299	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. SYK-6	4207152	4207152	t	f	f	4207152	4207152	Contig	ASM1420395v1	na	PRJNA224116	SAMN14915972	1	4207152	USA: Calhoun; Tennessee	2020-08-14	GCA_014203955.1	none	full	na	none	none	0	0	Sphingobium lignivorans	none	representative genome	6	none	none	none	none	none	2020/08/14	0	2735886	2	B1D3A	DOE Joint Genome Institute	2735886	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium lignivorans	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium lignivorans	0	4207152	11	49	assembly from type material	4207152	0	JACHKA000000000.1	3918	1	4207152	2	none	none	none	none	none	none	1484	NZ_JACHKA010000001.1	1484	2741	0	100	AP012222.3935431.3936930	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. SYK-6	0	19	49	0
RS_GCF_001542855.1	0	99.99	0.24	Specific	99.14	0.97	569	o__Sphingomonadales (UID3310)	293	0	3119373	91.6895520212057	20	2146995	63.1078776862429	3402103	RS_GCF_001542855.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	Qipengyuania sp001542855	not type material	none	f	3	3	882963	882963	623206	1	2772	NZ_LNBY01000017.1	623206	1	110	NZ_LNBY01000017.1	2772	5120	0	100	LNBY01000017.126547.129347	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. AP23	170105	170105	t	f	f	488843	488843	Contig	ASM154285v1	na	PRJNA224116	SAMN04241768	20	488843	none	2016-01-29	GCA_001542855.1	none	full	na	seawater	none	0	0	Erythrobacter sp. AP23	3213	na	3	none	none	none	none	none	2016/01/29	0	499656	1	AP23	Xiamen University	499656	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp. AP23	0	3402103	11	44	na	3402103	0	LNBY00000000.1	3248	20	623206	1	1479	2682	0	99.391	513653	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__citreus	1483	NZ_LNBY01000017.1	1478	2669	0	99.256	DQ395634.1.1480	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;uncultured organism	0	19	45	0
RS_GCF_001421765.1	12	99.98	0.11	Specific	99.59	0.05	569	o__Sphingomonadales (UID3310)	293	0	3562872	90.2842497611043	14	2639991	66.8983706390159	3946283	RS_GCF_001421765.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp001421765	not type material	none	f	3	3	1131958	1131958	377269	1	2769	NZ_LMLA01000008.1	618162	1	107	NZ_LMLA01000007.1	2769	5114	0	100	LMKY01000008.325.3122	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. Leaf29	281877	281877	t	f	f	377269	377269	Contig	Leaf32	na	PRJNA224116	SAMN04151594	14	377269	Switzerland: Zurich	2015-11-02	GCA_001421765.1	none	full	na	leaf	47.4816806 N 8.21754722 E	0	0	Sphingomonas sp. Leaf32	3564	na	3	none	none	none	none	none	2015/11/02	0	1736214	1	Leaf32	Max Planck Institute for Plant Breeding Research	1736214	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. Leaf32	0	3946283	11	50	na	3946283	0	LMLA00000000.1	3612	14	377269	1	1439	2619	0	99.514	359278	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	1484	NZ_LMLA01000008.1	1487	2676	0	99.193	LQQO01000036.4019.5515	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hankookensis	0	19	49	0
RS_GCF_039538065.1	0	99.96	0.11	Specific	100	0	345	c__Alphaproteobacteria (UID3305)	226	0	2477452	92.594120804125	1	1817377	67.9239902466882	2675604	RS_GCF_039538065.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium rosea	not type material	none	f	1	1	2675604	2675604	2675604	1	2769	NZ_BAABBR010000001.1	2675604	1	110	NZ_BAABBR010000001.1	2773	4911	0	98.666	JONN01000001.1921662.1924453	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas astaxanthinifaciens DSM 22298	2675604	2675604	t	f	f	2675604	2675604	Contig	ASM3953806v1	na	PRJNA224116	SAMD00645602	1	2675604	none	2024-02-23	GCA_039538065.1	none	full	na	none	none	0	0	Sphingomonas rosea	none	representative genome	3	none	none	none	none	none	2024/02/23	0	335605	1	JCM 17564	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	335605	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas rosea	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas rosea	0	2675604	11	46	na	2675604	0	BAABBR000000000.1	2577	1	2675604	1	none	none	none	none	none	none	1484	NZ_BAABBR010000001.1	1430	2630	0	99.86	LC094489.1.1433	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonadaceae bacterium S10	0	19	46	0
RS_GCF_019880585.1	0	100	0.96	General	100	1.32	349	c__Alphaproteobacteria (UID3305)	230	0	5976454	90.9670742775889	23	4310082	65.6033744150794	6569909	RS_GCF_019880585.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium_A	Sphingobium_A colocasiae	type strain of species	LPSN	f	4	4	1376521	1376521	5578	1	2769	NZ_JAINVV010000020.1	5578	1	110	NZ_JAINVV010000020.1	2777	4228	0	94.238	CP004036.1788322.1791124	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;Sphingomonas sp. MM-1	285648	285648	t	f	f	622686	622686	Contig	ASM1988058v1	na	PRJNA224116	SAMN21032053	23	622686	China: Taiwan	2021-09-05	GCA_019880585.1	none	full	na	chopped tuber	none	0	0	Sphingomonas colocasiae	none	representative genome	3	none	none	none	none	none	2021/09/05	0	1848973	1	JCM 31229	Life sciences Institute	1848973	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas colocasiae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas colocasiae	0	6569909	11	51	assembly from type material	6569909	0	JAINVV000000000.1	5844	23	5578	1	none	none	none	none	none	none	1486	NZ_JAINVV010000020.1	1450	2678	0	100	KU248160.1.1450	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingomonas colocasiae	0	19	51	0
