genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	shared_name
GOMC.bin.15046	k63_210199	1	0	28772	TRUE	Uncharacterised				k63_210199	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus sp020985305	GOMC.bin.15046_k63_210199.region001.gbk_region_1
GCA_007994985.1_ASM799498v1_genomic	VOQF01000002.1	1	56753	96877	FALSE	Uncharacterised				VOQF01000002.1 Bacillus litoralis strain SW-211 contig2, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Metabacillus	s__Metabacillus litoralis	GCA_007994985.1_ASM799498v1_genomic_VOQF01000002.1.region001.gbk_region_1
GOMC.bin.15309	k141_9408	1	0	10609	TRUE	pel-like				k141_9408	Synthase	2	d__Bacteria	p__SAR324	c__SAR324	o__XYD2-FULL-50-16	f__JAHJRI01	g__	s__	GOMC.bin.15309_k141_9408.region001.gbk_region_1
GOMC.bin.15309	k141_208318	1	0	5500	TRUE	pel-like				k141_208318	Synthase	2	d__Bacteria	p__SAR324	c__SAR324	o__XYD2-FULL-50-16	f__JAHJRI01	g__	s__	GOMC.bin.15309_k141_208318.region001.gbk_region_1
GOMC.bin.8639	k141_217002	1	284001	341323	FALSE	Uncharacterised				k141_217002	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__GCA-2731375	f__GCA-2731375	g__	s__	GOMC.bin.8639_k141_217002.region001.gbk_region_1
GOMC.bin.8639	k141_239928	1	865375	906945	FALSE	Uncharacterised				k141_239928	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__GCA-2731375	f__GCA-2731375	g__	s__	GOMC.bin.8639_k141_239928.region001.gbk_region_1
GOMC.bin.13239	k63_45979	1	2498	54963	TRUE	Uncharacterised				k63_45979	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__SG8-38	g__	s__	GOMC.bin.13239_k63_45979.region001.gbk_region_1
GOMC.bin.12393	k63_2520	1	0	30318	TRUE	Uncharacterised				k63_2520	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Salipiger	s__	GOMC.bin.12393_k63_2520.region001.gbk_region_1
GOMC.bin.12393	k63_8908	1	0	38484	TRUE	Uncharacterised				k63_8908	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Salipiger	s__	GOMC.bin.12393_k63_8908.region001.gbk_region_1
GOMC.bin.12393	k63_1314849	1	0	21209	TRUE	Uncharacterised				k63_1314849	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Salipiger	s__	GOMC.bin.12393_k63_1314849.region001.gbk_region_1
GOMC.bin.12393	k63_263072	1	0	12584	TRUE	alginate				k63_263072	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Salipiger	s__	GOMC.bin.12393_k63_263072.region001.gbk_region_1
GOMC.bin.12393	k63_90165	1	0	8249	TRUE	cellulose-like				k63_90165	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Salipiger	s__	GOMC.bin.12393_k63_90165.region001.gbk_region_1
OceanDNA-b41318	OceanDNA-b41318_00055	1	4932	18795	TRUE	alginate-like				OceanDNA-b41318_00055 megahit:SRS3630421_N0000321	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Natronospirillaceae	g__DT-108	s__DT-108 sp013214075	OceanDNA-b41318_OceanDNA-b41318_00055.region001.gbk_region_1
GCA_000756665.1_ASM75666v1_genomic	ARXV01000015.1	1	0	21712	TRUE	alginate				ARXV01000015.1 Alcanivorax nanhaiticus strain 19-m-6 contig15, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax nanhaiticus	GCA_000756665.1_ASM75666v1_genomic_ARXV01000015.1.region001.gbk_region_1
GCA_000756665.1_ASM75666v1_genomic	ARXV01000017.1	1	17647	76779	TRUE	Uncharacterised				ARXV01000017.1 Alcanivorax nanhaiticus strain 19-m-6 contig17, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax nanhaiticus	GCA_000756665.1_ASM75666v1_genomic_ARXV01000017.1.region001.gbk_region_1
GCA_000756665.1_ASM75666v1_genomic	ARXV01000021.1	1	39556	57385	TRUE	pel				ARXV01000021.1 Alcanivorax nanhaiticus strain 19-m-6 contig21, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax nanhaiticus	GCA_000756665.1_ASM75666v1_genomic_ARXV01000021.1.region001.gbk_region_1
GOMC.bin.14876	k63_2024491	1	0	2974	TRUE	Uncharacterised				k63_2024491	Uncharacterised	1	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA10025	f__JAHIVO01	g__	s__	GOMC.bin.14876_k63_2024491.region001.gbk_region_1
GCA_009827635.1_ASM982763v1_genomic	WTYW01000004.1	1	2634	37573	TRUE	Uncharacterised				WTYW01000004.1 Altererythrobacter aurantiacus strain MCCC 1A09962 NODE_4_length_157610, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Parapontixanthobacter	s__Parapontixanthobacter aurantiacus	GCA_009827635.1_ASM982763v1_genomic_WTYW01000004.1.region001.gbk_region_1
GCA_009827635.1_ASM982763v1_genomic	WTYW01000006.1	1	14879	37442	TRUE	Uncharacterised				WTYW01000006.1 Altererythrobacter aurantiacus strain MCCC 1A09962 NODE_6_length_96490, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Parapontixanthobacter	s__Parapontixanthobacter aurantiacus	GCA_009827635.1_ASM982763v1_genomic_WTYW01000006.1.region001.gbk_region_1
GOMC.bin.14076	k141_125660	1	51633	105403	TRUE	Uncharacterised				k141_125660	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA1151	f__UBA1151	g__GCA-2730555	s__	GOMC.bin.14076_k141_125660.region001.gbk_region_1
GCA_003269425.1_ASM326942v1_genomic	CP030104.1	1	3097977	3157627	FALSE	Uncharacterised				CP030104.1 Flagellimonas maritima strain HME9304 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flagellimonas	s__Flagellimonas aurantiaca	GCA_003269425.1_ASM326942v1_genomic_CP030104.1.region001.gbk_region_1
GCA_009734345.1_ASM973434v1_genomic	CP032551.1	1	2375217	2411992	TRUE	Uncharacterised				CP032551.1 Idiomarina andamanensis strain W-5T chromosome	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudidiomarina	s__Pseudidiomarina andamanensis	GCA_009734345.1_ASM973434v1_genomic_CP032551.1.region001.gbk_region_1
GOMC.bin.2518	SRR6301447_k53_65105_1	1	10864	33599	TRUE	Uncharacterised				SRR6301447_k53_65105_1	Uncharacterised	1	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__JAFGVF01	g__JAEKNW01	s__	GOMC.bin.2518_SRR6301447_k53_65105_1.region001.gbk_region_1
TARA_SAMEA4397174_METAG_EGMDODDO	TARA_SAMEA4397174_METAG-scaffold_152	1	9858	62839	TRUE	Uncharacterised				TARA_SAMEA4397174_METAG-scaffold_152	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Novipirellula	s__	TARA_SAMEA4397174_METAG_EGMDODDO_TARA_SAMEA4397174_METAG-scaffold_152.region001.gbk_region_1
TARA_SAMEA4397174_METAG_EGMDODDO	TARA_SAMEA4397174_METAG-scaffold_318	1	32033	51919	FALSE	Uncharacterised				TARA_SAMEA4397174_METAG-scaffold_318	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Novipirellula	s__	TARA_SAMEA4397174_METAG_EGMDODDO_TARA_SAMEA4397174_METAG-scaffold_318.region001.gbk_region_1
TARA_SAMEA4397174_METAG_EGMDODDO	TARA_SAMEA4397174_METAG-scaffold_347	1	23340	52551	FALSE	Uncharacterised				TARA_SAMEA4397174_METAG-scaffold_347	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Novipirellula	s__	TARA_SAMEA4397174_METAG_EGMDODDO_TARA_SAMEA4397174_METAG-scaffold_347.region001.gbk_region_1
TARA_SAMEA4397174_METAG_EGMDODDO	TARA_SAMEA4397174_METAG-scaffold_1113	1	1083	45579	TRUE	Uncharacterised				TARA_SAMEA4397174_METAG-scaffold_1113	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Novipirellula	s__	TARA_SAMEA4397174_METAG_EGMDODDO_TARA_SAMEA4397174_METAG-scaffold_1113.region001.gbk_region_1
GCA_001507545.1_ASM150754v1_genomic	LQBP01000005.1	1	9119	36328	TRUE	Uncharacterised				LQBP01000005.1 Ruegeria profundi strain ZGT108 ZB100004, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ruegeria	s__Ruegeria profundi	GCA_001507545.1_ASM150754v1_genomic_LQBP01000005.1.region001.gbk_region_1
OceanDNA-b35184	OceanDNA-b35184_00015	1	36092	58936	TRUE	Uncharacterised				OceanDNA-b35184_00015 megahit:SRS3617500_N0000050	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Psychrobiaceae	g__Psychrobium	s__Psychrobium sp013214965	OceanDNA-b35184_OceanDNA-b35184_00015.region001.gbk_region_1
OceanDNA-b35184	OceanDNA-b35184_00073	1	8697	19201	TRUE	pel-like				OceanDNA-b35184_00073 megahit:SRS3617500_N0000288	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Psychrobiaceae	g__Psychrobium	s__Psychrobium sp013214965	OceanDNA-b35184_OceanDNA-b35184_00073.region001.gbk_region_1
OceanDNA-b35184	OceanDNA-b35184_00074	1	0	19128	TRUE	Uncharacterised				OceanDNA-b35184_00074 megahit:SRS3617500_N0000290	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Psychrobiaceae	g__Psychrobium	s__Psychrobium sp013214965	OceanDNA-b35184_OceanDNA-b35184_00074.region001.gbk_region_1
TARA_SAMEA4398238_METAG_IHHCIKGJ	TARA_SAMEA4398238_METAG-scaffold_983	1	21404	54192	TRUE	Uncharacterised				TARA_SAMEA4398238_METAG-scaffold_983	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Cognaticolwellia	s__Cognaticolwellia sp024585285	TARA_SAMEA4398238_METAG_IHHCIKGJ_TARA_SAMEA4398238_METAG-scaffold_983.region001.gbk_region_1
GOMC.bin.3239	SRR7168047_k53_422905_1	1	0	9008	TRUE	pel-like				SRR7168047_k53_422905_1	Synthase	2	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__QNZC01	s__QNZC01 sp003978565	GOMC.bin.3239_SRR7168047_k53_422905_1.region001.gbk_region_1
GCA_000732605.1_CloCel1.0_genomic	JPME01000006.1	1	26807	58521	FALSE	Uncharacterised				JPME01000006.1 Lacrimispora celerecrescens strain 152B c6, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora celerecrescens_B	GCA_000732605.1_CloCel1.0_genomic_JPME01000006.1.region001.gbk_region_1
GOMC.bin.9603	k63_2711901	1	0	9742	TRUE	pel-like				k63_2711901	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__JANQJO01	g__	s__	GOMC.bin.9603_k63_2711901.region001.gbk_region_1
GOMC.bin.14406	k63_1195064	1	0	32792	TRUE	Uncharacterised				k63_1195064	Uncharacterised	1	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__JACNKJ01	f__JACNKJ01	g__	s__	GOMC.bin.14406_k63_1195064.region001.gbk_region_1
GOMC.bin.4293	SRR9849978_k53_156183_1	1	0	4965	TRUE	cellulose-like				SRR9849978_k53_156183_1	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomarinum	s__	GOMC.bin.4293_SRR9849978_k53_156183_1.region001.gbk_region_1
OceanDNA-b46252	OceanDNA-b46252_00240	1	0	4147	TRUE	pel-like				OceanDNA-b46252_00240 megahit:SRR6877515_N0026120	Synthase	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__AAA164-E04	g__UBA2970	s__	OceanDNA-b46252_OceanDNA-b46252_00240.region001.gbk_region_1
GOMC.bin.14525	k63_116087	1	9618	30667	TRUE	Uncharacterised				k63_116087	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio aestuarianus	GOMC.bin.14525_k63_116087.region001.gbk_region_1
GOMC.bin.14525	k63_162041	1	0	17889	TRUE	Uncharacterised				k63_162041	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio aestuarianus	GOMC.bin.14525_k63_162041.region001.gbk_region_1
GCA_900143635.1_Rhodobacteraceae_bacterium_Alg231_04_genomic	FREY01000008.1	1	92718	125570	FALSE	Uncharacterised				FREY01000008.1 Rhodobacteraceae bacterium Alg231_04 genome assembly, contig: Contig_8, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__FREY01	s__FREY01 sp900143635	GCA_900143635.1_Rhodobacteraceae_bacterium_Alg231_04_genomic_FREY01000008.1.region001.gbk_region_1
GCA_900143635.1_Rhodobacteraceae_bacterium_Alg231_04_genomic	FREY01000003.1	1	238262	260307	FALSE	alginate				FREY01000003.1 Rhodobacteraceae bacterium Alg231_04 genome assembly, contig: Contig_3, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__FREY01	s__FREY01 sp900143635	GCA_900143635.1_Rhodobacteraceae_bacterium_Alg231_04_genomic_FREY01000003.1.region001.gbk_region_1
GCA_003007675.1_ASM300767v1_genomic	PXNP01000103.1	1	167449	189154	FALSE	pel				PXNP01000103.1 Marinobacter fuscus strain NH169-3 929, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter fuscus	GCA_003007675.1_ASM300767v1_genomic_PXNP01000103.1.region001.gbk_region_1
GCA_003007675.1_ASM300767v1_genomic	PXNP01000109.1	1	122817	162690	FALSE	Uncharacterised				PXNP01000109.1 Marinobacter fuscus strain NH169-3 936, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter fuscus	GCA_003007675.1_ASM300767v1_genomic_PXNP01000109.1.region001.gbk_region_1
GOMC.bin.3734	SRR8439019_k53_26432_1	1	0	11280	TRUE	PNAG-pga				SRR8439019_k53_26432_1	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-140	f__SZUA-140	g__SZUA-140	s__SZUA-140 sp015492435	GOMC.bin.3734_SRR8439019_k53_26432_1.region001.gbk_region_1
GOMC.bin.3734	SRR8439019_k53_173362_1	1	0	15488	TRUE	Uncharacterised				SRR8439019_k53_173362_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-140	f__SZUA-140	g__SZUA-140	s__SZUA-140 sp015492435	GOMC.bin.3734_SRR8439019_k53_173362_1.region001.gbk_region_1
GOMC.bin.5386	k141_21715	1	0	11813	TRUE	Uncharacterised				k141_21715	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Lacipirellulaceae	g__Posidoniimonas	s__	GOMC.bin.5386_k141_21715.region001.gbk_region_1
GOMC.bin.3808	SRR8439053_k53_752722_1	1	0	4515	TRUE	Uncharacterised				SRR8439053_k53_752722_1	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__DRKV01	g__DRKV01	s__DRKV01 sp011051635	GOMC.bin.3808_SRR8439053_k53_752722_1.region001.gbk_region_1
GOMC.bin.13152	k63_8941	1	0	10823	TRUE	Uncharacterised				k63_8941	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Ulvibacter	s__	GOMC.bin.13152_k63_8941.region001.gbk_region_1
GOMC.bin.13152	k63_14045	1	0	27145	TRUE	Uncharacterised				k63_14045	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Ulvibacter	s__	GOMC.bin.13152_k63_14045.region001.gbk_region_1
GCA_001205715.1_ASM120571v1_genomic	AQQZ01000004.1	1	94049	126840	FALSE	Uncharacterised				AQQZ01000004.1 Pseudaestuariivita atlantica strain 22II-S11-z3 contig4, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudaestuariivita	s__Pseudaestuariivita atlantica	GCA_001205715.1_ASM120571v1_genomic_AQQZ01000004.1.region001.gbk_region_1
GCA_001205715.1_ASM120571v1_genomic	AQQZ01000005.1	1	120636	143531	FALSE	alginate				AQQZ01000005.1 Pseudaestuariivita atlantica strain 22II-S11-z3 contig5, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudaestuariivita	s__Pseudaestuariivita atlantica	GCA_001205715.1_ASM120571v1_genomic_AQQZ01000005.1.region001.gbk_region_1
GCA_001205715.1_ASM120571v1_genomic	AQQZ01000006.1	1	188175	218868	FALSE	alginate				AQQZ01000006.1 Pseudaestuariivita atlantica strain 22II-S11-z3 contig6, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudaestuariivita	s__Pseudaestuariivita atlantica	GCA_001205715.1_ASM120571v1_genomic_AQQZ01000006.1.region001.gbk_region_1
GOMC.bin.5527	k141_233151	1	50469	74903	FALSE	Uncharacterised				k141_233151	Uncharacterised	1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__	s__	GOMC.bin.5527_k141_233151.region001.gbk_region_1
GOMC.bin.5527	k141_660497	1	11483	39098	TRUE	Uncharacterised				k141_660497	Uncharacterised	1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__	s__	GOMC.bin.5527_k141_660497.region001.gbk_region_1
GCA_010468565.1_ASM1046856v1_genomic	WUEG01000015.1	1	4577	39125	TRUE	Uncharacterised				WUEG01000015.1 Muricauda sp. TY007 scaffold_14, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flagellimonas	s__Flagellimonas sp010468565	GCA_010468565.1_ASM1046856v1_genomic_WUEG01000015.1.region001.gbk_region_1
GCA_002090095.1_ASM209009v1_genomic	BBRJ01000003.1	1	55970	96558	FALSE	Uncharacterised				BBRJ01000003.1 Demequina sp. NBRC 110053 DNA, contig: scaffold00002, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Demequinaceae	g__Demequina	s__Demequina sp002090095	GCA_002090095.1_ASM209009v1_genomic_BBRJ01000003.1.region001.gbk_region_1
GOMC.bin.15050	k63_740800	1	43304	64903	FALSE	Uncharacterised				k63_740800	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus iocasae	GOMC.bin.15050_k63_740800.region001.gbk_region_1
GOMC.bin.15050	k63_598534	1	0	20258	TRUE	Uncharacterised				k63_598534	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus iocasae	GOMC.bin.15050_k63_598534.region001.gbk_region_1
GOMC.bin.15050	k63_315654	1	4627	39690	TRUE	Uncharacterised				k63_315654	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus iocasae	GOMC.bin.15050_k63_315654.region001.gbk_region_1
OceanDNA-b45293	OceanDNA-b45293_00069	1	2549	15434	TRUE	pel-like				OceanDNA-b45293_00069 megahit:SRS1726551_N0001833	Synthase	2	d__Bacteria	p__UBP17	c__UBA6191	o__UBA6191	f__UBA6191	g__	s__	OceanDNA-b45293_OceanDNA-b45293_00069.region001.gbk_region_1
OceanDNA-b16115	OceanDNA-b16115_00095	1	2071	14366	TRUE	curdlan-like				OceanDNA-b16115_00095 megahit:SRR6869045_N0003181	Synthase	2	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Spirulinaceae	g__	s__	OceanDNA-b16115_OceanDNA-b16115_00095.region001.gbk_region_1
OceanDNA-b16115	OceanDNA-b16115_00270	1	0	7455	TRUE	Uncharacterised				OceanDNA-b16115_00270 megahit:SRR6869045_N0009703	Uncharacterised	1	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Spirulinaceae	g__	s__	OceanDNA-b16115_OceanDNA-b16115_00270.region001.gbk_region_1
GCA_009930795.1_ASM993079v1_genomic	CP017146.1	1	528685	540029	FALSE	fructansucrase				CP017146.1 Marisediminicola antarctica strain ZS314 chromosome, complete genome	Sucrase	4	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Microbacteriaceae	g__Marisediminicola	s__Marisediminicola antarctica	GCA_009930795.1_ASM993079v1_genomic_CP017146.1.region001.gbk_region_1
GCA_009846755.1_ASM984675v1_genomic	AQOR01000008.1	1	84241	103601	FALSE	cellulose-type-1				AQOR01000008.1 Alcanivorax sp. S71-1-4 contig8, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Isoalcanivorax	s__Isoalcanivorax sp009846755	GCA_009846755.1_ASM984675v1_genomic_AQOR01000008.1.region001.gbk_region_1
GCA_005886345.1_ASM588634v1_genomic	PNEC01000042.1	1	87313	111594	FALSE	cellulose-type-2				PNEC01000042.1 Pseudoalteromonas phenolica strain S1093 S1093_S13_L001_R1_001__paired__contig_42, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas phenolica_A	GCA_005886345.1_ASM588634v1_genomic_PNEC01000042.1.region001.gbk_region_1
GCA_005886345.1_ASM588634v1_genomic	PNEC01000009.1	1	161143	214414	TRUE	Uncharacterised				PNEC01000009.1 Pseudoalteromonas phenolica strain S1093 S1093_S13_L001_R1_001__paired__contig_9, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas phenolica_A	GCA_005886345.1_ASM588634v1_genomic_PNEC01000009.1.region001.gbk_region_1
GCA_001305615.1_ASM130561v1_genomic	CP010869.1	1	132389	161870	FALSE	Uncharacterised				CP010869.1 Confluentimicrobium sp. EMB200-NS6, complete genome	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Actibacterium_A	s__Actibacterium_A naphthalenivorans	GCA_001305615.1_ASM130561v1_genomic_CP010869.1.region001.gbk_region_1
GCA_001305615.1_ASM130561v1_genomic	CP010869.1	2	2810088	2841590	FALSE	Uncharacterised				CP010869.1 Confluentimicrobium sp. EMB200-NS6, complete genome	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Actibacterium_A	s__Actibacterium_A naphthalenivorans	GCA_001305615.1_ASM130561v1_genomic_CP010869.1.region002.gbk_region_1
GCA_003313305.1_ASM331330v1_genomic	QMDO01000002.1	1	509189	527146	FALSE	pel-positive				QMDO01000002.1 Vallitalea guaymasensis strain L81 L81_Ga0082380_12, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae	g__Vallitalea	s__Vallitalea guaymasensis	GCA_003313305.1_ASM331330v1_genomic_QMDO01000002.1.region001.gbk_region_1
OceanDNA-b4249	OceanDNA-b4249_00007	1	154545	200735	FALSE	Uncharacterised				OceanDNA-b4249_00007 megahit:ERS492647_N0000007	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__UBA7330	s__UBA7330 sp002471275	OceanDNA-b4249_OceanDNA-b4249_00007.region001.gbk_region_1
OceanDNA-b4249	OceanDNA-b4249_00022	1	0	54300	TRUE	Uncharacterised				OceanDNA-b4249_00022 megahit:ERS492647_N0000078	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__UBA7330	s__UBA7330 sp002471275	OceanDNA-b4249_OceanDNA-b4249_00022.region001.gbk_region_1
