Bin_id,Contig_num,Genome_size (bp),N50 (bp),GC (%),Completeness (%),Contamination (%),Group,Estimated_genome_size (bp),Gene_number,Gene_length (bp),Average_gene_length (bp),Gene_GC (%),Coding_density (%),WD40,BGC,ARG,Cas,MGE,GTDB_taxonomy (v207)
OceanDNA-a1,83,536854,10029,32.97,69.78,0,OMD_OceanDNA,769352,629,450604,716.38,33.14,83.93,0,0,0,0,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965
GCA_005771525.1_ASM577152v1_genomic,140,3283708,63394,61.14,99.16,0.34,NCBI,3300266,3194,3003939,940.49,61.41,91.48,0,3,0,0,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia salmonea
GCA_005771535.1_ASM577153v1_genomic,18,3134893,398582,28.14,100,0.54,NCBI,3117965,3151,2948244,935.65,28.52,94.05,0,4,1,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__Halarcobacter arenosus
GCA_005771565.1_ASM577156v1_genomic,89,2791466,168292,64.23,99.03,1.41,NCBI,2779063,2657,2543361,957.23,64.6,91.11,0,3,0,0,2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia sphaerica
GCA_005780245.1_ASM578024v1_genomic,35,4158743,291397,41.8,99.67,0.99,NCBI,4131204,3675,3775255,1027.28,42.68,90.78,0,5,2,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter flavus
GCA_005795905.1_ASM579590v1_genomic,7,9010366,8395906,71.27,99.58,1.91,NCBI,8875545,8220,7612690,926.12,71.29,84.49,1,34,1,0,11,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces marianii
GCA_005843885.1_ASM584388v1_genomic,1,5120753,5120753,50.74,99.26,0.17,NCBI,5150159,4901,4533442,925,51.8,88.53,0,3,51,3,24,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885
GCA_005843925.1_ASM584392v1_genomic,46,3884652,226471,43.9,97.31,0.79,NCBI,3960501,3447,3349671,971.76,44.73,86.23,0,0,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassotalea_A;s__Thalassotalea_A litorea
GCA_005849285.1_ASM584928v1_genomic,1,3145891,3145891,54.65,99.94,0.87,our_NCBI_OMD_OceanDNA,3120394,2828,2803439,991.32,55.68,89.11,0,9,2,1,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Luteithermobacter;s__Luteithermobacter gelatinilyticus
GCA_005860765.1_ASM586076v1_genomic,33,6199851,1225946,44.86,99.7,0.3,NCBI,6199851,5124,5487544,1070.95,46.06,88.51,1,8,5,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter sediminis
GCA_005860805.1_ASM586080v1_genomic,14,6408711,2014903,46.86,99.69,0.3,NCBI,6409354,5581,5910113,1058.97,47.7,92.22,1,8,5,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter luticola
GCA_005862235.1_ASM586223v1_genomic,11,4897614,1086926,71.02,100,0,NCBI,4897614,4526,4468834,987.37,71.35,91.25,1,19,1,1,0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora piscinae
GCA_005869225.1_ASM586922v1_genomic,39,8407249,720465,45.98,100,0.3,NCBI,8382027,7224,7599516,1051.98,46.9,90.39,1,5,4,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter bucti
GCA_005871125.1_ASM587112v1_genomic,63,4829700,478825,59.19,98.72,1.23,our_NCBI,4832146,4817,4423771,918.37,59.58,91.6,1,8,0,0,9,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__Marivita cryptomonadis
GCA_005871165.1_ASM587116v1_genomic,12,3348699,558629,63.63,99.84,0,our_NCBI_OceanDNA,3354066,3201,3039391,949.51,64.06,90.76,0,1,3,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis sp005871165
GCA_005871185.1_ASM587118v1_genomic,14,3488419,476575,52.55,99.38,0.67,NCBI,3486664,3321,3255044,980.14,53.03,93.31,0,3,1,1,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter alexandrii
GCA_005871205.1_ASM587120v1_genomic,19,4337754,882613,57.36,99.89,0,our_NCBI_OceanDNA,4342531,4021,3967273,986.64,57.98,91.46,0,7,4,0,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter alexandrii
GCA_005876835.1_ASM587683v1_genomic,97,4682891,165376,40.88,99.66,0.7,NCBI,4665975,4195,4197309,1000.55,41.61,89.63,1,5,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas phenolica_B
GCA_005876865.1_ASM587686v1_genomic,68,3962600,153365,47.46,100,0.28,our_NCBI_OMD_OceanDNA,3951505,3705,3598164,971.16,48.1,90.8,1,4,6,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas ruthenica
GCA_005885605.1_ASM588560v1_genomic,239,3722219,225530,38.68,98.77,1.84,our_NCBI,3699231,3204,3136171,978.83,39.39,84.26,1,4,4,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia ponticola
GCA_005885815.1_ASM588581v1_genomic,1,2373486,2373486,45.19,100,0.1,NCBI,2371113,2175,2131783,980.13,46.21,89.82,0,3,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sediminis
GCA_005886345.1_ASM588634v1_genomic,164,4566614,117384,40.38,100,0.79,NCBI,4530538,4080,4023506,986.15,41.16,88.11,1,5,3,1,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas phenolica_A
GCA_005886875.1_ASM588687v1_genomic,270,4764420,63045,41.03,100,0.37,NCBI,4746792,4138,4089534,988.29,41.78,85.83,1,13,5,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas aurantia_A
GCA_005886915.1_ASM588691v1_genomic,257,4286635,114897,40.78,100,0.64,NCBI,4259201,3860,3732688,967.02,41.55,87.08,1,2,3,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp001401805
GCA_005887095.1_ASM588709v1_genomic,215,5695424,118507,47.93,99.89,0.21,NCBI,5689722,4843,5005734,1033.6,48.76,87.89,1,17,6,2,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas rubra_E
GCA_005887115.1_ASM588711v1_genomic,228,5638232,172112,47.74,99.89,0.65,NCBI,5607752,4797,4943555,1030.55,48.6,87.68,2,18,5,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas rubra_F
GCA_005887615.1_ASM588761v1_genomic,19,3946185,783612,64.4,98.94,0,NCBI,3988463,3771,3589726,951.93,64.76,90.97,0,9,1,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E;s__Sulfitobacter_E sabulilitoris
GCA_005887635.2_ASM588763v2_genomic,7,5468583,4039866,70.15,100,0.4,NCBI,5446709,4862,4685708,963.74,69.93,85.68,1,7,5,0,14,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paroceanicella;s__Paroceanicella profunda
GCA_005924235.1_ASM592423v1_genomic,134,6522700,116466,66.14,99.81,0,NCBI_OMD,6535117,6313,5977818,946.91,66.51,91.65,1,16,6,3,18,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium syngnathidarum
GCA_005931095.1_ASM593109v1_genomic,1,4998879,4998879,48.72,99.25,1.15,NCBI,4978732,4405,4165026,945.52,49.52,83.32,1,9,3,4,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylotuvimicrobium;s__Methylotuvimicrobium buryatense
GCA_005937185.1_ASM593718v1_genomic,14,4543408,1706222,41.77,99.34,0.67,NCBI,4542951,4096,4195097,1024.19,42.38,92.33,1,5,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda algicola
GCA_005938125.1_ASM593812v1_genomic,68,4230810,621780,41.03,99.43,1.57,NCBI,4188259,4375,3561110,813.97,41.87,84.17,0,6,2,0,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Bacillaceae_B;g__Rossellomorea;s__Rossellomorea sp005938125
GCA_005938145.1_ASM593814v1_genomic,4,11081629,3637969,71.35,100,3.16,NCBI,10731450,9262,9797482,1057.81,71.65,88.41,3,51,0,1,3,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces asiaticus
GCA_005938225.1_ASM593822v1_genomic,15,4628000,1371051,63.12,99.68,0.26,NCBI_OMD_OceanDNA,4630786,4428,4219132,952.83,63.52,91.17,1,6,1,0,4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Arenibacterium;s__Arenibacterium halophilum
GCA_005938655.1_ASM593865v1_genomic,50,4215373,195464,65.18,100,0.56,our_NCBI_OMD_OceanDNA,4191767,3816,3769129,987.72,65.9,89.41,0,3,6,1,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax gelatiniphagus
GCA_005954665.1_ASM595466v1_genomic,1,6131517,6131517,69.9,96.86,1.32,NCBI,6246728,5204,5028500,966.28,69.93,82.01,1,16,4,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter enzymogenes_B
GCA_005960665.1_ASM596066v1_genomic,4,2693465,2615862,52.07,88.74,0,NCBI,3035232,2810,2434722,866.45,53.17,90.39,0,1,2,0,10,d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium mexicanum
GCA_006007885.1_ASM600788v1_genomic,43,3969381,651850,48.89,98.68,0.66,NCBI,3995929,3965,3352098,845.42,49.72,84.45,0,5,1,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Alteribacter;s__Alteribacter natronophilus
GCA_006064855.1_ASM606485v1_genomic,2,3244919,3097372,58.46,99.36,0.32,our_NCBI_OMD_OceanDNA,3255370,3200,2923925,913.73,58.98,90.11,0,3,0,0,22,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp006064855
GCA_006065315.1_ASM606531v1_genomic,1,5168958,5168958,32.21,98.32,2.07,NCBI,5148455,4443,4653827,1047.45,32.89,90.03,0,4,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__Aureibaculum sp006065315
GCA_006120725.1_ASM612072v1_genomic,11,2651256,607857,35.02,99.14,0,NCBI,2674255,2437,2425177,995.15,35.69,91.47,0,3,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus sp006120725
GCA_006125015.1_ASM612501v1_genomic,2,4221330,4101874,59.45,99.15,1.28,NCBI,4203023,4121,3766717,914.03,60.02,89.23,0,7,0,0,11,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius arcticus
GCA_006149045.1_ASM614904v1_genomic,76,6477094,299584,44.8,99.7,0.3,NCBI,6477094,5375,5696366,1059.79,46.03,87.95,1,7,6,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter flavalbus
GCA_006151685.1_ASM615168v1_genomic,56,4542919,181419,65.62,100,0.58,NCBI,4516570,4265,4047259,948.95,66.11,89.09,0,6,1,0,0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter sp006151685
GCA_006151705.1_ASM615170v1_genomic,45,6188539,227111,60.24,99.58,0.13,NCBI,6206561,5581,5462173,978.71,60.96,88.26,0,11,7,0,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003033885
GCA_006159205.1_ASM615920v1_genomic,1,4353683,4353683,40.86,99.62,1.17,NCBI,4319158,3989,3796796,951.82,41.79,87.21,0,3,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia flava
GCA_006175995.1_ASM617599v1_genomic,69,3834615,139203,48.98,99.35,2.26,NCBI,3772474,3386,3338188,985.88,49.96,87.05,1,4,0,1,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulforegulaceae;g__Desulfobotulus;s__Desulfobotulus mexicanus
GCA_006228385.1_ASM622838v1_genomic,2,4159483,3811475,47.29,99.89,0.62,NCBI,4138246,3851,3732341,969.19,48.02,89.73,1,0,4,1,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas iocasae
GCA_006265095.1_ASM626509v1_genomic,135,4348920,138568,61.23,99.2,0.2,NCBI,4375224,3988,3785119,949.13,61.65,87.04,1,7,1,0,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Epibacterium;s__Epibacterium sp006265095
GCA_006274605.1_ASM627460v1_genomic,2,2234010,2226336,54.86,100,0,NCBI,2234010,2448,2035990,831.7,55.78,91.14,0,1,1,3,6,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus indicus
GCA_006337125.1_ASM633712v1_genomic,1,3463442,3463442,73.14,98.72,0.55,NCBI,3489053,3176,3186958,1003.45,73.2,92.02,0,2,1,0,3,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Serinicoccus;s__Serinicoccus chungangensis
GCA_006346315.1_ASM634631v1_genomic,22,4658177,856467,74.12,98.19,0.65,NCBI,4713208,4470,4279982,957.49,74.16,91.88,0,6,2,0,2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides litoris
GCA_006351005.1_ASM635100v1_genomic,148,3402690,57666,73.63,97,0.58,NCBI,3487582,3003,3035563,1010.84,73.68,89.21,0,3,0,1,0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Beutenbergiaceae;g__Miniimonas;s__Miniimonas arenae
GCA_006351965.1_ASM635196v1_genomic,1,4053612,4053612,64.47,98.74,0.05,NCBI,4103287,4109,3696434,899.59,64.7,91.19,0,5,1,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Vannielia;s__Vannielia sp006351965
GCA_006363825.1_ASM636382v1_genomic,16,4108753,2805646,65.98,99.92,0.1,NCBI,4107931,4042,3734635,923.96,66.39,90.89,0,6,0,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicola;s__Oceanicola pacificus_A
GCA_006370295.1_ASM637029v1_genomic,10,3134598,910085,47.09,97.27,4.2,NCBI,3087226,2951,2720313,921.83,48.16,86.78,0,2,1,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus shcherbakoviae
GCA_006381105.1_ASM638110v1_genomic,77,4583336,524071,33.59,97.35,1.79,NCBI,4623826,3623,4165898,1149.85,34.19,90.89,0,2,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavicella;s__Flavicella sediminum
GCA_006383075.2_ASM638307v2_genomic,27,4594716,429544,35.83,95.46,5.76,NCBI,4535995,4178,4057580,971.18,36.72,88.31,0,9,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__Kordia sp006383075
GCA_006385135.1_ASM638513v1_genomic,1,4189011,4189011,51.52,99.5,0,NCBI_OMD_OceanDNA,4210061,3726,3784263,1015.64,52.66,90.34,0,7,2,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__Paremcibacter congregatus
GCA_006385175.1_ASM638517v1_genomic,19,3963826,759730,56.23,99.07,0.65,NCBI,3975029,3609,3586340,993.72,57.43,90.48,0,5,2,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Emcibacter;s__Emcibacter nanhaiensis
GCA_006385685.1_ASM638568v1_genomic,136,4869094,133182,69.62,99.9,0,NCBI,4873968,4670,4342118,929.79,70.01,89.18,0,9,0,1,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__Amaricoccus solimangrovi
GCA_006385705.1_ASM638570v1_genomic,35,4877951,396881,52.57,99.98,0.3,NCBI,4864290,4298,4237256,985.87,54.08,86.87,1,2,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter;s__Pontibacter sp006385705
GCA_006385875.1_ASM638587v1_genomic,34,3650352,201322,65.31,100,0.87,NCBI,3618594,3470,3253008,937.47,65.75,89.11,0,5,3,1,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter;s__Sandaracinobacter neustonicus
GCA_006439335.1_ASM643933v1_genomic,41,4139778,241396,37.37,99.95,1.21,NCBI,4091733,3658,3672936,1004.08,38.17,88.72,1,4,3,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Litorilituus;s__Litorilituus lipolyticus
GCA_006459125.1_ASM645912v1_genomic,1,3016922,3016922,30,100,0.54,NCBI,3000631,3016,2844809,943.24,30.53,94.3,0,2,1,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__Halarcobacter anaerophilus
GCA_006489205.1_ASM648920v1_genomic,13,4024416,761026,68.02,100,0.19,NCBI,4016770,3612,3610753,999.65,68.38,89.72,0,6,0,0,4,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium sp006489205
GCA_006491645.1_ASM649164v1_genomic,44,4013996,222460,31.24,99.29,0.35,NCBI,4028550,3728,3673516,985.39,31.86,91.52,0,4,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp006491645
GCA_006494365.1_ASM649436v1_genomic,54,4882769,360588,47.65,99.84,0.17,NCBI,4882280,4320,4402773,1019.16,48.37,90.17,1,4,4,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas mangrovi
GCA_006494535.1_ASM649453v1_genomic,20,3548031,543062,36.31,99.34,0,NCBI,3571604,3173,3221346,1015.24,37.05,90.79,0,2,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Paucihalobacter;s__Paucihalobacter ruber
GCA_006494755.1_ASM649475v1_genomic,1,4343492,4343492,49.89,99.76,0,NCBI,4353941,3915,3805377,972,51.05,87.61,1,4,4,0,10,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella marisflavi
GCA_006516615.1_ASM651661v1_genomic,24,3984052,582338,57.44,100,0.07,our_NCBI_OMD_OceanDNA,3981263,3713,3670137,988.46,57.96,92.12,0,6,4,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter hydrocarbonoclasticus
GCA_006517095.1_ASM651709v1_genomic,1,4343683,4343683,44.84,100,0.17,our_NCBI_OMD_OceanDNA,4336299,3789,3843192,1014.3,45.65,88.48,1,5,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas mediterranea
GCA_006517175.1_ASM651717v1_genomic,1,8047306,8047306,63.81,96.13,4.65,NCBI,7982010,6030,7128982,1182.25,64.51,88.59,2,8,1,0,0,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Persicimonas;s__Persicimonas caeni
GCA_006517275.1_ASM651727v1_genomic,2,6186799,6167349,55.02,100,0.32,NCBI,6167001,5707,5528790,968.77,55.72,89.36,1,6,1,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium;s__Roseibium sp006517275
GCA_006538365.1_ASM653836v1_genomic,10,3057355,1211500,53.98,99.83,0.68,NCBI,3041736,3184,2725642,856.04,54.97,89.15,0,4,0,2,0,d__Bacteria;p__Firmicutes_B;c__Moorellia;o__Moorellales;f__Moorellaceae;g__Moorella;s__Moorella sp006538365
GCA_006540005.1_ASM654000v1_genomic,90,3253825,91458,63.7,99.57,0.43,NCBI,3253825,2912,2895517,994.34,64.34,88.99,0,3,3,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas halmophila
GCA_006546625.1_ASM654662v1_genomic,53,2923547,210885,35.58,98.48,0.65,NCBI,2949374,2662,2584656,970.95,36.34,88.41,0,3,1,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia sp006546625
GCA_006546655.1_ASM654665v1_genomic,20,2920174,305710,40.2,99.67,0.65,NCBI,2910799,2809,2545726,906.27,41.53,87.18,0,3,1,2,0,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus vulcani_A
GCA_006546775.1_ASM654677v1_genomic,156,3491084,41908,69.36,99.41,0.03,NCBI,3510750,3169,3072991,969.7,69.46,88.02,0,6,3,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter aestuarii
GCA_006738865.1_ASM673886v1_genomic,1,5339096,5339096,70.59,99.57,0.22,NCBI,5350357,5054,4961942,981.79,70.72,92.94,1,9,2,1,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Stella;s__Stella sp006738865
GCA_006740685.1_ASM674068v1_genomic,1,1499620,1499620,33.76,100,0.97,NCBI,1485074,1866,1367160,732.67,34.26,91.17,0,1,0,0,0,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp006740685
GCA_006740765.1_ASM674076v1_genomic,10,4380105,3820802,64.53,99.8,0,NCBI_OMD,4388883,4225,3867482,915.38,64.99,88.3,0,10,2,0,23,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera aquaemixtae
GCA_006974145.1_ASM697414v1_genomic,1,4130958,4130958,34.8,99.34,1.32,NCBI,4103513,3771,3697105,980.4,35.55,89.5,0,3,0,0,15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Changchengzhania;s__Changchengzhania lutea
GCA_007004545.1_ASM700454v1_genomic,20,5907075,723769,43.57,99.61,2.25,NCBI,5796773,5303,4990716,941.11,44.68,84.49,1,4,3,0,19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp007004545
GCA_007004625.1_ASM700462v1_genomic,66,3287567,103007,46.77,99.34,0.66,NCBI_OMD,3287567,3286,2787473,848.29,47.86,84.79,0,3,2,0,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus salinarum
GCA_007004645.1_ASM700464v1_genomic,30,3390631,1817097,57.15,99.39,0.4,NCBI,3397795,3403,3066123,901.01,57.62,90.43,0,6,1,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliiroseovarius;s__Aliiroseovarius halocynthiae
GCA_007004655.1_ASM700465v1_genomic,73,7176565,331714,56.38,100,1.52,NCBI,7067481,5752,6049907,1051.79,57.54,84.3,4,10,4,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Exilibacterium;s__Exilibacterium tricleocarpae
